rank,features,thresholds,f1_score,mean_loss,prediction_rate,total_predictions
1,"['swh_p80_swan', 'swh_max_swan']","(np.float64(2.426971555999999), np.float64(1.2128571))",0.42815249266862165,570803.0660659341,0.050058662495111456,128
2,"['swh_p80_swan', 'anom_swh_mean_waverys']","(np.float64(2.426971555999999), np.float64(-0.48349218750000006))",0.42815249266862165,570803.0660659341,0.050058662495111456,128
3,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(2.426971555999999), np.float64(-0.44477812499999986))",0.42815249266862165,570803.0660659341,0.050058662495111456,128
