combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
0,double_AND,swh_p80_swan > t1 AND swh_max_swan > t2,"['swh_p80_swan', 'swh_max_swan']","(np.float64(2.426971555999999), np.float64(1.2128571))",0.42815249266862165,570803.0660659341,189926.43906190287,1591458.362637363,31205.065934065933,0.0,1060972.241758242,18.292,6.086397620924878,34.0,51.0,10.5275,7.7645,19.97625,24.0,17.0,36.0,328511.3316208792,242291.73444505496,623360.1983653847,748921.5824175825,530486.1208791209,1123382.373626374,73,55,2289,140,0.5703125,0.3427230046948357,0.9237387563551036,0.4281524926686217,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'swh_max_swan']",1,3853.0,8.098901098901099,4000
2,double_AND,swh_p80_swan > t1 AND anom_swh_mean_waverys > t2,"['swh_p80_swan', 'anom_swh_mean_waverys']","(np.float64(2.426971555999999), np.float64(-0.48349218750000006))",0.42815249266862165,570803.0660659341,189926.43906190287,1591458.362637363,31205.065934065933,0.0,1060972.241758242,18.292,6.086397620924878,34.0,51.0,10.5275,7.7645,19.97625,24.0,17.0,36.0,328511.3316208792,242291.73444505496,623360.1983653847,748921.5824175825,530486.1208791209,1123382.373626374,73,55,2289,140,0.5703125,0.3427230046948357,0.9237387563551036,0.4281524926686217,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_mean_waverys']",1,3853.0,8.098901098901099,4000
4,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(2.426971555999999), np.float64(-0.44477812499999986))",0.42815249266862165,570803.0660659341,189926.43906190287,1591458.362637363,31205.065934065933,0.0,1060972.241758242,18.292,6.086397620924878,34.0,51.0,10.5275,7.7645,19.97625,24.0,17.0,36.0,328511.3316208792,242291.73444505496,623360.1983653847,748921.5824175825,530486.1208791209,1123382.373626374,73,55,2289,140,0.5703125,0.3427230046948357,0.9237387563551036,0.4281524926686217,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_waverys']",1,3853.0,8.098901098901099,4000
6,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(2.426971555999999), np.float64(-0.41192968750000003))",0.42815249266862165,570803.0660659341,189926.43906190287,1591458.362637363,31205.065934065933,0.0,1060972.241758242,18.292,6.086397620924878,34.0,51.0,10.5275,7.7645,19.97625,24.0,17.0,36.0,328511.3316208792,242291.73444505496,623360.1983653847,748921.5824175825,530486.1208791209,1123382.373626374,73,55,2289,140,0.5703125,0.3427230046948357,0.9237387563551036,0.4281524926686217,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_max_waverys']",1,3853.0,8.098901098901099,4000
8,double_AND,swh_p80_swan > t1 AND anom_swh_p80_swan > t2,"['swh_p80_swan', 'anom_swh_p80_swan']","(np.float64(2.426971555999999), np.float64(-0.42550298208333337))",0.42815249266862165,570803.0660659341,189926.43906190287,1591458.362637363,31205.065934065933,0.0,1060972.241758242,18.292,6.086397620924878,34.0,51.0,10.5275,7.7645,19.97625,24.0,17.0,36.0,328511.3316208792,242291.73444505496,623360.1983653847,748921.5824175825,530486.1208791209,1123382.373626374,73,55,2289,140,0.5703125,0.3427230046948357,0.9237387563551036,0.4281524926686217,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_swan']",1,3853.0,8.098901098901099,4000
10,double_AND,swh_max_swan > t1 AND anom_swh_mean_waverys > t2,"['swh_max_swan', 'anom_swh_mean_waverys']","(np.float64(2.5062857999999997), np.float64(-0.48349218750000006))",0.4222873900293255,570927.8863296704,196041.05278183648,1591458.3626373624,0.0,0.00025,1092177.3076923077,18.296,6.2823470136566,35.0,51.0,10.39525,7.90075,20.1085,24.0,17.0,36.0,324384.4616510989,246543.42467857143,627487.0683351649,748921.5824175825,530486.1208791209,1123382.373626374,72,56,2288,141,0.5625,0.3380281690140845,0.9229565897536175,0.4222873900293255,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_mean_waverys']",1,3853.0,8.098901098901099,4000
12,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(2.5062857999999997), np.float64(-0.44477812499999986))",0.4222873900293255,570927.8863296704,196041.05278183648,1591458.3626373624,0.0,0.00025,1092177.3076923077,18.296,6.2823470136566,35.0,51.0,10.39525,7.90075,20.1085,24.0,17.0,36.0,324384.4616510989,246543.42467857143,627487.0683351649,748921.5824175825,530486.1208791209,1123382.373626374,72,56,2288,141,0.5625,0.3380281690140845,0.9229565897536175,0.4222873900293255,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_p80_waverys']",1,3853.0,8.098901098901099,4000
14,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(2.5062857999999997), np.float64(-0.41192968750000003))",0.4222873900293255,570927.8863296704,196041.05278183648,1591458.3626373624,0.0,0.00025,1092177.3076923077,18.296,6.2823470136566,35.0,51.0,10.39525,7.90075,20.1085,24.0,17.0,36.0,324384.4616510989,246543.42467857143,627487.0683351649,748921.5824175825,530486.1208791209,1123382.373626374,72,56,2288,141,0.5625,0.3380281690140845,0.9229565897536175,0.4222873900293255,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_waverys']",1,3853.0,8.098901098901099,4000
1,double_OR,swh_p80_swan > t1 OR swh_max_swan > t2,"['swh_p80_swan', 'swh_max_swan']","(np.float64(2.426971555999999), np.float64(2.5062857999999997))",0.43059490084985835,624826.8364642859,203626.4082486284,1653868.4945054948,31205.065934065933,0.0,1154587.43956044,20.02325,6.52542791221388,37.0,53.0,10.97975,9.0435,19.524,25.0,19.0,35.00999999999976,342623.8226895604,282203.0137747253,609247.7072967034,780126.6483516485,592896.2527472528,1092489.3583516416,76,64,2280,137,0.5428571428571428,0.3568075117370892,0.9213922565506453,0.43059490084985835,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'swh_max_swan']",1,3853.0,8.098901098901099,4000
9,double_OR,swh_p80_swan > t1 OR anom_swh_p80_swan > t2,"['swh_p80_swan', 'anom_swh_p80_swan']","(np.float64(2.426971555999999), np.float64(0.6324833606249997))",0.42934782608695654,693392.1675879122,201520.17944219388,1747483.692307693,93615.1978021978,0.0,1216997.5714285718,22.2205,6.457931538039096,39.0,56.0,11.39575,10.82475,19.108,25.0,21.0,35.0,355605.13011813187,337787.03746978025,596266.399868132,780126.6483516485,655306.3846153847,1092177.307692308,79,76,2268,134,0.5096774193548387,0.37089201877934275,0.9178725068439577,0.42934782608695654,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_swan']",1,3853.0,8.098901098901099,4000
