rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
single,swh_p80_swan > threshold,6,0.4629204426816535,0.241239688738637,0.4741174677812609,0.49502411985065664,0.776255707762557,128,405,1572,85,6
single,swh_max_swan > threshold,6,0.45739598805759735,0.23310495895243077,0.45729096803040464,0.4980289793314747,0.7721461187214612,128,414,1563,85,6
or_2,anom_swh_p80_trend_3 > t1 OR swh_p80_swan > t2,6,0.43396011396011397,0.22116320087018168,0.364108396220546,0.5777610511998826,0.7168949771689498,149,556,1421,64,6
majority_3,"Majority of anom_swh_max_waverys, anom_swh_max_swan, anom_swh_p80_deseasonalized_detrended_trend_3_lag_1",6,0.41600246163675353,0.21104912764150893,0.39961156305716505,0.46047405200174524,0.7593607305936073,119,433,1544,94,6
majority_3,"Majority of anom_swh_p80_deseasonalized_trend_7, anom_swh_max_waverys, anom_swh_max_swan",6,0.4114414784553892,0.20799907364905798,0.39444290433399654,0.4559695474972407,0.7570776255707763,118,437,1540,95,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p80_waverys > t2,6,0.41103216062475,0.20452647852759798,0.34573045079689596,0.5180989928281469,0.7273972602739726,134,518,1459,79,6
single,anom_swh_mean_waverys > threshold,6,0.4106293457632622,0.21519545373295496,0.44517926735911767,0.4091934504716002,0.7680365296803653,107,402,1575,106,6
majority_3,"Majority of anom_swh_p80_trend_3_lag_1, anom_swh_p80_waverys, anom_swh_p80_swan",6,0.41038064382101075,0.21538445211367369,0.4146661380381273,0.4104502493972975,0.7698630136986302,107,398,1579,106,6
single,anom_swh_p80_waverys > threshold,6,0.4091362198811117,0.2104379646034216,0.4491005093971827,0.3965237648743431,0.7744292237442921,103,384,1593,110,6
piecewise,anom_swh_p80_waverys > t1 if anom_swh_p80_swan > t2 else anom_swh_p80_waverys > t3,6,0.4091362198811117,0.2104379646034216,0.4491005093971827,0.3965237648743431,0.7744292237442921,103,384,1593,110,6
