combination_id,type,description,features,thresholds,f1_score,mean_loss,max_loss,zero_prob
0,double_AND,swh_p80_swan > t1 AND swh_max_swan > t2,"['swh_p80_swan', 'swh_max_swan']","(np.float64(2.426971555999999), np.float64(1.2128571))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
2,double_AND,swh_p80_swan > t1 AND anom_swh_mean_waverys > t2,"['swh_p80_swan', 'anom_swh_mean_waverys']","(np.float64(2.426971555999999), np.float64(-0.48349218750000006))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
4,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(2.426971555999999), np.float64(-0.44477812499999986))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
6,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(2.426971555999999), np.float64(-0.41192968750000003))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
12,double_AND,swh_p80_swan > t1 AND anom_swh_max_deseasonalized > t2,"['swh_p80_swan', 'anom_swh_max_deseasonalized']","(np.float64(2.426971555999999), np.float64(-0.3783227008694752))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
8,double_AND,swh_p80_swan > t1 AND anom_swh_p80_swan > t2,"['swh_p80_swan', 'anom_swh_p80_swan']","(np.float64(2.426971555999999), np.float64(-0.42550298208333337))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
10,double_AND,swh_p80_swan > t1 AND anom_swh_max_swan > t2,"['swh_p80_swan', 'anom_swh_max_swan']","(np.float64(2.426971555999999), np.float64(-0.38491064999999997))",0.42815249266862165,570803.0660659341,1591458.362637363,0.0
16,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(2.5062857999999997), np.float64(-0.44477812499999986))",0.4222873900293255,570927.8863296704,1591458.3626373624,0.00025
14,double_AND,swh_max_swan > t1 AND anom_swh_mean_waverys > t2,"['swh_max_swan', 'anom_swh_mean_waverys']","(np.float64(2.5062857999999997), np.float64(-0.48349218750000006))",0.4222873900293255,570927.8863296704,1591458.3626373624,0.00025
18,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(2.5062857999999997), np.float64(-0.41192968750000003))",0.4222873900293255,570927.8863296704,1591458.3626373624,0.00025
1,double_OR,swh_p80_swan > t1 OR swh_max_swan > t2,"['swh_p80_swan', 'swh_max_swan']","(np.float64(2.426971555999999), np.float64(2.5062857999999997))",0.43059490084985835,624826.8364642859,1653868.4945054948,0.0
9,double_OR,swh_p80_swan > t1 OR anom_swh_p80_swan > t2,"['swh_p80_swan', 'anom_swh_p80_swan']","(np.float64(2.426971555999999), np.float64(0.6324833606249997))",0.42934782608695654,693392.1675879122,1747483.692307693,0.0
19,double_OR,swh_max_swan > t1 OR anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(2.5062857999999997), np.float64(0.7318203124999986))",0.4336043360433604,697464.4286923077,1716278.6263736268,0.0
5,double_OR,swh_p80_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(2.426971555999999), np.float64(0.66154375))",0.43665768194070076,706061.424357143,1747483.6923076927,0.0
17,double_OR,swh_max_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(2.5062857999999997), np.float64(0.66154375))",0.43548387096774194,710391.1272554946,1747483.692307693,0.0
7,double_OR,swh_p80_swan > t1 OR anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(2.426971555999999), np.float64(0.7318203124999986))",0.4343163538873994,715103.0922115386,1747483.692307693,0.0
15,double_OR,swh_max_swan > t1 OR anom_swh_mean_waverys > t2,"['swh_max_swan', 'anom_swh_mean_waverys']","(np.float64(2.5062857999999997), np.float64(0.5389843749999998))",0.432,724300.7853956046,1747483.6923076925,0.0
11,double_OR,swh_p80_swan > t1 OR anom_swh_max_swan > t2,"['swh_p80_swan', 'anom_swh_max_swan']","(np.float64(2.426971555999999), np.float64(0.722068420625))",0.4297082228116711,733170.8253873627,1747483.6923076925,0.0
3,double_OR,swh_p80_swan > t1 OR anom_swh_mean_waverys > t2,"['swh_p80_swan', 'anom_swh_mean_waverys']","(np.float64(2.426971555999999), np.float64(0.5389843749999998))",0.4297082228116711,733662.3051758243,1778688.7582417587,0.0
13,double_OR,swh_p80_swan > t1 OR anom_swh_max_deseasonalized > t2,"['swh_p80_swan', 'anom_swh_max_deseasonalized']","(np.float64(2.426971555999999), np.float64(0.6785739743537386))",0.4386422976501306,759297.2668406595,1872303.9560439563,0.0
