mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
3005305.291244505,362528.78272406926,4555939.626373625,0.0,speed_optimized_block_bootstrap,7,20,swh_p75_swan,1.8991070875,1,3853.0,8.098901098901099,4000,12
