date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.03123869085195145,0.0253666544738006,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-02,0.038833173101369356,0.03278423137296466,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-03,0.04499086997939285,0.03884676306082619,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-04,0.05842329638671812,0.05263659281601163,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-05,0.12897040916614913,0.1331265151089891,0.08424999999999994,1,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-06,0.16202614172365012,0.17392369064250704,0.08424999999999994,1,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-07,0.10690850078912026,0.1078936771540941,0.08424999999999994,1,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-08,0.05199573835248992,0.045906583927128077,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-09,0.025613173858234264,0.01975236852388006,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-10,0.022360773278588823,0.016703928818036205,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-11,0.02244846816849279,0.016756813430764437,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-12,0.050296867072673834,0.04288094901628516,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-13,0.09573184003732842,0.09219762056699508,0.08424999999999994,1,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-14,0.09597483185781612,0.09442129827021706,0.08424999999999994,1,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-15,0.05427793271836017,0.04901999060515111,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-16,0.034798455180622294,0.028838445912194945,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-17,0.032244521376288623,0.02585428450359134,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-18,0.07695322125663488,0.0712390512748363,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-19,0.07090142024734124,0.06609690883289639,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
2024-01-20,0.05447188873633285,0.048537962183541755,0.08424999999999994,0,0,GLOBAL,L2_Strong,0.5179444907064992
