run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g5,CALETA_GRAMITA,20250721_125749,7,6646679.043956045,949525.5777080065,1154587.43956044,688602.113571663,0.0,1653868.4945054946,483678.521978022,1435433.0329670333,1597699.375824176,1625783.9351648353,1648251.5826373626,2,2,1,949525.5777080065,0.7252064923135948
