mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,thresholds,min_days,n_fishermen,daily_wage,n_simulations
570803.0660659341,189926.43906190287,1591458.362637363,31205.065934065933,0.0,1060972.241758242,18.292,6.086397620924878,34.0,51.0,10.5275,7.7645,19.97625,24.0,17.0,36.0,328511.3316208792,242291.73444505496,623360.1983653847,748921.5824175825,530486.1208791209,1123382.373626374,73,55,2289,140,0.5703125,0.3427230046948357,0.9237387563551036,0.4281524926686217,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'swh_max_swan']","(np.float64(2.426971555999999), np.float64(1.2128571))",1,3853.0,8.098901098901099,4000
