combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
12,double_AND,anom_swe_mean > t1 AND swh_max_swan > t2,"['anom_swe_mean', 'swh_max_swan']","(np.float64(0.01015625), np.float64(1.34))",0.4670781893004115,237144.83142857137,34143.38904470847,375488.5714285715,126925.71428571429,0.0,322602.85714285716,89.682,12.912140643595857,122.0,142.0,32.47625,57.20575,17.10175,53.0,81.0,32.0,85876.48392857143,151268.3475,45221.91321428573,140147.14285714287,214187.14285714278,84617.14285714287,227,396,1812,122,0.36436597110754415,0.6504297994269341,0.7974188502150958,0.4670781893004115,enhanced_multi_rule_block_bootstrap,"['anom_swe_mean', 'swh_max_swan']",1,210.0,12.591836734693876,4000
10,double_AND,anom_swe_mean > t1 AND swh_p80_swan > t2,"['anom_swe_mean', 'swh_p80_swan']","(np.float64(0.01015625), np.float64(1.2793333880000002))",0.46417759838546924,242934.49499999994,33991.98047310205,372844.2857142858,140147.14285714287,0.0,327891.4285714286,91.8715,12.854881864490237,124.0,141.0,32.792,59.0795,16.786,54.0,83.0,32.0,86711.41714285714,156223.07785714284,44386.98,142791.42857142855,219475.71428571417,84617.14285714284,230,412,1796,119,0.3582554517133956,0.6590257879656161,0.7923347673054361,0.46417759838546924,enhanced_multi_rule_block_bootstrap,"['anom_swe_mean', 'swh_p80_swan']",1,210.0,12.591836734693876,4000
4,double_AND,anom_swe_p80 > t1 AND swh_max_swan > t2,"['anom_swe_p80', 'swh_max_swan']","(np.float64(0.031703125), np.float64(1.34))",0.4576612903225806,245238.32892857137,34735.4454864878,380777.1428571427,126925.71428571429,0.0,330535.7142857143,92.74275,13.136040972739846,125.0,144.0,32.638,60.10475,16.94,54.0,84.0,32.0,86304.19714285714,158934.13178571427,44794.2,142791.42857142855,222119.9999999999,84617.14285714288,227,416,1792,122,0.35303265940902023,0.6504297994269341,0.7895971842002346,0.4576612903225806,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'swh_max_swan']",1,210.0,12.591836734693876,4000
2,double_AND,anom_swe_p80 > t1 AND swh_p80_swan > t2,"['anom_swe_p80', 'swh_p80_swan']","(np.float64(0.031703125), np.float64(1.2793333880000002))",0.4603174603174603,249877.7282142857,34632.016522371705,380777.1428571427,137502.85714285713,0.0,335824.2857142857,94.49725,13.096926831799129,127.0,144.0,33.09825,61.399,16.47975,54.0,85.0,32.0,87521.22964285714,162356.49857142853,43577.16750000001,142791.42857142858,224764.28571428565,84617.14285714286,232,427,1781,117,0.3520485584218513,0.664756446991404,0.7872506843957763,0.4603174603174603,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'swh_p80_swan']",1,210.0,12.591836734693876,4000
14,double_AND,anom_swe_mean > t1 AND anom_swh_p75 > t2,"['anom_swe_mean', 'anom_swh_p75']","(np.float64(0.01015625), np.float64(0.09555558125000004))",0.4418604651162791,257370.9728571428,33197.3131139739,383421.42857142864,156012.85714285713,0.0,338468.5714285714,97.331,12.554359362388828,128.0,145.0,32.3535,64.9775,17.2245,52.00999999999976,91.0,32.0,85551.89785714286,171819.07499999995,45546.49928571429,137529.29999999938,240629.99999999988,84617.14285714287,228,455,1753,121,0.33382137628111275,0.6532951289398281,0.7747360187719984,0.4418604651162791,enhanced_multi_rule_block_bootstrap,"['anom_swe_mean', 'anom_swh_p75']",1,210.0,12.591836734693876,4000
8,double_AND,anom_swe_p80 > t1 AND anom_swh_p80_swan > t2,"['anom_swe_p80', 'anom_swh_p80_swan']","(np.float64(0.031703125), np.float64(0.10752361881249989))",0.44061302681992337,262436.76321428566,33334.87554905025,380777.14285714296,150724.2857142857,0.0,346401.4285714285,99.24675,12.606381893211868,131.0,144.0,32.63475,66.612,16.94325,53.0,92.0,32.0,86295.60321428571,176141.15999999995,44802.79392857143,140147.14285714287,243274.28571428565,84617.14285714287,230,465,1743,119,0.33093525179856115,0.6590257879656161,0.7716073523660539,0.44061302681992337,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'anom_swh_p80_swan']",1,210.0,12.591836734693876,4000
6,double_AND,anom_swe_p80 > t1 AND anom_swh_p75 > t2,"['anom_swe_p80', 'anom_swh_p75']","(np.float64(0.031703125), np.float64(0.09555558125000004))",0.44126074498567336,263576.4503571428,33336.55781582271,380777.1428571429,148080.0,0.0,346401.4285714286,99.67775,12.607018082699016,131.0,144.0,32.7805,66.89725,16.7975,53.0,92.0,32.0,86681.00785714286,176895.44249999995,44417.389285714286,140147.14285714287,243274.28571428565,84617.14285714287,231,467,1741,118,0.330945558739255,0.66189111747851,0.7712162690653109,0.44126074498567336,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'anom_swh_p75']",1,210.0,12.591836734693876,4000
0,double_AND,anom_swe_p80 > t1 AND anom_swe_mean > t2,"['anom_swe_p80', 'anom_swe_mean']","(np.float64(0.031703125), np.float64(0.01015625))",0.41803989592367735,303948.7435714285,33320.20662008361,420441.42857142846,195677.14285714278,0.0,386065.7142857142,114.9455,12.600834486255266,146.0,159.0,34.22825,80.71725,15.34975,56.0,105.0,30.0,90509.2725,213439.47107142847,40589.12464285715,148080.0,277650.0,79328.57142857143,241,563,1645,108,0.2997512437810945,0.6905444126074498,0.7375831052014079,0.41803989592367735,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'anom_swe_mean']",1,210.0,12.591836734693876,4000
1,double_OR,anom_swe_p80 > t1 OR anom_swe_mean > t2,"['anom_swe_p80', 'anom_swe_mean']","(np.float64(0.13684843749999984), np.float64(0.01015625))",0.4090177133655395,337137.83464285714,34413.83081552381,457461.42857142846,227408.5714285713,0.0,420441.4285714286,127.49675,13.014414679020337,159.0,173.0,36.05175,91.445,13.52625,58.0,117.0,27.0,95331.12750000002,241806.70714285705,35767.26964285714,153368.5714285714,309381.42857142864,71395.7142857143,254,639,1569,95,0.284434490481523,0.7277936962750716,0.7129448572545952,0.40901771336553944,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'anom_swe_mean']",1,210.0,12.591836734693876,4000
3,double_OR,anom_swe_p80 > t1 OR swh_p80_swan > t2,"['anom_swe_p80', 'swh_p80_swan']","(np.float64(0.13684843749999984), np.float64(1.2793333880000002))",0.4305220883534137,338861.90892857144,40311.40707104281,507702.85714285716,195677.14285714287,0.0,436307.1428571427,128.14875,15.244724446099378,165.0,192.0,38.24625,89.9025,11.33175,62.0,119.0,24.0,101134.0125,237727.89642857134,29964.38464285714,163945.71428571426,314670.0,63462.857142857145,268,628,1580,81,0.29910714285714285,0.7679083094555874,0.7227219397731717,0.43052208835341366,enhanced_multi_rule_block_bootstrap,"['anom_swe_p80', 'swh_p80_swan']",1,210.0,12.591836734693876,4000
