date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.09059123166151688,0.09022828221820128,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-02,0.1494725159977514,0.14919515921846296,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-03,0.1709473859717775,0.16556396843482815,0.1581999999999999,1,1,GLOBAL,L2_Weak,0.5263069368980633
2024-01-04,0.2157681894156016,0.21253951422436676,0.1581999999999999,1,1,GLOBAL,L2_Weak,0.5263069368980633
2024-01-05,0.53907206397835,0.5477772682392734,0.1581999999999999,1,1,GLOBAL,L2_Weak,0.5263069368980633
2024-01-06,0.5089112661201156,0.5024553317236883,0.1581999999999999,1,1,GLOBAL,L2_Weak,0.5263069368980633
2024-01-07,0.4190251442456193,0.40410229450801644,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-08,0.1575258164851278,0.15013362801863525,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-09,0.08124149097762513,0.08555147855103946,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-10,0.09403055843164776,0.095366719061038,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-11,0.0821043571072184,0.08062885600256592,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-12,0.13325962282047965,0.12923592876632653,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-13,0.24625558950658732,0.24756365119571308,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-14,0.2684148451514764,0.25917078813861627,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-15,0.16608435727115323,0.17484845335345456,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-16,0.2773368569129885,0.2833793784635867,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-17,0.2588446232078161,0.2505244151276386,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-18,0.1762994538351207,0.16941979294825674,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-19,0.13573294125651825,0.13086336829677916,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-20,0.12871257012697263,0.12432750336601174,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-21,0.2832830776509264,0.2737094111521521,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-22,0.1916256875584045,0.1930009117702224,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-23,0.20169649397669945,0.19856295336383212,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-24,0.11696879451288761,0.12078452435375271,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-25,0.028162053200561057,0.032064620005696744,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-26,0.04888605163651225,0.054020613464770266,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-27,0.0674709456715863,0.07013872253742477,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-28,0.06298507885067467,0.06703462582862428,0.1581999999999999,0,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-29,0.17954548089896044,0.19084434061102762,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
2024-01-30,0.5423934433712189,0.5259843780213117,0.1581999999999999,1,0,GLOBAL,L2_Weak,0.5263069368980633
