obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
14,52,283,17,0.21212121212121213,0.45161290322580644,0.8114754098360656,0.28865979381443296,116008.2,78719.85,82863.0,290020.5,165726.0,207157.5,10.0,20.0,6.0,10.0,20.0,6.0,277591.05,0.31359999999999977
