mean_loss,std_loss,max_loss,min_loss,median_loss,p99_loss,zero_prob,mean_events,std_events,max_events,median_events,p99_events,mean_event_days,std_event_days,p99_event_days,method,n_simulations,min_days,n_fishermen,daily_wage,mean_daily_probability,std_daily_probability,max_daily_probability,min_daily_probability,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,optimal_threshold,obs_mean_yearly_loss,obs_std_yearly_loss,obs_max_yearly_loss
2707579.598625,251309.36907278266,3645972.0,1781554.5,2693047.5,3314520.0,0.0,44.85825,4.330664722360759,61.0,45.0,55.0,65.35075,6.065659439624022,80.0,independent_daily_probability_draws,4000,1,837.0,49.5,0.17852567824859264,0.20777123611654272,0.9702815155467648,0.0026370395221083,14,52,283,17,0.21212121212121213,0.45161290322580644,0.8114754098360656,0.28865979381443296,10.0,20.0,6.0,10.0,20.0,6.0,116008.2,78719.85,82863.0,290020.5,165726.0,207157.5,0.31359999999999977,1284376.5,0.0,1284376.5
