rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
piecewise,anom_swe_p80 > t1 if anom_swh_p80_deseasonalized_persistence_5 > t2 else anom_swe_p80 > t3,6,0.5515049922497135,0.09650128075274833,0.5558629924862802,0.5499692904448293,0.8634703196347031,189,148,1702,151,6
single,anom_swe_p80 > threshold,6,0.5515049922497135,0.09650128075274833,0.5558629924862802,0.5499692904448293,0.8634703196347031,189,148,1702,151,6
single,anom_swe_mean > threshold,6,0.5451624451242627,0.08468137549921391,0.5474701216780996,0.5643488411067615,0.8525114155251142,187,170,1680,153,6
majority_3,"Majority of anom_swh_p80_trend_3_lag_1, anom_swh_p80_swan, anom_swe_p80",6,0.5304111692859006,0.08103454462653613,0.584740281061203,0.5194323665083228,0.8602739726027396,184,150,1700,156,6
single,swh_p80_swan > threshold,6,0.5243069902256958,0.10195763182666723,0.546138042517936,0.5302166491184773,0.8566210045662102,189,163,1687,151,6
single,swh_max_swan > threshold,6,0.5210128781745805,0.09635850953793668,0.5175519201954328,0.5755491365442936,0.839269406392694,197,209,1641,143,6
single,anom_swh_p75 > threshold,6,0.5188344382507506,0.06337398384460552,0.5315094076330907,0.546791506047435,0.8502283105022831,185,173,1677,155,6
piecewise,anom_swh_p80_swan > t1 if anom_swe_p80 > t2 else anom_swh_p80_swan > t3,6,0.5176293971180524,0.0668918503569336,0.5406958642651414,0.5298641488686008,0.8534246575342466,182,163,1687,158,6
single,anom_swh_p80_swan > threshold,6,0.5176293971180524,0.0668918503569336,0.5406958642651414,0.5298641488686008,0.8534246575342466,182,163,1687,158,6
single,anom_swh_mean_swan > threshold,6,0.5122711049181637,0.07900996675315686,0.49068230985760275,0.5593617202110049,0.8452054794520548,189,188,1662,151,6
