combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
8,double_AND,swh_max_swan > t1 AND anom_swh_max_swan > t2,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(1.953333395), np.float64(0.26049826140624993))",0.648854961832061,1248170.1220800004,165467.03470483303,1828641.5009523819,687196.4876190476,0.0,1653930.52952381,107.163,14.206351783621296,142.0,157.0,60.61575,46.54725,18.743,90.00999999999976,67.0,33.0,706015.7710914287,542154.3509885715,218307.1824990477,1048382.3025523787,780375.6723809527,384364.13714285725,425,325,1679,135,0.5666666666666667,0.7589285714285714,0.8205928237129485,0.648854961832061,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_swan']",1,1319.0,8.830476190476192,4000
14,double_AND,swh_p80_swan > t1 AND anom_swe_max > t2,"['swh_p80_swan', 'anom_swe_max']","(np.float64(1.879299931), np.float64(0.3473359374999998))",0.634703196347032,1254672.282066667,167085.38593557404,1863583.695238096,710491.2838095239,0.0,1665577.9276190482,107.72125,14.345297084323489,143.0,160.0,59.56625,48.155,19.7925,89.0,69.0,34.0,693791.8267904763,560880.4552761907,230531.1268000001,1036618.4304761906,803670.4685714288,396011.5352380954,417,337,1667,143,0.553050397877984,0.7446428571428572,0.8127925117004681,0.634703196347032,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swe_max']",1,1319.0,8.830476190476192,4000
10,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.879299931), np.float64(0.27213281250000004))",0.6438876233864844,1259395.301994286,167523.10779499824,1851936.297142858,687196.4876190478,0.0,1665577.9276190484,108.12675,14.38287816945899,143.0,159.0,60.55175,47.575,18.807,91.0,68.0,33.0,705270.3376133336,554124.9643809526,219052.61597714294,1059913.2266666668,792023.0704761909,384364.1371428572,424,333,1671,136,0.560105680317041,0.7571428571428571,0.8170826833073322,0.6438876233864844,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_max_waverys']",1,1319.0,8.830476190476192,4000
12,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.879299931), np.float64(0.19837812499999985))",0.6424242424242425,1264030.9664361908,164433.4136447183,1886878.4914285722,722138.6819047619,0.0,1665577.9276190484,108.52475,14.117609126105595,143.0,162.0,60.52075,48.004,18.838,90.0,69.0,33.0,704909.2682723812,559121.6981638097,219413.68531809532,1048265.828571429,803670.4685714288,384364.13714285713,424,336,1668,136,0.5578947368421052,0.7571428571428571,0.8159126365054602,0.6424242424242425,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_waverys']",1,1319.0,8.830476190476192,4000
4,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(1.953333395), np.float64(0.19837812499999985))",0.6475037821482602,1267408.71188381,163743.70759474626,1921820.6857142868,710491.2838095237,0.0,1654047.0035047603,108.81475,14.058393664907095,142.00999999999976,165.0,61.07275,47.742,18.286,91.0,68.0,32.0,711338.6320209525,556070.0798628574,212984.32156952386,1059913.226666667,792023.0704761909,372716.73904761916,428,334,1670,132,0.5616797900262467,0.7642857142857142,0.8182527301092044,0.6475037821482602,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_p80_waverys']",1,1319.0,8.830476190476192,4000
2,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.953333395), np.float64(0.27213281250000004))",0.6516516516516516,1284239.2021314288,169112.15037147398,1910173.287619048,710491.2838095239,0.0,1688872.7238095242,110.25975,14.519307143851597,145.0,164.0,61.94975,48.31,17.409,92.0,69.0,31.0,721553.4001504765,562685.8019809525,202769.55344000008,1071560.6247619048,803670.4685714289,361069.3409523811,434,338,1666,126,0.5621761658031088,0.775,0.8190327613104524,0.6516516516516516,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_waverys']",1,1319.0,8.830476190476192,4000
6,double_AND,swh_max_swan > t1 AND anom_swe_max > t2,"['swh_max_swan', 'anom_swe_max']","(np.float64(1.953333395), np.float64(-0.01540234375000012))",0.6450276243093922,1473288.1206152383,179594.19742016404,2166416.045714286,826965.2647619047,0.0,1910173.2876190485,126.49075,15.419254665433735,164.0,186.0,66.497,59.99375,12.86175,98.0,82.00999999999976,25.0,774517.0311390478,698771.0894761909,149805.9224514286,1141445.0133333337,955203.1177904742,291184.9523809525,467,421,1583,93,0.5259009009009009,0.8339285714285715,0.7995319812792512,0.6450276243093923,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swe_max']",1,1319.0,8.830476190476192,4000
0,double_AND,swh_max_swan > t1 AND swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.953333395), np.float64(1.160766744))",0.644718792866941,1490229.2611447626,180288.12300106176,2189710.841904762,838612.6628571427,0.0,1933468.0838095243,127.94525,15.478832399037726,166.0,188.0,66.93425,61.011,12.4245,99.0,83.0,24.0,779609.8559561906,710619.4051885717,144713.09763428575,1153092.4114285717,966734.0419047626,279537.5542857144,470,428,1576,90,0.5233853006681515,0.8392857142857143,0.7979719188767551,0.644718792866941,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']",1,1319.0,8.830476190476192,4000
1,double_OR,swh_max_swan > t1 OR swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.953333395), np.float64(2.57656661))",0.644718792866941,1490229.2611447626,180288.12300106176,2189710.841904762,838612.6628571427,0.0,1933468.0838095243,127.94525,15.478832399037726,166.0,188.0,66.93425,61.011,12.4245,99.0,83.0,24.0,779609.8559561906,710619.4051885717,144713.09763428575,1153092.4114285717,966734.0419047626,279537.5542857144,470,428,1576,90,0.5233853006681515,0.8392857142857143,0.7979719188767551,0.644718792866941,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']",1,1319.0,8.830476190476192,4000
3,double_OR,swh_max_swan > t1 OR anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.953333395), np.float64(0.9255097656249996))",0.644718792866941,1490229.2611447626,180288.12300106176,2189710.841904762,838612.6628571427,0.0,1933468.0838095243,127.94525,15.478832399037726,166.0,188.0,66.93425,61.011,12.4245,99.0,83.0,24.0,779609.8559561906,710619.4051885717,144713.09763428575,1153092.4114285717,966734.0419047626,279537.5542857144,470,428,1576,90,0.5233853006681515,0.8392857142857143,0.7979719188767551,0.644718792866941,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_waverys']",1,1319.0,8.830476190476192,4000
