obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
30,36,281,19,0.45454545454545453,0.6122448979591837,0.8497267759562842,0.5217391304347826,72697.0,40387.22222222222,84813.16666666666,169626.33333333334,96929.33333333334,145394.0,12.0,18.0,4.0,12.0,18.0,4.0,197897.38888888888,0.31359999999999977
