combination_id,type,description,features,thresholds,f1_score,mean_loss,max_loss,zero_prob
8,double_AND,swh_max_swan > t1 AND anom_swh_max_swan > t2,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(1.953333395), np.float64(0.26049826140624993))",0.648854961832061,1248170.1220800004,1828641.5009523819,0.0
18,double_AND,swh_p80_swan > t1 AND anom_swe_max > t2,"['swh_p80_swan', 'anom_swe_max']","(np.float64(1.879299931), np.float64(0.3473359374999998))",0.634703196347032,1254672.282066667,1863583.695238096,0.0
14,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.879299931), np.float64(0.27213281250000004))",0.6438876233864844,1259395.301994286,1851936.297142858,0.0
16,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.879299931), np.float64(0.19837812499999985))",0.6424242424242425,1264030.9664361908,1886878.4914285722,0.0
4,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(1.953333395), np.float64(0.19837812499999985))",0.6475037821482602,1267408.71188381,1921820.6857142868,0.0
2,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.953333395), np.float64(0.27213281250000004))",0.6516516516516516,1284239.2021314288,1910173.287619048,0.0
10,double_AND,swh_max_swan > t1 AND anom_swh_p80_swan > t2,"['swh_max_swan', 'anom_swh_p80_swan']","(np.float64(1.953333395), np.float64(-0.099723593484375))",0.6454733932273669,1471567.2175466672,2178063.443809524,0.0
6,double_AND,swh_max_swan > t1 AND anom_swe_max > t2,"['swh_max_swan', 'anom_swe_max']","(np.float64(1.953333395), np.float64(-0.01540234375000012))",0.6450276243093922,1473288.1206152383,2166416.045714286,0.0
0,double_AND,swh_max_swan > t1 AND swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.953333395), np.float64(1.160766744))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
13,double_OR,swh_max_swan > t1 OR anom_swh_p75 > t2,"['swh_max_swan', 'anom_swh_p75']","(np.float64(1.953333395), np.float64(0.7443403009427083))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
12,double_AND,swh_max_swan > t1 AND anom_swh_p75 > t2,"['swh_max_swan', 'anom_swh_p75']","(np.float64(1.953333395), np.float64(-0.5081406396874999))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
9,double_OR,swh_max_swan > t1 OR anom_swh_max_swan > t2,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(1.953333395), np.float64(0.8522917744270834))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
7,double_OR,swh_max_swan > t1 OR anom_swe_max > t2,"['swh_max_swan', 'anom_swe_max']","(np.float64(1.953333395), np.float64(1.0289433593750001))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
5,double_OR,swh_max_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(1.953333395), np.float64(0.8222394531249998))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
3,double_OR,swh_max_swan > t1 OR anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.953333395), np.float64(0.9255097656249996))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
1,double_OR,swh_max_swan > t1 OR swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.953333395), np.float64(2.57656661))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
11,double_OR,swh_max_swan > t1 OR anom_swh_p80_swan > t2,"['swh_max_swan', 'anom_swh_p80_swan']","(np.float64(1.953333395), np.float64(0.7569073250260415))",0.644718792866941,1490229.2611447626,2189710.841904762,0.0
15,double_OR,swh_p80_swan > t1 OR anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.879299931), np.float64(0.9255097656249996))",0.6282578875171467,1494206.8475942863,2131473.851428572,0.0
17,double_OR,swh_p80_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.879299931), np.float64(0.8222394531249998))",0.6282578875171467,1494206.8475942863,2131473.851428572,0.0
19,double_OR,swh_p80_swan > t1 OR anom_swe_max > t2,"['swh_p80_swan', 'anom_swe_max']","(np.float64(1.879299931), np.float64(1.0289433593750001))",0.6282578875171467,1494206.8475942863,2131473.851428572,0.0
