mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
920179.3917180955,129392.051565886,1339450.7809523817,0.0,speed_optimized_block_bootstrap,7,20,duration_intensity_p60_waverys,10.887729166666668,1,1319.0,8.830476190476192,4000,12
