cost_type,loss,probability
FP_Cost,0.0,0.00024993751562109475
FP_Cost,0.0,0.0004998750312421895
FP_Cost,0.0,0.0007498125468632841
FP_Cost,0.0,0.000999750062484379
FP_Cost,0.0,0.0012496875781054736
FP_Cost,0.0,0.0014996250937265683
FP_Cost,0.0,0.0017495626093476631
FP_Cost,0.0,0.001999500124968758
FP_Cost,0.0,0.0022494376405898524
FP_Cost,0.0,0.0024993751562109472
FP_Cost,0.0,0.002749312671832042
FP_Cost,0.0,0.0029992501874531365
FP_Cost,0.0,0.0032491877030742314
FP_Cost,0.0,0.0034991252186953262
FP_Cost,0.0,0.003749062734316421
FP_Cost,0.0,0.003999000249937516
FP_Cost,0.0,0.00424893776555861
FP_Cost,0.0,0.004498875281179705
FP_Cost,0.0,0.0047488127968008
FP_Cost,0.0,0.0049987503124218945
FP_Cost,0.0,0.005248687828042989
FP_Cost,0.0,0.005498625343664084
FP_Cost,0.0,0.005748562859285179
FP_Cost,0.0,0.005998500374906273
FP_Cost,0.0,0.006248437890527368
FP_Cost,0.0,0.006498375406148463
FP_Cost,0.0,0.006748312921769558
FP_Cost,0.0,0.0069982504373906525
FP_Cost,0.0,0.007248187953011747
FP_Cost,0.0,0.007498125468632842
FP_Cost,0.0,0.007748062984253936
FP_Cost,0.0,0.007998000499875032
FP_Cost,0.0,0.008247938015496127
FP_Cost,0.0,0.00849787553111722
FP_Cost,0.0,0.008747813046738315
FP_Cost,0.0,0.00899775056235941
FP_Cost,0.0,0.009247688077980504
FP_Cost,0.0,0.0094976255936016
FP_Cost,0.0,0.009747563109222694
FP_Cost,0.0,0.009997500624843789
FP_Cost,0.0,0.010247438140464884
FP_Cost,0.0,0.010497375656085979
FP_Cost,0.0,0.010747313171707074
FP_Cost,0.0,0.010997250687328168
FP_Cost,0.0,0.011247188202949263
FP_Cost,0.0,0.011497125718570358
FP_Cost,0.0,0.011747063234191453
FP_Cost,0.0,0.011997000749812546
FP_Cost,0.0,0.012246938265433641
FP_Cost,0.0,0.012496875781054736
FP_Cost,0.0,0.01274681329667583
FP_Cost,0.0,0.012996750812296926
FP_Cost,0.0,0.01324668832791802
FP_Cost,0.0,0.013496625843539115
FP_Cost,0.0,0.01374656335916021
FP_Cost,0.0,0.013996500874781305
FP_Cost,0.0,0.0142464383904024
FP_Cost,0.0,0.014496375906023495
FP_Cost,0.0,0.01474631342164459
FP_Cost,0.0,0.014996250937265684
FP_Cost,0.0,0.015246188452886777
