run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g10,DPA_VILA_VILA,20250721_115421,7,6522542.9333333345,931791.8476190477,1001676.2361904762,189963.3141305507,570722.5066666668,1106502.8190476191,856083.7600000002,1065736.9257142858,1085537.5024761904,1096020.160761905,1104406.2873904763,0,2,1,931791.8476190477,0.20386883037875106
