rank,features,thresholds,f1_score,mean_loss,prediction_rate,total_predictions
1,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(1.953333395), np.float64(0.26049826140624993))",0.648854961832061,1248170.1220800004,0.2925117004680187,750
2,"['swh_p80_swan', 'anom_swe_max']","(np.float64(1.879299931), np.float64(0.3473359374999998))",0.634703196347032,1254672.282066667,0.29407176287051484,754
3,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.879299931), np.float64(0.27213281250000004))",0.6438876233864844,1259395.301994286,0.2952418096723869,757
