variable,run_path,W_param,N_param,min_days,threshold_label,threshold_value,mean_loss,median_loss,p99_loss,mean_events,median_events,p99_events,mean_tp,median_tp,p99_tp,mean_fp,median_fp,p99_fp,mean_tn,median_tn,p99_tn,mean_fn,median_fn,p99_fn,mean_tp_loss,median_tp_loss,p99_tp_loss,mean_fp_loss,median_fp_loss,p99_fp_loss,mean_fn_loss,median_fn_loss,p99_fn_loss,obs_tp,obs_fp,obs_tn,obs_fn,mean_obs_yearly_loss,mean_obs_yearly_events,mean_loss_minus_obs
swh_max_swan,run_g10,8.830476190476192,1319.0,2,fold0,1.9399999,1405913.7463333337,1409335.1695238098,1805463.1787428553,131.54525,131.0,164.0,25.702,26.0,34.00999999999976,38.84075,39.0,50.0,0.0,0.0,0.0,8.89075,9.0,16.0,694394.5796419049,687196.4876190478,1013323.6342857145,482968.09756761923,477543.3219047621,745433.4780952382,56743.2116704762,58236.99047619048,174710.97142857147,474,448,1556,86,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,fold1,2.16800002,756218.9687314287,757080.8761904761,1083208.022857143,75.64325,75.0,103.0,23.525,23.0,33.0,17.51375,17.0,26.009999999999764,0.0,0.0,0.0,18.94975,19.0,28.0,516844.55492761923,512485.5161904764,792023.0704761907,100482.10336761907,93179.18476190478,244595.36000000004,145641.97763238096,139768.77714285717,314479.7485714287,373,158,1846,187,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,fold2,2.0533333,1029161.1838457145,1024971.0323809526,1397687.771428572,100.704,101.0,131.0,24.9865,25.0,34.0,28.53925,28.0,39.0,0.0,0.0,0.0,14.62325,14.0,23.0,603474.9901104764,594017.3028571431,885318.7292190451,236707.15964000006,232947.96190476193,442601.12761904777,88942.44370476193,81531.78666666668,221417.03779047352,423,283,1721,137,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,fold3,2.1366665,827375.8355447619,826965.2647619048,1164739.80952381,82.18625,82.0,110.0,24.20375,24.0,33.0,20.87975,21.0,30.0,0.0,0.0,0.0,18.01475,18.0,27.0,536024.9077409524,535780.3123809525,815317.8666666669,128252.4122761905,116473.98095238098,279537.55428571434,130902.19534285717,128121.37904761906,279537.55428571434,386,191,1813,174,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,fold4,1.9905000650000004,1254022.9396228576,1257918.9942857143,1642283.131428572,117.672,117.5,149.00999999999976,25.17525,25.0,34.0,33.351,33.0,44.0,0.0,0.0,0.0,10.45425,10.0,18.0,669870.9829523811,663901.6914285716,990028.8380952381,374402.69992190495,372716.7390476191,617312.0990476193,72266.28148190478,69884.38857142859,198122.24159999733,458,367,1637,102,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,fold5,2.2166667,672247.0521638095,663901.6914285717,978381.44,68.256,68.0,94.0,23.14325,23.0,33.0,14.4345,14.0,23.0,0.0,0.0,0.0,21.0265,21.0,31.0,479287.519769524,477543.32190476207,757080.8761904761,77871.59181523812,69884.38857142859,209653.16571428574,165451.28994285717,163063.57333333336,349421.942857143,351,128,1876,209,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,mean,2.084194414166667,956868.6957180954,955086.643809524,1316155.984761905,94.11675,94.0,123.0,24.456,24.0,33.0,25.9585,26.0,37.0,0.0,0.0,0.0,16.11675,16.0,25.0,576453.026529524,570722.5066666668,861907.4590476193,201683.4335676191,198005.76761904763,396011.5352380953,103766.6696304762,104826.58285714287,244595.36000000004,408,252,1752,152,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,median,2.0949999,933734.0512514289,931791.8476190476,1281213.790476191,92.23575,92.0,121.00999999999976,24.42925,24.0,33.0,25.03475,25.0,35.0,0.0,0.0,0.0,16.2825,16.0,25.0,571587.3259752382,570722.5066666668,850260.0609523812,186990.24087047623,186358.36952380955,372716.73904761916,106963.88040761906,104826.58285714287,256242.75809523812,406,241,1763,154,,560.0,
swh_max_swan,run_g10,8.830476190476192,1319.0,2,p75,2.16016664,762153.3180609525,757080.8761904764,1083324.496838093,76.07275,76.0,103.0,23.525,23.0,33.0,17.8135,18.0,27.0,0.0,0.0,0.0,18.94975,19.0,28.0,516844.55492761923,512485.5161904764,792023.0704761907,103391.04104190478,93179.18476190478,244595.36000000004,145641.97763238096,139768.77714285717,314479.7485714287,373,161,1843,187,,560.0,
