mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
881047.0459676194,130977.5574209108,1351098.1790476197,0.0,speed_optimized_block_bootstrap,7,20,swh_max_swan,2.16800002,1,1319.0,8.830476190476192,4000,12
