cost_type,loss,probability
TP_Cost,0.0,0.00024993751562109475
TP_Cost,0.0,0.0004998750312421895
TP_Cost,0.0,0.0007498125468632841
TP_Cost,0.0,0.000999750062484379
TP_Cost,0.0,0.0012496875781054736
TP_Cost,0.0,0.0014996250937265683
TP_Cost,0.0,0.0017495626093476631
TP_Cost,0.0,0.001999500124968758
TP_Cost,0.0,0.0022494376405898524
TP_Cost,0.0,0.0024993751562109472
TP_Cost,0.0,0.002749312671832042
TP_Cost,0.0,0.0029992501874531365
TP_Cost,0.0,0.0032491877030742314
TP_Cost,0.0,0.0034991252186953262
TP_Cost,0.0,0.003749062734316421
TP_Cost,0.0,0.003999000249937516
TP_Cost,0.0,0.00424893776555861
TP_Cost,0.0,0.004498875281179705
TP_Cost,0.0,0.0047488127968008
TP_Cost,0.0,0.0049987503124218945
TP_Cost,0.0,0.005248687828042989
TP_Cost,0.0,0.005498625343664084
TP_Cost,0.0,0.005748562859285179
TP_Cost,0.0,0.005998500374906273
TP_Cost,0.0,0.006248437890527368
TP_Cost,0.0,0.006498375406148463
TP_Cost,0.0,0.006748312921769558
TP_Cost,0.0,0.0069982504373906525
TP_Cost,0.0,0.007248187953011747
TP_Cost,0.0,0.007498125468632842
TP_Cost,0.0,0.007748062984253936
TP_Cost,0.0,0.007998000499875032
TP_Cost,0.0,0.008247938015496127
TP_Cost,0.0,0.00849787553111722
TP_Cost,0.0,0.008747813046738315
TP_Cost,0.0,0.00899775056235941
TP_Cost,0.0,0.009247688077980504
TP_Cost,0.0,0.0094976255936016
TP_Cost,0.0,0.009747563109222694
TP_Cost,0.0,0.009997500624843789
TP_Cost,0.0,0.010247438140464884
TP_Cost,0.0,0.010497375656085979
TP_Cost,0.0,0.010747313171707074
TP_Cost,0.0,0.010997250687328168
TP_Cost,0.0,0.011247188202949263
TP_Cost,0.0,0.011497125718570358
TP_Cost,0.0,0.011747063234191453
TP_Cost,0.0,0.011997000749812546
TP_Cost,0.0,0.012246938265433641
TP_Cost,0.0,0.012496875781054736
TP_Cost,0.0,0.01274681329667583
TP_Cost,0.0,0.012996750812296926
TP_Cost,0.0,0.01324668832791802
TP_Cost,0.0,0.013496625843539115
TP_Cost,0.0,0.01374656335916021
TP_Cost,0.0,0.013996500874781305
TP_Cost,0.0,0.0142464383904024
TP_Cost,0.0,0.014496375906023495
TP_Cost,0.0,0.01474631342164459
TP_Cost,0.0,0.014996250937265684
TP_Cost,0.0,0.015246188452886777
TP_Cost,0.0,0.015496125968507872
TP_Cost,0.0,0.015746063484128967
TP_Cost,0.0,0.015996000999750064
TP_Cost,0.0,0.016245938515371157
TP_Cost,0.0,0.016495876030992253
TP_Cost,0.0,0.016745813546613347
TP_Cost,0.0,0.01699575106223444
TP_Cost,0.0,0.017245688577855536
TP_Cost,0.0,0.01749562609347663
TP_Cost,0.0,0.017745563609097726
TP_Cost,0.0,0.01799550112471882
TP_Cost,0.0,0.018245438640339916
TP_Cost,0.0,0.01849537615596101
TP_Cost,0.0,0.018745313671582105
TP_Cost,0.0,0.0189952511872032
TP_Cost,0.0,0.019245188702824295
TP_Cost,0.0,0.01949512621844539
TP_Cost,0.0,0.019745063734066485
TP_Cost,0.0,0.019995001249687578
TP_Cost,0.0,0.02024493876530867
TP_Cost,0.0,0.020494876280929768
TP_Cost,0.0,0.02074481379655086
TP_Cost,0.0,0.020994751312171957
TP_Cost,0.0,0.02124468882779305
TP_Cost,0.0,0.021494626343414147
TP_Cost,0.0,0.02174456385903524
TP_Cost,0.0,0.021994501374656337
TP_Cost,0.0,0.02224443889027743
TP_Cost,0.0,0.022494376405898527
TP_Cost,0.0,0.02274431392151962
TP_Cost,0.0,0.022994251437140716
TP_Cost,0.0,0.02324418895276181
TP_Cost,0.0,0.023494126468382906
TP_Cost,0.0,0.023744063984004
TP_Cost,0.0,0.023994001499625092
TP_Cost,0.0,0.02424393901524619
TP_Cost,0.0,0.024493876530867282
TP_Cost,0.0,0.02474381404648838
TP_Cost,0.0,0.02499375156210947
TP_Cost,0.0,0.025243689077730568
TP_Cost,0.0,0.02549362659335166
TP_Cost,0.0,0.025743564108972758
TP_Cost,0.0,0.02599350162459385
TP_Cost,0.0,0.026243439140214948
TP_Cost,0.0,0.02649337665583604
TP_Cost,0.0,0.026743314171457137
TP_Cost,0.0,0.02699325168707823
TP_Cost,0.0,0.027243189202699324
TP_Cost,0.0,0.02749312671832042
TP_Cost,0.0,0.027743064233941513
TP_Cost,0.0,0.02799300174956261
TP_Cost,0.0,0.028242939265183703
TP_Cost,0.0,0.0284928767808048
TP_Cost,0.0,0.028742814296425893
TP_Cost,0.0,0.02899275181204699
TP_Cost,0.0,0.029242689327668082
TP_Cost,0.0,0.02949262684328918
TP_Cost,0.0,0.029742564358910272
TP_Cost,0.0,0.02999250187453137
TP_Cost,0.0,0.030242439390152462
TP_Cost,0.0,0.030492376905773555
TP_Cost,0.0,0.03074231442139465
TP_Cost,0.0,0.030992251937015745
TP_Cost,0.0,0.03124218945263684
TP_Cost,0.0,0.031492126968257934
