date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.02984210073538052,0.021569861648111244,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-02,0.024405938125063694,0.017053826718063755,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-03,0.024699935900748322,0.017228507018075517,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-04,0.03157965360729688,0.022682219483818395,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-05,0.11895738647741148,0.10508038063644466,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-06,0.1674602747278303,0.16019234774312255,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-07,0.08518750992442581,0.07447772161936263,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-08,0.04304876615599549,0.034090471720552316,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-09,0.03989678583241418,0.031175599664557158,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-10,0.033429431487311194,0.025481654143027638,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-11,0.040376735960040364,0.03162958448930076,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-12,0.08316688220912785,0.072048826591769,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-13,0.1123849098601144,0.10157145216559355,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-14,0.06787449607655995,0.05729785122738464,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-15,0.042157088318044766,0.03336166797155907,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-16,0.049640680238922257,0.04002937540215201,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-17,0.10201542414964292,0.09236472235840205,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-18,0.11724184822552994,0.11019738225519732,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-19,0.08070787505682601,0.07193844366896812,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-20,0.09059222429908641,0.08124385468845645,0.19379999999999986,0,0,GLOBAL,L2_Strong,0.4731730357122026
2024-01-21,0.26074468248623006,0.27225136350744217,0.19379999999999986,1,0,GLOBAL,L2_Strong,0.4731730357122026
