rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
single,swh_max_swan > threshold,6,0.5303947639661925,0.13684083009149903,0.4995851241981273,0.5814763130107136,0.8913043478260869,144,140,1824,100,6
single,ma_swh_p80_2 > threshold,6,0.5290573053368329,0.10891109397789858,0.5110935569037187,0.5546387463681253,0.8944746376811593,138,127,1837,106,6
single,swh_p80_swan > threshold,6,0.5286070878706649,0.15184900349274666,0.49238245353011206,0.5921826785531418,0.8890398550724637,145,146,1818,99,6
single,mmin_swh_p80_2 > threshold,6,0.524336562921203,0.1113493081528343,0.4999616593819492,0.5790724900853877,0.8826992753623188,147,162,1802,97,6
single,mmin_swh_p80_3 > threshold,6,0.5097225153803705,0.11461321590118968,0.5821904162483872,0.5321822045848649,0.8836050724637681,141,154,1810,103,6
single,mmaxi_swh_p80_2 > threshold,6,0.4995310221788311,0.11434603815768327,0.41772217018976737,0.6380009713833253,0.8609601449275361,160,223,1741,84,6
single,ma_swh_p80_3 > threshold,6,0.4986988738784282,0.10771969618835602,0.43919593430728104,0.6153163260757303,0.8600543478260869,154,219,1745,90,6
majority_3,"Majority of anom_swh_p80_deseasonalized_detrended_persistence_5_lag_1, anom_swh_p80_waverys, anom_swh_p80_trend_3",6,0.4930384325079355,0.15817648962715755,0.4869929387745668,0.5700973205687524,0.8713768115942028,144,184,1780,100,6
majority_3,"Majority of anom_swh_p80_waverys, anom_swh_p80_trend_3, anom_swe_p80",6,0.482782560562663,0.14403370258711948,0.48132786071574124,0.5427688340014247,0.8759057971014492,135,165,1799,109,6
majority_3,"Majority of anom_swh_p80_trend_5, anom_swh_max_waverys, anom_swh_p80_deseasonalized_persistence_7",6,0.4816629316711973,0.13103042375859011,0.45492647611356524,0.5799622237406318,0.8605072463768116,141,205,1759,103,6
single,anom_swe_max > threshold,6,0.48116373885899644,0.12683846166004348,0.47833227311925625,0.5484236706237293,0.8722826086956522,133,171,1793,111,6
single,anom_swh_p80_waverys > threshold,6,0.48033612399290143,0.1416733072945674,0.47375641753446796,0.5503858145182586,0.8713768115942028,137,177,1787,107,6
piecewise,anom_swh_p80_waverys > t1 if anom_swh_p80_trend_3 > t2 else anom_swh_p80_waverys > t3,6,0.48033612399290143,0.1416733072945674,0.47375641753446796,0.5503858145182586,0.8713768115942028,137,177,1787,107,6
single,anom_swh_max_waverys > threshold,6,0.47843452177986107,0.10677630102415328,0.43437492469698064,0.6125487270718161,0.8555253623188407,148,223,1741,96,6
piecewise,anom_swh_max_waverys > t1 if anom_swh_p80_deseasonalized_persistence_7 > t2 else anom_swh_max_waverys > t3,6,0.47843452177986107,0.10677630102415328,0.43437492469698064,0.6125487270718161,0.8555253623188407,148,223,1741,96,6
single,mmaxi_swh_p80_3 > threshold,6,0.474365535929707,0.11826842381674775,0.3756849301311327,0.6826675245247129,0.8306159420289855,172,302,1662,72,6
single,anom_swh_mean_waverys > threshold,6,0.47395324044875736,0.11978189046059923,0.4872012432012433,0.5519843506199894,0.8623188405797101,138,198,1766,106,6
single,anom_swe_p80 > threshold,6,0.4715301887607288,0.13167039465918495,0.46106060949992794,0.5314419106769729,0.8745471014492754,131,164,1800,113,6
single,anom_swh_median_deseasonalized_detrended > threshold,6,0.46634379707351997,0.13802341613714078,0.41012102842787296,0.6247351661360726,0.8197463768115942,162,316,1648,82,6
single,anom_swh_max_persistence_2 > threshold,6,0.46561412874065505,0.08954960996690571,0.39718999959274565,0.5800025470604764,0.8537137681159419,151,230,1734,93,6
single,ma_anom_swh_max_2 > threshold,6,0.46561412874065505,0.08954960996690571,0.39718999959274565,0.5800025470604764,0.8537137681159419,151,230,1734,93,6
single,anom_swh_p75_deseasonalized > threshold,6,0.46503973443899244,0.11569325672582206,0.41872396079070556,0.5855208661608581,0.8428442028985508,144,247,1717,100,6
single,anom_swe_mean > threshold,6,0.4638623388623389,0.1481887381213161,0.4826135129710631,0.4768360783356449,0.8867753623188405,118,124,1840,126,6
single,anom_swh_p80_deseasonalized_detrended > threshold,6,0.4597079610291562,0.12587933007801783,0.4326226502031388,0.5462393552789578,0.858695652173913,136,204,1760,108,6
single,anom_swh_p80_persistence_2 > threshold,6,0.45907877883306236,0.10891650284850707,0.4419523945259239,0.5253638172063771,0.8627717391304347,128,187,1777,116,6
single,ma_anom_swh_p80_2 > threshold,6,0.45907877883306236,0.10891650284850707,0.4419523945259239,0.5253638172063771,0.8627717391304347,128,187,1777,116,6
single,anom_swh_mean_swan > threshold,6,0.45744241353787923,0.11876511412366025,0.4513042188133214,0.49457116726156797,0.8695652173913043,121,165,1799,123,6
single,anom_swh_min_waverys > threshold,6,0.45698195465553876,0.09378085901903292,0.4457199324667043,0.508782231824515,0.8731884057971012,122,158,1806,122,6
single,anom_swh_p75_deseasonalized_detrended > threshold,6,0.45683835494852865,0.1392298631538365,0.44445558483333764,0.5282890653945745,0.8641304347826088,127,183,1781,117,6
single,mmaxi_anom_swh_max_2 > threshold,6,0.4564796961648665,0.10243041058121997,0.40224463155562545,0.5676849709012795,0.8505434782608696,142,228,1736,102,6
single,anom_swh_max_deseasonalized > threshold,6,0.4563819432512772,0.11386271280197567,0.46134348290598287,0.47650326998791986,0.875,121,153,1811,123,6
single,anom_swh_median_deseasonalized > threshold,6,0.4559330205612849,0.14672972030271259,0.454316756040894,0.499080679107837,0.8745471014492753,124,157,1807,120,6
single,ma_anom_swh_p80_deseasonalized_detrended_2 > threshold,6,0.45575066830450894,0.14379515467560658,0.4612490909563139,0.47297555238096206,0.8795289855072465,122,144,1820,122,6
single,anom_swh_p80_deseasonalized_detrended_persistence_2 > threshold,6,0.45575066830450894,0.14379515467560658,0.4612490909563139,0.47297555238096206,0.8795289855072465,122,144,1820,122,6
single,mmin_anom_swh_p80_2 > threshold,6,0.4552482832740541,0.11154948211792715,0.44498895352923196,0.49615056478661307,0.867300724637681,122,171,1793,122,6
single,ma_anom_swh_max_deseasonalized_2 > threshold,6,0.454985008045698,0.13739283473371078,0.40214285714285714,0.5712138350534782,0.8410326086956522,143,250,1714,101,6
single,anom_swh_max_deseasonalized_persistence_2 > threshold,6,0.454985008045698,0.13739283473371078,0.40214285714285714,0.5712138350534782,0.8410326086956522,143,250,1714,101,6
single,anom_swh_p75_persistence_2 > threshold,6,0.45453410007843537,0.11008647398321361,0.4459938335390415,0.5218177179155971,0.8609601449275361,127,190,1774,117,6
single,ma_anom_swh_p75_2 > threshold,6,0.45453410007843537,0.11008647398321361,0.4459938335390415,0.5218177179155971,0.8609601449275361,127,190,1774,117,6
single,anom_swh_p80_swan > threshold,6,0.4543665811986595,0.12165802939447902,0.4400121247647773,0.5307699651776123,0.8614130434782609,129,191,1773,115,6
single,anom_swh_max_deseasonalized_detrended > threshold,6,0.4513920653071597,0.11151984831723469,0.4648436870113735,0.4663540892591353,0.8727355072463768,117,154,1810,127,6
single,anom_swh_p80_deseasonalized_persistence_2 > threshold,6,0.45104232378102177,0.1351295408049048,0.44844354051778473,0.47297555238096206,0.8786231884057972,122,146,1818,122,6
single,ma_anom_swh_p80_deseasonalized_2 > threshold,6,0.45104232378102177,0.1351295408049048,0.44844354051778473,0.47297555238096206,0.8786231884057972,122,146,1818,122,6
single,ma_anom_swh_max_deseasonalized_detrended_2 > threshold,6,0.4505021719778312,0.12825190868292285,0.4213285791729407,0.5067390885978822,0.865036231884058,127,181,1783,117,6
single,anom_swh_max_deseasonalized_detrended_persistence_2 > threshold,6,0.4505021719778312,0.12825190868292285,0.4213285791729407,0.5067390885978822,0.865036231884058,127,181,1783,117,6
single,mmaxi_anom_swh_p75_2 > threshold,6,0.449231901834994,0.10956280352524031,0.42015404364569964,0.5353373339143502,0.8546195652173912,135,212,1752,109,6
single,anom_swh_median > threshold,6,0.4482100439742865,0.13706443866063645,0.46785635087280814,0.4887358173926428,0.8799818840579711,120,141,1823,124,6
piecewise,anom_swh_max_swan > t1 if anom_swh_p80_trend_7_lag_1 > t2 else anom_swh_max_swan > t3,6,0.4481960910304175,0.10315734972327394,0.4503643956845927,0.5055233543055803,0.8632246376811593,123,181,1783,121,6
single,anom_swh_max_swan > threshold,6,0.4481960910304175,0.10315734972327394,0.4503643956845927,0.5055233543055803,0.8632246376811593,123,181,1783,121,6
single,mmaxi_anom_swh_p80_2 > threshold,6,0.44802551581620964,0.11047918704866791,0.4241365398013707,0.5209695178223962,0.8568840579710145,130,202,1762,114,6
