combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
4,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(1.953333395), np.float64(0.19837812499999985))",0.6475037821482602,811008.3293714287,177488.76800674267,1502514.3542857144,209653.16571428577,0.0,1246271.5961904766,108.81475,14.058393664907095,142.00999999999976,165.0,61.07275,47.742,18.286,91.0,68.0,32.0,410690.16868761915,128133.0264457143,41624.88894285716,745433.4780952382,326127.1466666667,163063.57333333336,428,334,1670,132,0.5616797900262467,0.7642857142857142,0.8182527301092044,0.6475037821482602,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_p80_waverys']",3,1319.0,8.830476190476192,4000
8,double_AND,swh_max_swan > t1 AND anom_swh_max_swan > t2,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(1.953333395), np.float64(0.26049826140624993))",0.648854961832061,814141.4794590478,178706.84504278452,1537456.5485714292,198005.76761904766,0.0,1246388.070171426,107.163,14.206351783621296,142.0,157.0,60.61575,46.54725,18.743,90.00999999999976,67.0,33.0,416164.44579238107,137148.1125714286,47873.71802095239,733902.5539809499,349421.94285714295,174710.97142857144,425,325,1679,135,0.5666666666666667,0.7589285714285714,0.8205928237129485,0.648854961832061,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_swan']",3,1319.0,8.830476190476192,4000
12,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.879299931), np.float64(0.19837812499999985))",0.6424242424242425,819563.3432723812,177570.7398049678,1560751.3447619053,209653.16571428577,0.0,1257918.9942857146,108.52475,14.117609126105595,143.0,162.0,60.52075,48.004,18.838,90.0,69.0,33.0,408290.80468000006,137092.78743047625,41645.27188952382,733786.0800000002,337774.54476190486,163063.57333333336,424,336,1668,136,0.5578947368421052,0.7571428571428571,0.8159126365054602,0.6424242424242425,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_waverys']",3,1319.0,8.830476190476192,4000
14,double_AND,swh_p80_swan > t1 AND anom_swe_max > t2,"['swh_p80_swan', 'anom_swe_max']","(np.float64(1.879299931), np.float64(0.3473359374999998))",0.634703196347032,833974.0865657146,179998.71340179484,1490866.956190477,244595.36000000004,0.0,1281213.7904761909,107.72125,14.345297084323489,143.0,160.0,59.56625,48.155,19.7925,89.0,69.0,34.0,402700.0535942858,152735.24307238095,43957.28041142858,722138.681904762,361069.340952381,163180.047314283,417,337,1667,143,0.553050397877984,0.7446428571428572,0.8127925117004681,0.634703196347032,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swe_max']",3,1319.0,8.830476190476192,4000
10,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.879299931), np.float64(0.27213281250000004))",0.6438876233864844,834891.3191657146,180227.2253801508,1502514.354285715,198005.76761904766,0.0,1281213.7904761909,108.12675,14.38287816945899,143.0,159.0,60.55175,47.575,18.807,91.0,68.0,33.0,423941.99587047624,140310.38115428571,41706.42072952382,757080.8761904764,349421.9428571429,163063.57333333336,424,333,1671,136,0.560105680317041,0.7571428571428571,0.8170826833073322,0.6438876233864844,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_max_waverys']",3,1319.0,8.830476190476192,4000
2,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.953333395), np.float64(0.27213281250000004))",0.6516516516516516,860515.5949752383,183669.61495530722,1549103.9466666672,267890.15619047626,0.0,1316155.9847619052,110.25975,14.519307143851597,145.0,164.0,61.94975,48.31,17.409,92.0,69.0,31.0,440315.3257428573,140752.98228190478,38392.73597142858,780375.6723809526,337891.0187428545,151416.17523809525,434,338,1666,126,0.5621761658031088,0.775,0.8190327613104524,0.6516516516516516,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_waverys']",3,1319.0,8.830476190476192,4000
6,double_AND,swh_max_swan > t1 AND anom_swe_max > t2,"['swh_max_swan', 'anom_swe_max']","(np.float64(1.953333395), np.float64(-0.01540234375000012))",0.6450276243093922,1064228.5876609525,200743.58357444382,1805346.7047619054,384364.1371428572,0.0,1549103.9466666672,126.49075,15.419254665433735,164.0,186.0,66.497,59.99375,12.86175,98.0,82.00999999999976,25.0,489825.5031961906,202603.5780171429,32385.590403809532,838612.6628571432,442601.1276190477,139768.77714285717,467,421,1583,93,0.5259009009009009,0.8339285714285715,0.7995319812792512,0.6450276243093923,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swe_max']",3,1319.0,8.830476190476192,4000
0,double_AND,swh_max_swan > t1 AND swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.953333395), np.float64(1.160766744))",0.644718792866941,1084349.4678704764,201804.37228889985,1828641.5009523814,384364.1371428572,0.0,1572398.7428571433,127.94525,15.478832399037726,166.0,188.0,66.93425,61.011,12.4245,99.0,83.0,24.0,495614.2600495239,207574.10515428576,32321.529714285723,850376.534933331,442601.1276190477,139768.77714285717,470,428,1576,90,0.5233853006681515,0.8392857142857143,0.7979719188767551,0.644718792866941,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']",3,1319.0,8.830476190476192,4000
1,double_OR,swh_max_swan > t1 OR swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.953333395), np.float64(2.57656661))",0.644718792866941,1084349.4678704764,201804.37228889985,1828641.5009523814,384364.1371428572,0.0,1572398.7428571433,127.94525,15.478832399037726,166.0,188.0,66.93425,61.011,12.4245,99.0,83.0,24.0,495614.2600495239,207574.10515428576,32321.529714285723,850376.534933331,442601.1276190477,139768.77714285717,470,428,1576,90,0.5233853006681515,0.8392857142857143,0.7979719188767551,0.644718792866941,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']",3,1319.0,8.830476190476192,4000
3,double_OR,swh_max_swan > t1 OR anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.953333395), np.float64(0.9255097656249996))",0.644718792866941,1084349.4678704764,201804.37228889985,1828641.5009523814,384364.1371428572,0.0,1572398.7428571433,127.94525,15.478832399037726,166.0,188.0,66.93425,61.011,12.4245,99.0,83.0,24.0,495614.2600495239,207574.10515428576,32321.529714285723,850376.534933331,442601.1276190477,139768.77714285717,470,428,1576,90,0.5233853006681515,0.8392857142857143,0.7979719188767551,0.644718792866941,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_waverys']",3,1319.0,8.830476190476192,4000
