obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
34,32,279,21,0.5151515151515151,0.6181818181818182,0.855191256830601,0.5619834710743802,4586.666666666667,2580.0,1965.7142857142858,12040.0,6880.0,3440.0,18.0,12.0,7.0,18.0,12.0,7.0,9132.380952380952,0.31359999999999977
