combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
4,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(1.9166666), np.float64(0.1887734374999999))",0.6532582461786002,119993.45371428569,15851.730782082213,183661.71428571426,69156.57142857139,0.0,158719.99999999994,105.841,13.982121405566467,140.0,162.0,58.09025,47.75075,14.265,85.0,67.0,25.0,65857.74628571427,54135.707428571404,16172.434285714287,96365.71428571426,75958.8571428571,28342.857142857145,406,330,1724,101,0.5516304347826086,0.8007889546351085,0.8317063647012886,0.6532582461786002,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_p80_waverys']",1,124.0,9.142857142857142,4000
12,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.8453333), np.float64(0.1887734374999999))",0.6500802568218298,120046.73828571427,15907.892329560615,183661.71428571426,66889.14285714284,0.0,157586.28571428574,105.888,14.031659060852355,139.0,162.0,57.83275,48.05525,14.5225,85.0,67.0,25.0,65565.81485714283,54480.923428571405,16464.365714285716,96365.71428571425,75958.8571428571,28342.85714285715,405,334,1720,102,0.5480378890392422,0.7988165680473372,0.8297540023428348,0.6500802568218299,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_waverys']",1,124.0,9.142857142857142,4000
14,double_AND,swh_p80_swan > t1 AND anom_swe_max > t2,"['swh_p80_swan', 'anom_swe_max']","(np.float64(1.8453333), np.float64(0.3843750000000001))",0.6383319967923013,120089.25257142854,16066.453499877249,180260.5714285714,65755.42857142855,0.0,157586.2857142857,105.9255,14.171518964105436,139.0,159.0,56.88125,49.04425,15.474,84.0,68.0,27.0,64487.0857142857,55602.16685714284,17543.09485714286,95231.99999999997,77092.57142857142,30610.285714285714,398,342,1712,109,0.5378378378378378,0.7850098619329389,0.8238969152674737,0.6383319967923016,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swe_max']",1,124.0,9.142857142857142,4000
10,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.8453333), np.float64(0.2440625))",0.6463512429831596,120237.76914285714,16099.932724156908,181394.28571428568,65755.42857142855,0.0,158720.0,106.0565,14.201049529876304,140.0,160.0,57.54175,48.51475,14.8135,84.00999999999976,68.0,25.0,65235.90399999999,55001.86514285712,16794.27657142857,95243.33714285688,77092.57142857139,28342.85714285715,403,337,1717,104,0.5445945945945946,0.7948717948717948,0.827801639984381,0.6463512429831596,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_max_waverys']",1,124.0,9.142857142857142,4000
2,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(1.9166666), np.float64(0.2440625))",0.6506794564348521,121658.59657142854,16172.318248965326,183661.71428571426,66889.14285714284,0.0,159853.7142857143,107.30975,14.264897649036952,141.0,162.0,58.3785,48.93125,13.97675,85.0,68.0,24.009999999999764,66184.53942857141,55474.05714285712,15845.641142857143,96365.71428571428,77092.5714285714,27220.479999999738,407,337,1717,100,0.5470430107526881,0.8027613412228797,0.829363529871144,0.6506794564348521,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_max_waverys']",1,124.0,9.142857142857142,4000
6,double_AND,swh_max_swan > t1 AND anom_swe_max > t2,"['swh_max_swan', 'anom_swe_max']","(np.float64(1.9166666), np.float64(0.3843750000000001))",0.6390438247011953,122012.03199999998,16196.71611794636,183661.71428571426,69156.57142857142,0.0,159853.71428571426,107.6215,14.286417946777282,141.0,162.0,57.423,50.1985,14.93225,84.0,70.0,26.0,65101.27542857142,56910.75657142855,16928.90514285714,95231.99999999997,79359.99999999997,29476.571428571435,401,347,1707,106,0.536096256684492,0.7909270216962525,0.8231159703240921,0.6390438247011953,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swe_max']",1,124.0,9.142857142857142,4000
8,double_AND,swh_max_swan > t1 AND anom_swe_p80 > t2,"['swh_max_swan', 'anom_swe_p80']","(np.float64(1.9166666), np.float64(-0.0566874999999999))",0.6386676321506155,142872.65828571428,17706.79805992565,213138.28571428568,81627.42857142852,0.0,183673.05142857123,126.02175,15.61839546616425,162.00999999999976,188.0,63.23825,62.7835,9.117,92.0,84.00999999999976,18.0,71694.10742857141,71178.55085714284,10336.073142857142,104301.71428571428,95243.33714285686,20406.857142857145,441,433,1621,66,0.5045766590389016,0.8698224852071006,0.8051542366263178,0.6386676321506155,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swe_p80']",1,124.0,9.142857142857142,4000
11,double_OR,swh_p80_swan > t1 OR anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.8453333), np.float64(0.8774609374999998))",0.6191155492154066,145504.576,17639.03971122994,215405.7142857143,78226.28571428567,0.0,188196.57142857142,128.34325,15.558628777546561,166.0,190.0,62.11075,66.2325,10.2445,91.0,88.0,19.0,70415.84457142855,75088.73142857141,11614.336,103167.99999999997,99766.85714285712,21540.57142857143,434,461,1593,73,0.4849162011173184,0.8560157790927022,0.7914877001171418,0.6191155492154066,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_max_waverys']",1,124.0,9.142857142857142,4000
13,double_OR,swh_p80_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.8453333), np.float64(0.7983593750000002))",0.6191155492154066,145504.576,17639.03971122994,215405.7142857143,78226.28571428567,0.0,188196.57142857142,128.34325,15.558628777546561,166.0,190.0,62.11075,66.2325,10.2445,91.0,88.0,19.0,70415.84457142855,75088.73142857141,11614.336,103167.99999999997,99766.85714285712,21540.57142857143,434,461,1593,73,0.4849162011173184,0.8560157790927022,0.7914877001171418,0.6191155492154066,enhanced_multi_rule_block_bootstrap,"['swh_p80_swan', 'anom_swh_p80_waverys']",1,124.0,9.142857142857142,4000
0,double_AND,swh_max_swan > t1 AND swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.9166666), np.float64(1.53333334))",0.6352605281941471,146138.03885714285,17822.69157581117,217673.14285714284,83894.85714285714,0.0,188196.57142857145,128.902,15.720620089551176,166.0,192.0,63.814,65.088,8.54125,93.0,87.0,18.0,72346.8434285714,73791.19542857142,9683.337142857143,105435.42857142854,98633.14285714283,20406.85714285714,445,449,1605,62,0.49776286353467564,0.8777120315581854,0.8004685669660289,0.635260528194147,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']",1,124.0,9.142857142857142,4000
1,double_OR,swh_max_swan > t1 OR swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(1.9166666), np.float64(2.5153333))",0.6348074179743224,146297.60914285714,17830.82179708022,218806.85714285713,83894.85714285714,0.0,188196.57142857145,129.04275,15.727791403674578,166.0,193.0,63.814,65.22875,8.54125,93.0,87.00999999999976,18.0,72346.8434285714,73950.7657142857,9683.337142857143,105435.42857142854,98644.47999999973,20406.85714285714,445,450,1604,62,0.4972067039106145,0.8777120315581854,0.8000780944943382,0.6348074179743224,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']",1,124.0,9.142857142857142,4000
