run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g9,CALETA_ATICO,20250721_123019,7,574793.1428571427,82113.30612244896,79359.99999999999,19938.089881053198,56685.714285714275,113371.42857142854,68589.71428571426,94098.28571428568,103848.22857142854,108609.82857142853,112419.10857142853,0,2,1,82113.30612244896,0.24281192443184701
