mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,thresholds,min_days,n_fishermen,daily_wage,n_simulations
242271.15204857147,96976.99768407618,742753.645714286,0.0,0.001,487664.1905142804,10.43775,4.178052768635169,21.009999999999764,32.0,2.39825,8.0395,4.63175,9.0,18.0,13.0,55665.90408857143,186605.24796000004,107507.78745428575,208899.46285714288,417798.9257142858,301743.6685714286,19,56,2448,34,0.25333333333333335,0.3584905660377358,0.9648025029331248,0.296875,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_waverys', 'anom_swh_max_waverys']","(np.float64(0.20771093750000003), np.float64(0.4388984374999997))",1,2109.0,11.005714285714287,4000
