date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.017025286628048558,0.015809482562681634,0.04924999999999996,0,1,GLOBAL,L2,0.42840316111781956
2024-01-02,0.06801606382428742,0.0757068048391531,0.04924999999999996,1,1,GLOBAL,L2,0.42840316111781956
2024-01-03,0.1491355939233554,0.18157264140309945,0.04924999999999996,1,1,GLOBAL,L2,0.42840316111781956
2024-01-04,0.1516682025522641,0.18650381332816535,0.04924999999999996,1,1,GLOBAL,L2,0.42840316111781956
2024-01-05,0.08585908599105714,0.08992585877612431,0.04924999999999996,1,1,GLOBAL,L2,0.42840316111781956
2024-01-06,0.06509447747856961,0.06407341096022841,0.04924999999999996,1,0,GLOBAL,L2,0.42840316111781956
2024-01-07,0.03501782157928264,0.03198255309402046,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-08,0.01279598724867102,0.011600352036291112,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-09,0.00785970297663459,0.007320787715653837,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-10,0.012907084642315936,0.012370585015055724,0.04924999999999996,0,1,GLOBAL,L2,0.42840316111781956
2024-01-11,0.029050119284385743,0.028867556804635253,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-12,0.009883926961330032,0.009855882391875015,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-13,0.005462818929568977,0.005482381087812748,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-14,0.004067317778562298,0.004279398128285666,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-15,0.003417984281547809,0.0036129681015427766,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-16,0.0017457352028549178,0.001974535440972398,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-17,0.0018432976770347965,0.0020195186772022015,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-18,0.004242152266523802,0.0040927689111110496,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-19,0.004518390085442225,0.004295872255690613,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-20,0.007817094010102521,0.007424572120225081,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-21,0.007098381057348587,0.006850326585468054,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-22,0.01274245490802472,0.012412289739557056,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-23,0.00629834992622056,0.006117811781042499,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-24,0.005748891685337626,0.005505257839950667,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-25,0.004645885453240615,0.0044294228469533665,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-26,0.004459046624428199,0.004219508574971641,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-27,0.0034746004826365245,0.003528007199311595,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-28,0.005507713522470498,0.005399753013423987,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-29,0.00435835675220307,0.0044619268835652615,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-30,0.009075751644046214,0.00897677466995188,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-01-31,0.01896684526911216,0.0183001018971064,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-01,0.018010082620210716,0.016588901527279213,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-02,0.017994348886526984,0.016661095093274087,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-03,0.019438913395354467,0.017723757124767852,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-04,0.011868536733146235,0.011509905408835059,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-05,0.0054483549721117686,0.005272558296754121,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-06,0.00793980629730518,0.007515370009677796,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-07,0.012031460423027213,0.01128805134368245,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-08,0.009144816211355097,0.008763351315869103,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-09,0.013389797812160792,0.013001344124941625,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-10,0.030529050326842177,0.028240181327813158,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-11,0.024752642605689518,0.022019800538721445,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-12,0.017238624160156632,0.01571900455793594,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-13,0.008130409251930561,0.007435002775553888,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-14,0.005750929173461241,0.005320446368556295,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-15,0.004365334729988327,0.004220285768583627,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-16,0.004611818427762681,0.004461426080838404,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-17,0.00862975879283917,0.007966983820584672,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
2024-02-18,0.011627858604852008,0.01060425622513238,0.04924999999999996,0,0,GLOBAL,L2,0.42840316111781956
