mean_loss,std_loss,max_loss,min_loss,median_loss,p99_loss,zero_prob,mean_events,std_events,max_events,median_events,p99_events,mean_event_days,std_event_days,p99_event_days,method,n_simulations,min_days,n_fishermen,daily_wage,mean_daily_probability,std_daily_probability,max_daily_probability,min_daily_probability,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,optimal_threshold,obs_mean_yearly_loss,obs_std_yearly_loss,obs_max_yearly_loss
174221169.7415666,16170683.31771668,234602708.26666668,114635414.2666666,173286091.33333328,213275189.33333328,0.0,44.85825,4.330664722360759,61.0,45.0,55.0,65.35075,6.065659439624022,80.0,independent_daily_probability_draws,4000,1,50290.0,53.01133160999536,0.17852567824859264,0.20777123611654272,0.9702815155467648,0.0026370395221083,2,64,285,15,0.030303030303030304,0.11764705882352941,0.7841530054644809,0.04819277108433735,2.0,28.0,4.0,2.0,28.0,4.0,5331879.733333334,5903152.561904761,7331334.633333331,5331879.733333333,18661579.066666666,15995639.2,0.31359999999999977,45320977.733333334,0.0,45320977.733333334
