obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
2,64,285,15,0.030303030303030304,0.11764705882352941,0.7841530054644809,0.04819277108433735,5331879.733333334,5903152.561904761,7331334.633333331,5331879.733333333,18661579.066666666,15995639.2,2.0,28.0,4.0,2.0,28.0,4.0,18566366.928571425,0.31359999999999977
