mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
2807098.1376685714,502897.1216488355,4549366.08,0.0,speed_optimized_block_bootstrap,7,20,anom_swh_p25_deseasonalized_detrended_rolling_mean_14_lag_5,0.019987448192444416,1,2109.0,11.005714285714287,4000,12
