run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g2,CALETA_ORGANOS,20250721_125734,7,1230185.7257142859,175740.81795918368,162477.36000000002,159046.31965351818,0.0,394587.8742857143,58027.62857142858,278532.61714285717,380661.24342857144,387624.55885714287,393195.2112,2,2,1,175740.81795918368,0.9050050039624667
