rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
majority_3,"Majority of anom_swh_min_waverys, anom_swh_mean_waverys, anom_swh_p80_deseasonalized_detrended_trend_7",6,0.32824605532448664,0.2589330228293753,0.2865740740740741,0.5355567226890756,0.7876712328767123,33,445,1692,20,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_min_waverys > t2,6,0.32058595909342175,0.26696223948967235,0.4206915500520152,0.42874649859943975,0.8082191780821918,25,392,1745,28,6
single,anom_swh_min_waverys > threshold,6,0.31586852608992544,0.261675631392422,0.2974537037037037,0.5272233893557423,0.7799086757990868,32,461,1676,21,6
piecewise,anom_swh_min_waverys > t1 if anom_swh_mean_waverys > t2 else anom_swh_min_waverys > t3,6,0.31586852608992544,0.261675631392422,0.2974537037037037,0.5272233893557423,0.7799086757990868,32,461,1676,21,6
single,anom_swh_mean_waverys > threshold,6,0.31478352066587356,0.25834983642350495,0.2708982531235053,0.556390056022409,0.7817351598173515,34,459,1678,19,6
piecewise,anom_swh_mean_waverys > t1 if anom_swh_p80_deseasonalized_detrended_trend_7 > t2 else anom_swh_mean_waverys > t3,6,0.31478352066587356,0.25834983642350495,0.2708982531235053,0.556390056022409,0.7817351598173515,34,459,1678,19,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_mean_waverys > t2,6,0.30547138047138045,0.2565200024334774,0.34404596387864106,0.4370798319327731,0.7986301369863015,26,414,1723,27,6
piecewise,anom_swh_p80_waverys > t1 if anom_swe_p80 > t2 else anom_swh_p80_waverys > t3,6,0.2955947279574081,0.2522135119338206,0.3596642492613484,0.4320028011204482,0.7767123287671233,26,462,1675,27,6
single,anom_swh_p80_waverys > threshold,6,0.2955947279574081,0.2522135119338206,0.3596642492613484,0.4320028011204482,0.7767123287671233,26,462,1675,27,6
majority_3,"Majority of anom_swh_p80_deseasonalized_detrended_trend_14_lag_5, anom_swh_min_waverys, anom_swh_mean_waverys",6,0.29511778269657396,0.2547058884555968,0.2625140607424072,0.5272233893557423,0.7794520547945206,32,462,1675,21,6
