rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_detrended_trend_7 > t2,6,0.2537861046057767,0.2291998491563613,0.35856735856735855,0.3317752100840336,0.823744292237443,18,351,1786,35,6
single,anom_swh_max_waverys > threshold,6,0.25328114690782183,0.2154761694400887,0.23312516263335933,0.4704131652661064,0.7602739726027398,27,499,1638,26,6
piecewise,anom_swh_max_waverys > t1 if anom_swh_p80_waverys > t2 else anom_swh_max_waverys > t3,6,0.25328114690782183,0.2154761694400887,0.23312516263335933,0.4704131652661064,0.7602739726027398,27,499,1638,26,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p75_deseasonalized_detrended_persistence_14_lag_14 > t2,6,0.25212842712842715,0.21527614117094657,0.49122358554873896,0.34488795518207277,0.8031963470319634,17,395,1742,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_14_lag_14 > t2,6,0.25212842712842715,0.21527614117094657,0.49122358554873896,0.34488795518207277,0.8018264840182648,17,398,1739,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_rolling_mean_14_lag_14 > t2,6,0.25212842712842715,0.21527614117094657,0.49122358554873896,0.34488795518207277,0.8018264840182648,17,398,1739,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_5 > t2,6,0.24848216917182434,0.18980547727517008,0.2893266624973942,0.3451680672268908,0.8310502283105022,19,336,1801,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_5 > t2,6,0.24830801382525522,0.18997822426971692,0.2892287097106374,0.3451680672268908,0.834703196347032,19,328,1809,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_5 > t2,6,0.24830801382525522,0.18997822426971692,0.2892287097106374,0.3451680672268908,0.834703196347032,19,328,1809,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swe_p80 > t2,6,0.24778582930756843,0.2146477666278611,0.3090045918993288,0.3778886554621848,0.808675799086758,21,387,1750,32,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended > t2,6,0.24762423487913685,0.20433550268306389,0.28823611339434124,0.37491246498599445,0.8273972602739725,21,346,1791,32,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_median_deseasonalized_detrended_persistence_14_lag_7 > t2,6,0.24750402576489536,0.2010204466565958,0.3993212197159566,0.36449579831932777,0.8146118721461187,19,372,1765,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p25_deseasonalized_detrended_persistence_14_lag_7 > t2,6,0.2467645995596306,0.20179972975465577,0.39892410015649454,0.36449579831932777,0.8123287671232876,19,377,1760,34,6
majority_3,"Majority of anom_swh_p80_trend_7, anom_swe_max, anom_swh_p80_deseasonalized_detrended_persistence_14_lag_5",6,0.2446422356288039,0.26024993817645653,0.25025773053748795,0.5174194677871148,0.749771689497717,30,525,1612,23,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_3_lag_1 > t2,6,0.23689573415395948,0.2304437102346632,0.3978395061728395,0.2350840336134454,0.8493150684931505,14,291,1846,39,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_3_lag_1 > t2,6,0.23689573415395948,0.2304437102346632,0.3978395061728395,0.2350840336134454,0.8493150684931505,14,291,1846,39,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_3 > t2,6,0.2361778339654446,0.2016596425613092,0.40652557319223986,0.3338585434173669,0.8246575342465753,18,349,1788,35,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_3 > t2,6,0.2361778339654446,0.2016596425613092,0.40652557319223986,0.3338585434173669,0.8246575342465753,18,349,1788,35,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_max_trend_14_lag_5 > t2,6,0.23610654132393263,0.20249680980624085,0.3009837962962963,0.3528536414565826,0.8488584474885844,21,299,1838,32,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_rel_change_7 > t2,6,0.23583754208754212,0.13977404844271407,0.3041044776119403,0.3466386554621848,0.8488584474885844,18,296,1841,35,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_3 > t2,6,0.2353174603174603,0.23167739253135705,0.38982213438735175,0.32965686274509803,0.8296803652968036,19,339,1798,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_max_deseasonalized_detrended_persistence_14_lag_14 > t2,6,0.23360086354098328,0.18844669422137822,0.4495884773662551,0.3228291316526611,0.8018264840182648,17,398,1739,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swe_max > t2,6,0.23096894067441054,0.1980322190223104,0.2488379067326436,0.3987219887955182,0.7990867579908675,22,409,1728,31,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_mean_deseasonalized_detrended_persistence_14_lag_7 > t2,6,0.23045544963703532,0.19020741892612758,0.37558839627805146,0.36449579831932777,0.8068493150684932,19,389,1748,34,6
majority_3,"Majority of anom_swe_min, anom_swe_mean, anom_swh_p80_trend_7",6,0.22867212017071695,0.2452965348311114,0.25455029838022164,0.3537464985994398,0.7863013698630138,22,437,1700,31,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_7 > t2,6,0.22751121954158005,0.20290594568361348,0.27601927058448794,0.2546918767507003,0.8461187214611873,16,300,1837,37,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_7 > t2,6,0.22751121954158005,0.20290594568361348,0.27601927058448794,0.2546918767507003,0.8461187214611873,16,300,1837,37,6
piecewise,anom_swe_min > t1 if anom_swe_mean > t2 else anom_swe_min > t3,6,0.22433775349967763,0.24428431544053464,0.23366503476656733,0.2974964985994398,0.7972602739726028,21,412,1725,32,6
single,anom_swe_min > threshold,6,0.22433775349967763,0.24428431544053464,0.23366503476656733,0.2974964985994398,0.7972602739726028,21,412,1725,32,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p75_deseasonalized_detrended_persistence_14_lag_7 > t2,6,0.22310694606910997,0.1837927180949496,0.3737594927375949,0.34366246498599445,0.8114155251141552,18,378,1759,35,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_7_lag_1 > t2,6,0.22255824372759858,0.18946591298159102,0.3461538461538462,0.3424369747899159,0.8082191780821918,19,386,1751,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_7_lag_1 > t2,6,0.22255824372759858,0.18946591298159102,0.3461538461538462,0.3424369747899159,0.8082191780821918,19,386,1751,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_3_lag_1 > t2,6,0.22090727816550348,0.19658944911736959,0.37700617283950616,0.2240546218487395,0.8525114155251141,14,284,1853,39,6
and_2,anom_swh_max_waverys > t1 AND anom_swe_min > t2,6,0.22028284076476848,0.2656808303770058,0.29383579383579383,0.24663865546218489,0.8337899543378996,17,328,1809,36,6
piecewise,anom_swe_max > t1 if anom_swh_p80_deseasonalized_detrended_persistence_14_lag_5 > t2 else anom_swe_max > t3,6,0.21676086630974778,0.2070356462270098,0.21109429141276273,0.4716386554621848,0.7515981735159817,26,517,1620,27,6
single,anom_swe_max > threshold,6,0.21676086630974778,0.2070356462270098,0.21109429141276273,0.4716386554621848,0.7515981735159817,26,517,1620,27,6
majority_3,"Majority of anom_swh_p80_deseasonalized_trend_5, anom_swe_min, anom_swe_mean",6,0.21482816059206059,0.22511850201858633,0.21711436711436713,0.38769257703081234,0.7735159817351599,23,466,1671,30,6
single,anom_swe_p80 > threshold,6,0.2147928967614958,0.2235356668848467,0.269018262866146,0.3778886554621848,0.7671232876712328,21,478,1659,32,6
piecewise,anom_swe_p80 > t1 if anom_swh_p80_trend_5_lag_14 > t2 else anom_swe_p80 > t3,6,0.2147928967614958,0.2235356668848467,0.269018262866146,0.3778886554621848,0.7671232876712328,21,478,1659,32,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_14_lag_14 > t2,6,0.2136386910580459,0.17031925780077775,0.2964209401709402,0.36449579831932777,0.8041095890410959,19,395,1742,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_5 > t2,6,0.21363805276848757,0.20873092426332163,0.3388993120700438,0.21985294117647058,0.854337899543379,15,281,1856,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_detrended_trend_5_lag_1 > t2,6,0.21262437105133736,0.1418882603642665,0.283966033966034,0.3035014005602241,0.8374429223744292,16,319,1818,37,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_trend_5_lag_1 > t2,6,0.21262437105133736,0.1418882603642665,0.283966033966034,0.3035014005602241,0.8374429223744292,16,319,1818,37,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_14_lag_5 > t2,6,0.2107984607984608,0.17945068514842624,0.2881773399014778,0.3130252100840336,0.8520547945205479,17,288,1849,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_abs_change_3_lag_14 > t2,6,0.2094180182635955,0.20046934631603838,0.2827903091060986,0.3225840336134454,0.817351598173516,17,364,1773,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_persistence_7_lag_1 > t2,6,0.2071669071669072,0.1327290083547553,0.4021650326797386,0.25738795518207286,0.8470319634703197,14,296,1841,39,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_trend_7_lag_1 > t2,6,0.20714420714420714,0.24044366047590007,0.33816425120772947,0.21127450980392157,0.8461187214611873,13,297,1840,40,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_detrended_trend_7_lag_1 > t2,6,0.20714420714420714,0.24044366047590007,0.33816425120772947,0.21127450980392157,0.8461187214611873,13,297,1840,40,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_abs_change_7 > t2,6,0.20567845896793266,0.2068276508344101,0.3097511574074074,0.32046568627450983,0.8182648401826484,17,362,1775,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swe_mean > t2,6,0.2050591063915047,0.24080212856384842,0.2736208236208236,0.3362219887955182,0.8018264840182647,19,400,1737,34,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_trend_14_lag_5 > t2,6,0.20425964425964427,0.22265875254156303,0.2235021786492375,0.26535364145658263,0.863013698630137,18,265,1872,35,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_7 > t2,6,0.2034894220846233,0.15059708014272638,0.30903698791629824,0.23324579831932776,0.8543378995433789,14,280,1857,39,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_persistence_7_lag_14 > t2,6,0.20311355311355314,0.20916613724561917,0.43823529411764706,0.3002450980392157,0.8018264840182648,15,396,1741,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_7_lag_14 > t2,6,0.20284900284900287,0.20938856869054137,0.4381877022653722,0.233578431372549,0.8305936073059361,13,331,1806,40,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_rolling_mean_7_lag_14 > t2,6,0.20284900284900287,0.20938856869054137,0.4381877022653722,0.233578431372549,0.8305936073059361,13,331,1806,40,6
single,anom_swe_mean > threshold,6,0.20133216700380882,0.25233855256478177,0.23038112680969824,0.35644257703081234,0.7529680365296804,21,509,1628,32,6
piecewise,anom_swe_mean > t1 if anom_swh_p80_trend_7 > t2 else anom_swe_mean > t3,6,0.20133216700380882,0.25233855256478177,0.23038112680969824,0.35644257703081234,0.7529680365296804,21,509,1628,32,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_14_lag_14 > t2,6,0.19740221948864467,0.19136350643466704,0.23633192015544954,0.2948529411764706,0.8442922374429225,17,305,1832,36,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_persistence_7 > t2,6,0.19649671316337983,0.1438623418458068,0.3413911381016644,0.2782212885154062,0.8342465753424659,15,325,1812,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_median_deseasonalized_detrended_persistence_7_lag_14 > t2,6,0.19296724470134877,0.19489643186631342,0.40972222222222215,0.3002450980392157,0.802283105022831,15,395,1742,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_rolling_mean_5_lag_14 > t2,6,0.19242424242424247,0.19535233409217742,0.5047619047619047,0.21274509803921568,0.830593607305936,12,330,1807,41,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_5_lag_14 > t2,6,0.19242424242424247,0.19535233409217742,0.5047619047619047,0.21274509803921568,0.830593607305936,12,330,1807,41,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_mean_deseasonalized_detrended_persistence_7_lag_14 > t2,6,0.19166666666666665,0.19600170067289382,0.4091097308488613,0.233578431372549,0.8237442922374428,13,346,1791,40,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_rel_change_5_lag_1 > t2,6,0.19086247086247088,0.2140459108395217,0.23888888888888885,0.16838235294117646,0.8748858447488584,12,233,1904,41,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_5_lag_7 > t2,6,0.19076442171071328,0.1977567203214092,0.23946360153256704,0.23419117647058826,0.863013698630137,12,259,1878,41,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_trend_7_lag_5 > t2,6,0.18653040650457783,0.15136116046338294,0.24503968253968253,0.3121673669467787,0.835159817351598,15,323,1814,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_14_lag_3 > t2,6,0.1863687037600081,0.15618087397738128,0.21973544973544976,0.24276960784313725,0.865296803652968,14,256,1881,39,6
majority_3,"Majority of anom_swe_max, anom_swh_p80_deseasonalized_detrended_persistence_14_lag_5, anom_swh_p80_deseasonalized_trend_7_lag_5",6,0.18542892861328616,0.18023437300475115,0.26472692147034255,0.39753151260504205,0.7123287671232875,22,599,1538,31,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_trend_14_lag_7 > t2,6,0.1845746845746846,0.243873000109116,0.19893211289092294,0.23235294117647057,0.8680365296803653,16,252,1885,37,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_max_trend_3_lag_7 > t2,6,0.18374218374218376,0.20441309417203282,0.18782051282051282,0.3240546218487395,0.8529680365296803,14,283,1854,39,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_5_lag_1 > t2,6,0.18165859719416033,0.21563523061569734,0.39379084967320255,0.18002450980392157,0.846118721461187,10,294,1843,43,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_5_lag_1 > t2,6,0.18165859719416033,0.21563523061569734,0.39379084967320255,0.18002450980392157,0.846118721461187,10,294,1843,43,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_14_lag_7 > t2,6,0.18129146395400264,0.17325387983191884,0.26327312534209085,0.2341036414565826,0.8538812785388128,15,282,1855,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_3_lag_7 > t2,6,0.18058880290968474,0.18722938911431156,0.22095959595959594,0.32107843137254904,0.8589041095890412,15,271,1866,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_5 > t2,6,0.17940637793578973,0.1183228818453116,0.3361111111111111,0.2594712885154062,0.8383561643835616,13,314,1823,40,6
majority_3,"Majority of anom_swe_p80, anom_swh_p80_trend_5_lag_14, anom_swh_p80_deseasonalized_detrended_persistence_7_lag_14",6,0.17833164903322826,0.23868957315655379,0.23564181486548108,0.39574579831932777,0.669406392694064,22,693,1444,31,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_trend_7_lag_1 > t2,6,0.17732293697205978,0.1325124157229495,0.3029066171923315,0.20260854341736698,0.8511415525114158,12,285,1852,41,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_persistence_7_lag_5 > t2,6,0.1754208754208754,0.17967952818946686,0.30435823754789265,0.2811624649859944,0.806392694063927,15,386,1751,38,6
or_2,anom_swh_max_waverys > t1 OR anom_swh_p80_deseasonalized_detrended_trend_14 > t2,6,0.17524098068662033,0.17236183873556118,0.12096729737179175,0.5676645658263305,0.5748858447488584,34,912,1225,19,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_14_lag_3 > t2,6,0.17302399220557788,0.1952433736529865,0.3299145299145299,0.21449579831932775,0.8410958904109589,13,308,1829,40,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_7_lag_14 > t2,6,0.17140241846124202,0.16675381636424969,0.2636486722571628,0.29901960784313725,0.8246575342465753,16,347,1790,37,6
or_2,anom_swh_max_waverys > t1 OR anom_swh_mean_deseasonalized_detrended_persistence_7_lag_14 > t2,6,0.17133789837056268,0.19584948756625814,0.12384529135035806,0.6307773109243697,0.5817351598173516,37,900,1237,16,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_rolling_mean_14_lag_7 > t2,6,0.1703932895748753,0.19675554536610365,0.3282608695652174,0.2811624649859944,0.8091324200913242,15,380,1757,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_14_lag_7 > t2,6,0.17031235199393766,0.19680523097112007,0.32821742605915266,0.2811624649859944,0.808675799086758,15,381,1756,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_persistence_14_lag_1 > t2,6,0.16977580551368257,0.19713932890265215,0.32792998477929985,0.2811624649859944,0.8009132420091324,15,398,1739,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_persistence_14_lag_3 > t2,6,0.16928680112661465,0.19745095055040524,0.3276688453159042,0.2811624649859944,0.8031963470319634,15,393,1744,38,6
or_2,anom_swh_max_waverys > t1 OR anom_swh_p80_deseasonalized_detrended_rolling_mean_7_lag_14 > t2,6,0.16843099058033806,0.1895744581446286,0.12016535694791164,0.6307773109243697,0.5821917808219178,37,899,1238,16,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_14_lag_5 > t2,6,0.16808080808080805,0.18271764049859146,0.2291005291005291,0.23925070028011206,0.8579908675799087,13,271,1866,40,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_14_lag_5 > t2,6,0.16808080808080805,0.18271764049859146,0.2291005291005291,0.23925070028011206,0.8579908675799087,13,271,1866,40,6
single,anom_swh_median_deseasonalized_detrended_persistence_7_lag_7 > threshold,6,0.167461109879419,0.2137415566736115,0.21065864959276182,0.46358543417366943,0.5831050228310503,25,885,1252,28,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_14 > t2,6,0.16705461442303546,0.18631587735489907,0.19270833333333334,0.27696078431372545,0.852054794520548,16,287,1850,37,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_trend_3_lag_14 > t2,6,0.16684049585728244,0.18178767810182525,0.2575009567546881,0.3112745098039216,0.8191780821917809,15,358,1779,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_trend_3_lag_14 > t2,6,0.16684049585728244,0.18178767810182525,0.2575009567546881,0.3112745098039216,0.8191780821917809,15,358,1779,38,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_mean_deseasonalized_detrended_rel_change_7_lag_3 > t2,6,0.16648841354723706,0.1904123817849725,0.3111111111111111,0.13095238095238096,0.8748858447488584,8,229,1908,45,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_14_lag_1 > t2,6,0.16586921850079744,0.18554889849674316,0.1919191919191919,0.27696078431372545,0.8538812785388128,16,283,1854,37,6
single,anom_swh_median_deseasonalized_detrended_persistence_14_lag_7 > threshold,6,0.164445115072431,0.2099190924842475,0.19365223080654362,0.5644257703081232,0.5497716894977169,31,964,1173,22,6
single,anom_swh_median_deseasonalized_detrended_persistence_14_lag_1 > threshold,6,0.1640316497541567,0.20442218467744028,0.15071187104769193,0.5227591036414566,0.5589041095890411,29,942,1195,24,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_detrended_persistence_5_lag_3 > t2,6,0.16398467432950192,0.1524307243706238,0.1893343815513627,0.2811624649859944,0.8497716894977169,15,291,1846,38,6
single,anom_swh_p75_deseasonalized_detrended_persistence_14_lag_7 > threshold,6,0.163836096893617,0.2058370195322074,0.17900512939813626,0.5644257703081232,0.534703196347032,31,997,1140,22,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_5_lag_14 > t2,6,0.16316729119148474,0.1587656282442783,0.20397249809014517,0.3049719887955182,0.8200913242009132,16,357,1780,37,6
single,anom_swh_p25_deseasonalized_detrended_persistence_14_lag_3 > threshold,6,0.16297215561525671,0.2026962883262045,0.15221965389793998,0.5644257703081232,0.5228310502283104,31,1023,1114,22,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_14 > t2,6,0.16296440996446576,0.17627645751718085,0.33026695526695526,0.2707457983193277,0.830593607305936,14,332,1805,39,6
single,anom_swh_median_deseasonalized_detrended_persistence_14_lag_3 > threshold,6,0.16264702115718652,0.2060529617714101,0.15698586483186872,0.5019257703081232,0.5525114155251141,28,955,1182,25,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_persistence_5_lag_5 > t2,6,0.16127946127946127,0.17215827678254358,0.34188034188034183,0.16032913165266108,0.8538812785388128,10,277,1860,43,6
single,anom_swh_mean_deseasonalized_detrended_persistence_14_lag_7 > threshold,6,0.16070644075540036,0.2042590490654645,0.17621096770660058,0.5852591036414566,0.5127853881278539,32,1046,1091,21,6
or_2,anom_swh_max_waverys > t1 OR anom_swh_sd_deseasonalized_detrended_rel_change_7_lag_14 > t2,6,0.15988750718788924,0.14165981721102738,0.11378596850725307,0.5769432773109243,0.6255707762557078,34,801,1336,19,6
single,anom_swh_mean_deseasonalized_detrended_persistence_7_lag_7 > threshold,6,0.15945545682387788,0.20806044579310476,0.23212228760001244,0.3588060224089636,0.5995433789954339,20,844,1293,33,6
single,anom_swh_p25_deseasonalized_detrended_persistence_14_lag_7 > threshold,6,0.15942545699776114,0.2034701823646933,0.17505452369497476,0.5644257703081232,0.5342465753424658,31,998,1139,22,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_sd_deseasonalized_persistence_14_lag_5 > t2,6,0.1593834093834094,0.18379420143725478,0.19118357487922708,0.21029411764705883,0.8598173515981736,14,268,1869,39,6
single,anom_swh_p75_deseasonalized_detrended_persistence_14_lag_5 > threshold,6,0.1591448250999322,0.20103596846411018,0.1577514170209219,0.4560924369747899,0.5748858447488584,27,905,1232,26,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_persistence_7 > t2,6,0.15835707502374166,0.1349061562655369,0.2997936016511868,0.23357843137254905,0.8461187214611873,12,296,1841,41,6
single,anom_swh_p25_deseasonalized_detrended_persistence_14_lag_5 > threshold,6,0.15831960965233025,0.19752765240882778,0.15900775558394156,0.5546218487394958,0.5296803652968036,30,1007,1130,23,6
and_2,anom_swh_max_waverys > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_14_lag_1 > t2,6,0.15764895330112721,0.20604001600412303,0.31550580431177444,0.22401960784313726,0.8378995433789954,13,315,1822,40,6
single,anom_swh_median_deseasonalized_detrended_persistence_14_lag_5 > threshold,6,0.15756973849870023,0.19767785529669607,0.1624495575085319,0.5644257703081232,0.5251141552511416,31,1018,1119,22,6
