mean_loss,std_loss,max_loss,min_loss,zero_prob,method,n_simulations,mean_events_per_year,std_events_per_year,min_days,n_fishermen,daily_wage
134275.20975,11564.39860387279,171666.0,92565.0,0.0,independent_daily_probability_draws,4000,79.78325,6.8713004182250685,1,34.0,49.5
