rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
single,swh_max_swan > threshold,6,0.6546916059239819,0.06437552007410122,0.5947327176223942,0.7371970549767868,0.8100456621004567,407,281,1367,135,6
single,swh_p80_swan > threshold,6,0.6543148599104879,0.06799956034230167,0.60564518614654,0.7282922318935355,0.8114155251141552,405,276,1372,137,6
or_2,anom_swh_p80_trend_3 > t1 OR swh_p80_swan > t2,6,0.622471135159431,0.056781810752148554,0.513367606229192,0.8142960270468484,0.7547945205479453,450,445,1203,92,6
single,anom_swh_max_waverys > threshold,6,0.587577784725306,0.05161522154499499,0.6029295772083064,0.5874769099858771,0.8004566210045662,322,217,1431,220,6
piecewise,anom_swh_max_waverys > t1 if anom_swh_max_swan > t2 else anom_swh_max_waverys > t3,6,0.587577784725306,0.05161522154499499,0.6029295772083064,0.5874769099858771,0.8004566210045662,322,217,1431,220,6
majority_3,"Majority of anom_swh_p80_deseasonalized_trend_7, anom_swh_max_waverys, anom_swh_max_swan",6,0.5861277492281979,0.05493735339159096,0.5777013321916731,0.6040860288918172,0.7931506849315069,332,243,1405,210,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_median_deseasonalized_detrended > t2,6,0.5859059675051784,0.054502339830794264,0.5266510317186135,0.6950402454333741,0.7570776255707763,382,372,1276,160,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p80_abs_change_5 > t2,6,0.5854593897715673,0.04484426651320916,0.48926512265932004,0.7630855289118426,0.7260273972602741,417,475,1173,125,6
single,anom_swh_p80_waverys > threshold,6,0.5832466185156956,0.06303666735741215,0.5884492302973852,0.598894876830278,0.7958904109589041,327,232,1416,215,6
piecewise,anom_swh_p80_waverys > t1 if anom_swh_p80_deseasonalized_detrended_trend_3_lag_1 > t2 else anom_swh_p80_waverys > t3,6,0.5832466185156956,0.06303666735741215,0.5884492302973852,0.598894876830278,0.7958904109589041,327,232,1416,215,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_max_deseasonalized > t2,6,0.5820627160514474,0.058418814042268626,0.48897832874167474,0.7320358721679564,0.7442922374429224,400,418,1230,142,6
majority_3,"Majority of anom_swh_max_swan, anom_swh_p80_trend_3_lag_1, anom_swh_p80_waverys",6,0.5812234797179514,0.0711924128012934,0.551247301977958,0.6220280548513816,0.7844748858447489,341,271,1377,201,6
majority_3,"Majority of anom_swh_max_waverys, anom_swh_max_swan, anom_swh_p80_trend_3_lag_1",6,0.580937494993938,0.06627920880985497,0.5568917302198665,0.6156556081798431,0.7849315068493151,338,267,1381,204,6
majority_3,"Majority of anom_swh_p80_deseasonalized_trend_3_lag_1, anom_swh_p80_swan, anom_swh_p80_deseasonalized_detrended",6,0.576214262902348,0.06443928527831319,0.5530500321515062,0.6131098344058445,0.7817351598173516,334,270,1378,208,6
single,anom_swh_max_deseasonalized > threshold,6,0.5747974449681155,0.059361985245006944,0.5759124216150929,0.5832491213418242,0.7922374429223744,317,230,1418,225,6
piecewise,anom_swh_p80_swan > t1 if anom_swh_p80_deseasonalized_detrended > t2 else anom_swh_p80_swan > t3,6,0.5726614031597889,0.06600218801606074,0.5214289973201246,0.6679569317972162,0.7566210045662101,365,356,1292,177,6
single,anom_swh_p80_swan > threshold,6,0.5726614031597889,0.06600218801606074,0.5214289973201246,0.6679569317972162,0.7566210045662101,365,356,1292,177,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_median_trend_5 > t2,6,0.5722656597183666,0.05197218322648562,0.47912515519073967,0.7324799942352933,0.7287671232876712,399,451,1197,143,6
single,anom_swh_p75 > threshold,6,0.5711603941203381,0.05483544420921529,0.5382950592060126,0.6646707937173889,0.7547945205479452,356,351,1297,186,6
single,anom_swh_max_swan > threshold,6,0.5679375791131428,0.06102331539460404,0.540670737131206,0.6250184143970596,0.7680365296803654,344,310,1338,198,6
piecewise,anom_swh_max_swan > t1 if anom_swh_p80_trend_3_lag_1 > t2 else anom_swh_max_swan > t3,6,0.5679375791131428,0.06102331539460404,0.540670737131206,0.6250184143970596,0.7680365296803654,344,310,1338,198,6
piecewise,anom_swh_p80_deseasonalized > t1 if anom_swe_p80 > t2 else anom_swh_p80_deseasonalized > t3,6,0.5665734785266688,0.061214965878676295,0.561147975786098,0.5783193713186799,0.7844748858447489,316,246,1402,226,6
single,anom_swh_p80_deseasonalized > threshold,6,0.5665734785266688,0.061214965878676295,0.561147975786098,0.5783193713186799,0.7844748858447489,316,246,1402,226,6
majority_3,"Majority of anom_swh_p80_swan, anom_swh_p80_deseasonalized_detrended, anom_swh_p80_deseasonalized",6,0.5658092996889463,0.06423464484038773,0.5736469240107972,0.561242780164419,0.791324200913242,307,222,1426,235,6
single,anom_swh_max_deseasonalized_detrended > threshold,6,0.5637416575915905,0.07062515504968858,0.5682874906833016,0.5695583581353604,0.7885844748858447,313,234,1414,229,6
majority_3,"Majority of anom_swh_p80_deseasonalized, anom_swe_p80, anom_swh_p80_persistence_5",6,0.5637243223232112,0.0495476133228788,0.5345509558004876,0.6040062692827143,0.7721461187214612,334,291,1357,208,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p80_deseasonalized_detrended_abs_change_5 > t2,6,0.5632274757212371,0.06085669689350837,0.4682057258098568,0.7479262682190667,0.7045662100456621,409,514,1134,133,6
single,anom_swh_p75_deseasonalized > threshold,6,0.5629172852651609,0.0649598054470401,0.5660430246820682,0.5692226780476947,0.7849315068493151,310,239,1409,232,6
single,anom_swh_mean_waverys > threshold,6,0.562277012953033,0.07257087598360897,0.5700030385353412,0.5688448763706773,0.787214611872146,310,234,1414,232,6
single,anom_swh_p75_deseasonalized_detrended > threshold,6,0.5600093199174122,0.06642838997178624,0.5580494006365474,0.5726396578994538,0.7821917808219178,312,247,1401,230,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_min_trend_5 > t2,6,0.5597246528994082,0.05784187324244253,0.4389858711912375,0.7826177809030629,0.7004566210045663,425,539,1109,117,6
majority_3,"Majority of anom_swh_p80_deseasonalized_detrended, anom_swh_p80_deseasonalized, anom_swe_p80",6,0.5595078799278353,0.07278295867065807,0.5666591639385233,0.555638680919543,0.7885844748858447,305,226,1422,237,6
single,anom_swe_max > threshold,6,0.5584471305079101,0.04916740979989943,0.5290391170747945,0.6211406839581607,0.754337899543379,343,339,1309,199,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p75_deseasonalized_detrended_trend_7 > t2,6,0.5539556860046683,0.03981993491956645,0.44965782749312044,0.7754147059769766,0.6789954337899543,428,589,1059,114,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p25_trend_3 > t2,6,0.5535013324963898,0.04924251928472944,0.4647053967663876,0.7057078508346022,0.7232876712328767,380,444,1204,162,6
piecewise,anom_swh_p80_deseasonalized_detrended > t1 if anom_swh_p80_deseasonalized > t2 else anom_swh_p80_deseasonalized_detrended > t3,6,0.5530457763519071,0.071291117837307,0.5746326502218954,0.535755951337471,0.7904109589041095,293,210,1438,249,6
single,anom_swh_p80_deseasonalized_detrended > threshold,6,0.5530457763519071,0.071291117837307,0.5746326502218954,0.535755951337471,0.7904109589041095,293,210,1438,249,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p80_deseasonalized_detrended_trend_7 > t2,6,0.5529576222512617,0.0372578464907052,0.45117045313333604,0.7668021159362626,0.6812785388127853,423,579,1069,119,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_min_deseasonalized_detrended_trend_3 > t2,6,0.5528149219757749,0.03937026070014233,0.45691620629002033,0.707556535818329,0.7146118721461189,388,471,1177,154,6
single,anom_swh_mean_swan > threshold,6,0.5511910762403953,0.06467089523323698,0.5098987778459971,0.6306912411912589,0.7470319634703196,346,358,1290,196,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_median_deseasonalized_detrended_trend_5 > t2,6,0.5499246904612184,0.06207401428095078,0.44692806944188557,0.7494675081956665,0.6958904109589041,407,531,1117,135,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_median_deseasonalized_detrended_trend_7 > t2,6,0.5498664288605556,0.051707123528984995,0.43739083588087974,0.7885698422453205,0.6666666666666666,432,620,1028,110,6
single,anom_swh_mean_deseasonalized_detrended > threshold,6,0.5490316371235319,0.0798594873794555,0.5594819762284126,0.552984406895062,0.7794520547945206,304,245,1403,238,6
piecewise,anom_swh_p80_abs_change_5 > t1 if anom_swh_p80_deseasonalized_detrended_trend_14 > t2 else anom_swh_p80_abs_change_5 > t3,6,0.5472225289548044,0.0346268879145101,0.512530486378677,0.6103044132835126,0.7461187214611873,331,345,1303,211,6
single,anom_swh_p80_abs_change_5 > threshold,6,0.5472225289548044,0.0346268879145101,0.512530486378677,0.6103044132835126,0.7461187214611873,331,345,1303,211,6
single,anom_swh_max_abs_change_3 > threshold,6,0.546231953772389,0.07438261906803943,0.5414765000348414,0.5629385691052425,0.7712328767123289,310,269,1379,232,6
single,anom_swe_p80 > threshold,6,0.5443851736198303,0.052738560100002316,0.5746161013670833,0.5354169260128123,0.7840182648401827,294,225,1423,248,6
piecewise,anom_swe_p80 > t1 if anom_swh_p80_persistence_5 > t2 else anom_swe_p80 > t3,6,0.5443851736198303,0.052738560100002316,0.5746161013670833,0.5354169260128123,0.7840182648401827,294,225,1423,248,6
single,anom_swh_p25_trend_3 > threshold,6,0.5440991829423286,0.038365234337992896,0.5035796377318535,0.630464500436949,0.7429223744292237,336,357,1291,206,6
single,anom_swh_max_abs_change_5 > threshold,6,0.544029509375025,0.03753569152434691,0.514463504417465,0.6085881663636584,0.7452054794520548,331,347,1301,211,6
single,anom_swh_p75_abs_change_5 > threshold,6,0.5439767806845826,0.03092837892739546,0.5139315807347415,0.5983908884805008,0.7484018264840183,323,332,1316,219,6
single,anom_swh_mean_deseasonalized > threshold,6,0.5424159600620342,0.0782420565861273,0.5532916360945199,0.5450677402283953,0.7767123287671233,300,247,1401,242,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_p25_deseasonalized_trend_3 > t2,6,0.5400453999492869,0.03616841401268079,0.4457970936386182,0.7005853171672047,0.7063926940639269,384,485,1163,158,6
single,anom_swh_median_deseasonalized > threshold,6,0.5389723256270199,0.06286879190662105,0.5694752101305506,0.5502231591512093,0.769406392694064,303,266,1382,239,6
or_2,anom_swh_p80_trend_3 > t1 OR anom_swh_max_trend_3 > t2,6,0.5381913881625343,0.06770787887412008,0.5087705022089964,0.6021197780325279,0.7474885844748859,327,338,1310,215,6
single,anom_swh_p80_abs_change_3 > threshold,6,0.5368995024983187,0.07408526035446933,0.5122352389173009,0.5892851484608955,0.7515981735159817,320,322,1326,222,6
piecewise,anom_swh_p80_abs_change_3 > t1 if anom_swh_p80_deseasonalized_detrended_trend_5_lag_1 > t2 else anom_swh_p80_abs_change_3 > t3,6,0.5368995024983187,0.07408526035446933,0.5122352389173009,0.5892851484608955,0.7515981735159817,320,322,1326,222,6
