combination_id,type,description,features,thresholds,f1_score,mean_loss,max_loss,zero_prob
0,double_AND,swh_max_swan > t1 AND swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(2.0149999), np.float64(1.94670002))",0.6325136612021858,283425.2629285714,453918.4285714286,0.0
10,double_AND,swh_max_swan > t1 AND anom_swh_p75 > t2,"['swh_max_swan', 'anom_swh_p75']","(np.float64(2.0149999), np.float64(-0.0945104683958334))",0.6307277628032345,290153.90169642854,456258.2142857144,0.0
8,double_AND,swh_max_swan > t1 AND anom_swh_p80_swan > t2,"['swh_max_swan', 'anom_swh_p80_swan']","(np.float64(2.0149999), np.float64(-0.07881248129166653))",0.6330645161290323,291494.0139642857,456258.2142857144,0.0
12,double_AND,swh_max_swan > t1 AND anom_swh_max_swan > t2,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(2.0149999), np.float64(-0.024859385125000064))",0.6331994645247658,293441.300625,463277.5714285715,0.0
4,double_AND,swh_max_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(2.0149999), np.float64(-0.09718906249999992))",0.62982689747004,296184.1144285715,463277.5714285715,0.0
2,double_AND,swh_max_swan > t1 AND anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(2.0149999), np.float64(-0.04003906250000008))",0.6290643662906436,297836.5880892857,463277.5714285715,0.0
13,double_OR,swh_max_swan > t1 OR anom_swh_max_swan > t2,"['swh_max_swan', 'anom_swh_max_swan']","(np.float64(2.0149999), np.float64(0.79075521625))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
11,double_OR,swh_max_swan > t1 OR anom_swh_p75 > t2,"['swh_max_swan', 'anom_swh_p75']","(np.float64(2.0149999), np.float64(0.6937448643749999))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
9,double_OR,swh_max_swan > t1 OR anom_swh_p80_swan > t2,"['swh_max_swan', 'anom_swh_p80_swan']","(np.float64(2.0149999), np.float64(0.7098291535833331))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
6,double_AND,swh_max_swan > t1 AND anom_swh_max_deseasonalized > t2,"['swh_max_swan', 'anom_swh_max_deseasonalized']","(np.float64(2.0149999), np.float64(-0.4285974684937267))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
5,double_OR,swh_max_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_max_swan', 'anom_swh_p80_waverys']","(np.float64(2.0149999), np.float64(0.7535109374999992))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
3,double_OR,swh_max_swan > t1 OR anom_swh_max_waverys > t2,"['swh_max_swan', 'anom_swh_max_waverys']","(np.float64(2.0149999), np.float64(0.8361249999999989))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
7,double_OR,swh_max_swan > t1 OR anom_swh_max_deseasonalized > t2,"['swh_max_swan', 'anom_swh_max_deseasonalized']","(np.float64(2.0149999), np.float64(0.7560460750479395))",0.6282306163021868,298487.63346428575,463277.5714285715,0.0
14,double_AND,swh_p80_swan > t1 AND anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.94670002), np.float64(-0.04003906250000008))",0.630046326935804,299115.2809821428,465617.35714285716,0.0
18,double_AND,swh_p80_swan > t1 AND anom_swh_max_deseasonalized > t2,"['swh_p80_swan', 'anom_swh_max_deseasonalized']","(np.float64(1.94670002), np.float64(-0.4285974684937267))",0.6297029702970297,300398.65344642854,465617.35714285716,0.0
1,double_OR,swh_max_swan > t1 OR swh_p80_swan > t2,"['swh_max_swan', 'swh_p80_swan']","(np.float64(2.7080001599999997), np.float64(1.94670002))",0.6297029702970297,300398.65344642854,465617.35714285716,0.0
15,double_OR,swh_p80_swan > t1 OR anom_swh_max_waverys > t2,"['swh_p80_swan', 'anom_swh_max_waverys']","(np.float64(1.94670002), np.float64(0.8361249999999989))",0.6297029702970297,300398.65344642854,465617.35714285716,0.0
16,double_AND,swh_p80_swan > t1 AND anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.94670002), np.float64(-0.49652812499999976))",0.6297029702970297,300398.65344642854,465617.35714285716,0.0
17,double_OR,swh_p80_swan > t1 OR anom_swh_p80_waverys > t2,"['swh_p80_swan', 'anom_swh_p80_waverys']","(np.float64(1.94670002), np.float64(0.7535109374999992))",0.6297029702970297,300398.65344642854,465617.35714285716,0.0
19,double_OR,swh_p80_swan > t1 OR anom_swh_max_deseasonalized > t2,"['swh_p80_swan', 'anom_swh_max_deseasonalized']","(np.float64(1.94670002), np.float64(0.7560460750479395))",0.6297029702970297,300398.65344642854,465617.35714285716,0.0
