rule_idx,rule_name,rule_type,complexity,n_folds_successful,accuracy_mean,precision_mean,recall_mean,f1_mean,accuracy_std,precision_std,recall_std,f1_std,feature,feature1,feature2,thresholds_fold_0,thresholds_fold_1,thresholds_fold_2,thresholds_fold_3,thresholds_fold_4,thresholds_fold_5,thresholds_mean
1018,(anom_swh_max_rel_change_5_swan > t1) OR (swh_max_trend_5_swan > t2),or,2,6,0.6593607305936072,0.40601868678738295,0.7610743241734901,0.5252123374605999,0.07294511615603966,0.06443746167359359,0.05021136273291722,0.0470066630215172,anom_swh_max_rel_change_5_swan + swh_max_trend_5_swan,anom_swh_max_rel_change_5_swan,swh_max_trend_5_swan,anom_swh_max_rel_change_5:267.0226 | swh_max_trend_5:0.0343,anom_swh_max_rel_change_5:-57.9475 | swh_max_trend_5:0.001,anom_swh_max_rel_change_5:219.7229 | swh_max_trend_5:0.0693,anom_swh_max_rel_change_5:240.6126 | swh_max_trend_5:0.0019,anom_swh_max_rel_change_5:225.3808 | swh_max_trend_5:0.0343,anom_swh_max_rel_change_5:133.6461 | swh_max_trend_5:0.0898,anom_swh_max_rel_change_5:171.4063 | swh_max_trend_5:0.0384
671,(anom_swh_max_abs_change_14_swan > t1) OR (anom_swh_max_ma_3_swan > t2),or,2,6,0.7246575342465752,0.4626393799021085,0.6190175139078473,0.5251111394301429,0.05983129259972577,0.04719235731257642,0.09350974227779633,0.049684141357005544,anom_swh_max_abs_change_14_swan + anom_swh_max_ma_3_swan,anom_swh_max_abs_change_14_swan,anom_swh_max_ma_3_swan,anom_swh_max_abs_change_14:0.4729 | anom_swh_max_ma_3:0.358,anom_swh_max_abs_change_14:0.2911 | anom_swh_max_ma_3:0.4158,anom_swh_max_abs_change_14:0.4299 | anom_swh_max_ma_3:0.3573,anom_swh_max_abs_change_14:0.3575 | anom_swh_max_ma_3:0.2204,anom_swh_max_abs_change_14:0.1327 | anom_swh_max_ma_3:0.423,anom_swh_max_abs_change_14:0.6788 | anom_swh_max_ma_3:0.4179,anom_swh_max_abs_change_14:0.3938 | anom_swh_max_ma_3:0.3654
64,(anom_swh_max_abs_change_14_swan > t1) AND (swh_max_rel_change_5_swan > t2),and,2,6,0.7662100456621005,0.5351245569837831,0.524427929183401,0.5251090605877051,0.04408225894482983,0.059448728305130094,0.0556514068584301,0.02239109899475996,anom_swh_max_abs_change_14_swan + swh_max_rel_change_5_swan,anom_swh_max_abs_change_14_swan,swh_max_rel_change_5_swan,anom_swh_max_abs_change_14:0.1477 | swh_max_rel_change_5:9.6904,anom_swh_max_abs_change_14:0.1292 | swh_max_rel_change_5:1.1006,anom_swh_max_abs_change_14:0.3449 | swh_max_rel_change_5:7.8794,anom_swh_max_abs_change_14:0.1173 | swh_max_rel_change_5:0.9124,anom_swh_max_abs_change_14:-0.0116 | swh_max_rel_change_5:0.9078,anom_swh_max_abs_change_14:-0.0168 | swh_max_rel_change_5:25.9436,anom_swh_max_abs_change_14:0.1185 | swh_max_rel_change_5:7.739
823,(anom_swh_max_ma_14_swan > t1) OR (swh_max_rel_change_3_swan > t2),or,2,6,0.7109589041095891,0.44205220142519003,0.6606323605883152,0.525095149324824,0.045646115923678225,0.041488017785970964,0.11809877598059376,0.05913493121457767,anom_swh_max_ma_14_swan + swh_max_rel_change_3_swan,anom_swh_max_ma_14_swan,swh_max_rel_change_3_swan,anom_swh_max_ma_14:0.3487 | swh_max_rel_change_3:14.0402,anom_swh_max_ma_14:0.3552 | swh_max_rel_change_3:18.5185,anom_swh_max_ma_14:0.376 | swh_max_rel_change_3:13.8604,anom_swh_max_ma_14:0.3896 | swh_max_rel_change_3:6.2008,anom_swh_max_ma_14:0.3866 | swh_max_rel_change_3:6.298,anom_swh_max_ma_14:0.3916 | swh_max_rel_change_3:32.1138,anom_swh_max_ma_14:0.3746 | swh_max_rel_change_3:15.172
911,(anom_swh_max_ma_5_swan > t1) OR (swh_max_rel_change_5_swan > t2),or,2,6,0.6831050228310502,0.42464280880085026,0.7022767940679987,0.5250231790418095,0.0778240813895514,0.03944898261363227,0.07975332875984585,0.026568281044620733,anom_swh_max_ma_5_swan + swh_max_rel_change_5_swan,anom_swh_max_ma_5_swan,swh_max_rel_change_5_swan,anom_swh_max_ma_5:0.2362 | swh_max_rel_change_5:33.0277,anom_swh_max_ma_5:0.3791 | swh_max_rel_change_5:1.1006,anom_swh_max_ma_5:0.5176 | swh_max_rel_change_5:7.8794,anom_swh_max_ma_5:0.4608 | swh_max_rel_change_5:16.0695,anom_swh_max_ma_5:0.4535 | swh_max_rel_change_5:0.9078,anom_swh_max_ma_5:0.5235 | swh_max_rel_change_5:25.9436,anom_swh_max_ma_5:0.4284 | swh_max_rel_change_5:14.1548
117,(anom_swh_max_abs_change_5_swan > t1) AND (anom_swh_max_trend_3_swan > t2),and,2,6,0.7739726027397261,0.5595667142024042,0.5042979787086662,0.5249716139328154,0.0497130063332166,0.08649295730559844,0.05720034214943865,0.050410467938078414,anom_swh_max_abs_change_5_swan + anom_swh_max_trend_3_swan,anom_swh_max_abs_change_5_swan,anom_swh_max_trend_3_swan,anom_swh_max_abs_change_5:0.1266 | anom_swh_max_trend_3:-0.013,anom_swh_max_abs_change_5:0.0189 | anom_swh_max_trend_3:0.0379,anom_swh_max_abs_change_5:0.3214 | anom_swh_max_trend_3:-0.0111,anom_swh_max_abs_change_5:0.0066 | anom_swh_max_trend_3:0.0395,anom_swh_max_abs_change_5:0.0042 | anom_swh_max_trend_3:0.1251,anom_swh_max_abs_change_5:0.5038 | anom_swh_max_trend_3:-0.0078,anom_swh_max_abs_change_5:0.1636 | anom_swh_max_trend_3:0.0284
627,(swh_max_ma_7_swan > t1) AND (swh_max_trend_3_swan > t2),and,2,6,0.791324200913242,0.5945421795165521,0.47284532924157335,0.5248060567248015,0.034597893588154564,0.1009822941550147,0.059131698313206534,0.07141702975932604,swh_max_ma_7_swan + swh_max_trend_3_swan,swh_max_ma_7_swan,swh_max_trend_3_swan,swh_max_ma_7:1.9325 | swh_max_trend_3:-0.015,swh_max_ma_7:1.8868 | swh_max_trend_3:-0.0112,swh_max_ma_7:1.8986 | swh_max_trend_3:-0.0113,swh_max_ma_7:1.9062 | swh_max_trend_3:0.0362,swh_max_ma_7:1.9136 | swh_max_trend_3:-0.0137,swh_max_ma_7:1.8902 | swh_max_trend_3:0.0362,swh_max_ma_7:1.9046 | swh_max_trend_3:0.0035
847,(anom_swh_max_ma_2_swan > t1) OR (swh_max_ma_14_swan > t2),or,2,6,0.6890410958904111,0.43285522285085687,0.7033076170291276,0.5247496846650982,0.0827038840993073,0.04491552984309489,0.16094537087550906,0.0501681052602689,anom_swh_max_ma_2_swan + swh_max_ma_14_swan,anom_swh_max_ma_2_swan,swh_max_ma_14_swan,anom_swh_max_ma_2:0.2324 | swh_max_ma_14:2.2239,anom_swh_max_ma_2:0.2868 | swh_max_ma_14:1.8683,anom_swh_max_ma_2:0.218 | swh_max_ma_14:2.2138,anom_swh_max_ma_2:0.136 | swh_max_ma_14:2.2807,anom_swh_max_ma_2:0.4473 | swh_max_ma_14:2.2249,anom_swh_max_ma_2:0.3635 | swh_max_ma_14:2.1302,anom_swh_max_ma_2:0.2807 | swh_max_ma_14:2.157
1156,(swh_max_abs_change_14_swan > t1) OR (swh_max_trend_14_swan > t2),or,2,6,0.71324200913242,0.4487863543204152,0.642881698434928,0.5244964849325319,0.05667253510173591,0.042910536199312954,0.07505693182601983,0.028698923397336616,swh_max_abs_change_14_swan + swh_max_trend_14_swan,swh_max_abs_change_14_swan,swh_max_trend_14_swan,swh_max_abs_change_14:0.41 | swh_max_trend_14:0.0498,swh_max_abs_change_14:0.0237 | swh_max_trend_14:0.0202,swh_max_abs_change_14:0.2735 | swh_max_trend_14:0.0392,swh_max_abs_change_14:0.2675 | swh_max_trend_14:0.0531,swh_max_abs_change_14:0.1425 | swh_max_trend_14:0.0549,swh_max_abs_change_14:0.3719 | swh_max_trend_14:0.055,swh_max_abs_change_14:0.2482 | swh_max_trend_14:0.0454
477,(anom_swh_max_trend_5_swan > t1) AND (swh_max_abs_change_14_swan > t2),and,2,6,0.7598173515981735,0.5126263637731527,0.5448955458776766,0.5243573472289987,0.036023895750348915,0.03271762694095417,0.08025124638062846,0.041599042192419465,anom_swh_max_trend_5_swan + swh_max_abs_change_14_swan,anom_swh_max_trend_5_swan,swh_max_abs_change_14_swan,anom_swh_max_trend_5:0.0645 | swh_max_abs_change_14:0.17,anom_swh_max_trend_5:0.0322 | swh_max_abs_change_14:0.0237,anom_swh_max_trend_5:0.0012 | swh_max_abs_change_14:0.015,anom_swh_max_trend_5:0.0022 | swh_max_abs_change_14:-0.0037,anom_swh_max_trend_5:0.0014 | swh_max_abs_change_14:0.005,anom_swh_max_trend_5:0.0847 | swh_max_abs_change_14:-0.0025,anom_swh_max_trend_5:0.031 | swh_max_abs_change_14:0.0346
1022,(anom_swh_max_rel_change_7_swan > t1) OR (anom_swh_max_trend_3_swan > t2),or,2,6,0.7164383561643836,0.44850634886230556,0.644594520508371,0.5243351837977785,0.019161767359230426,0.07901384595629857,0.05843659616555143,0.06373267857396536,anom_swh_max_rel_change_7_swan + anom_swh_max_trend_3_swan,anom_swh_max_rel_change_7_swan,anom_swh_max_trend_3_swan,anom_swh_max_rel_change_7:167.3502 | anom_swh_max_trend_3:0.0937,anom_swh_max_rel_change_7:304.4607 | anom_swh_max_trend_3:0.0927,anom_swh_max_rel_change_7:289.6816 | anom_swh_max_trend_3:0.0884,anom_swh_max_rel_change_7:280.5128 | anom_swh_max_trend_3:0.0395,anom_swh_max_rel_change_7:250.5403 | anom_swh_max_trend_3:0.1251,anom_swh_max_rel_change_7:257.7187 | anom_swh_max_trend_3:0.0948,anom_swh_max_rel_change_7:258.3774 | anom_swh_max_trend_3:0.089
1150,(swh_max_abs_change_14_swan > t1) OR (swh_max_ma_7_swan > t2),or,2,6,0.7114155251141553,0.4525440203071782,0.6432262159887226,0.5242904224016249,0.06980777952068073,0.038260811222814134,0.10700413913402415,0.02259153801239465,swh_max_abs_change_14_swan + swh_max_ma_7_swan,swh_max_abs_change_14_swan,swh_max_ma_7_swan,swh_max_abs_change_14:0.41 | swh_max_ma_7:2.1986,swh_max_abs_change_14:0.158 | swh_max_ma_7:2.0635,swh_max_abs_change_14:0.2735 | swh_max_ma_7:2.3564,swh_max_abs_change_14:0.2675 | swh_max_ma_7:1.9956,swh_max_abs_change_14:0.4815 | swh_max_ma_7:2.274,swh_max_abs_change_14:0.475 | swh_max_ma_7:2.3564,swh_max_abs_change_14:0.3443 | swh_max_ma_7:2.2074
560,(swh_max_abs_change_5_swan > t1) AND (swh_max_trend_7_swan > t2),and,2,6,0.7333333333333334,0.4836142058321136,0.5845187979995549,0.5242573404492691,0.07021874990590352,0.05506878659524572,0.07217345798094592,0.03450964150205573,swh_max_abs_change_5_swan + swh_max_trend_7_swan,swh_max_abs_change_5_swan,swh_max_trend_7_swan,swh_max_abs_change_5:0.2967 | swh_max_trend_7:0.0683,swh_max_abs_change_5:0.0225 | swh_max_trend_7:0.0041,swh_max_abs_change_5:0.14 | swh_max_trend_7:0.0015,swh_max_abs_change_5:0.14 | swh_max_trend_7:0.004,swh_max_abs_change_5:0.139 | swh_max_trend_7:0.0041,swh_max_abs_change_5:0.4345 | swh_max_trend_7:0.081,swh_max_abs_change_5:0.1955 | swh_max_trend_7:0.0272
564,(swh_max_abs_change_7_swan > t1) AND (swh_max_ma_5_swan > t2),and,2,6,0.7721461187214612,0.5455838863969645,0.5099356156779012,0.5242318213203443,0.04995567351899597,0.06861053140515287,0.06701760239303427,0.05490766632592296,swh_max_abs_change_7_swan + swh_max_ma_5_swan,swh_max_abs_change_7_swan,swh_max_ma_5_swan,swh_max_abs_change_7:0.1645 | swh_max_ma_5:2.0326,swh_max_abs_change_7:0.0225 | swh_max_ma_5:1.8725,swh_max_abs_change_7:0.265 | swh_max_ma_5:1.8885,swh_max_abs_change_7:0.0125 | swh_max_ma_5:1.8972,swh_max_abs_change_7:0.1425 | swh_max_ma_5:1.9045,swh_max_abs_change_7:0.285 | swh_max_ma_5:1.879,swh_max_abs_change_7:0.1487 | swh_max_ma_5:1.9124
828,(anom_swh_max_ma_14_swan > t1) OR (swh_max_trend_3_swan > t2),or,2,6,0.7031963470319634,0.43876564476263996,0.6690305082987483,0.5241159902998328,0.05875347984097473,0.06717923636520616,0.10872144553531753,0.05693142676828771,anom_swh_max_ma_14_swan + swh_max_trend_3_swan,anom_swh_max_ma_14_swan,swh_max_trend_3_swan,anom_swh_max_ma_14:0.254 | swh_max_trend_3:0.18,anom_swh_max_ma_14:0.3552 | swh_max_trend_3:-0.0112,anom_swh_max_ma_14:0.376 | swh_max_trend_3:0.035,anom_swh_max_ma_14:0.3896 | swh_max_trend_3:0.13,anom_swh_max_ma_14:0.3866 | swh_max_trend_3:0.179,anom_swh_max_ma_14:0.3916 | swh_max_trend_3:0.1338,anom_swh_max_ma_14:0.3588 | swh_max_trend_3:0.1078
561,(swh_max_abs_change_7_swan > t1) AND (swh_max_ma_14_swan > t2),and,2,6,0.7821917808219178,0.5739704268855267,0.4880486746755383,0.5240625441394912,0.05061083069016756,0.09802815737255251,0.07744142299338017,0.0744610541732245,swh_max_abs_change_7_swan + swh_max_ma_14_swan,swh_max_abs_change_7_swan,swh_max_ma_14_swan,swh_max_abs_change_7:0.1645 | swh_max_ma_14:1.9307,swh_max_abs_change_7:0.0225 | swh_max_ma_14:1.8683,swh_max_abs_change_7:0.0112 | swh_max_ma_14:1.893,swh_max_abs_change_7:0.0125 | swh_max_ma_14:1.9039,swh_max_abs_change_7:0.0125 | swh_max_ma_14:1.9112,swh_max_abs_change_7:0.0125 | swh_max_ma_14:1.8891,swh_max_abs_change_7:0.0393 | swh_max_ma_14:1.8994
1017,(anom_swh_max_rel_change_5_swan > t1) OR (swh_max_trend_3_swan > t2),or,2,6,0.6977168949771689,0.43019194986298653,0.6875623481265688,0.5240136024101689,0.028103529777952746,0.07185598703953869,0.08933907716531812,0.06343484378133032,anom_swh_max_rel_change_5_swan + swh_max_trend_3_swan,anom_swh_max_rel_change_5_swan,swh_max_trend_3_swan,anom_swh_max_rel_change_5:-48.1386 | swh_max_trend_3:0.18,anom_swh_max_rel_change_5:265.0344 | swh_max_trend_3:0.0987,anom_swh_max_rel_change_5:219.7229 | swh_max_trend_3:0.035,anom_swh_max_rel_change_5:240.6126 | swh_max_trend_3:0.0362,anom_swh_max_rel_change_5:225.3808 | swh_max_trend_3:0.135,anom_swh_max_rel_change_5:238.73 | swh_max_trend_3:0.1338,anom_swh_max_rel_change_5:190.2237 | swh_max_trend_3:0.1031
976,(anom_swh_max_rel_change_3_swan > t1) OR (anom_swh_max_trend_5_swan > t2),or,2,6,0.6899543378995435,0.43274663598256385,0.6957276940976099,0.5238362292227257,0.06337827167878571,0.08532806253768482,0.10583478052546445,0.058055143681099784,anom_swh_max_rel_change_3_swan + anom_swh_max_trend_5_swan,anom_swh_max_rel_change_3_swan,anom_swh_max_trend_5_swan,anom_swh_max_rel_change_3:-51.206 | anom_swh_max_trend_5:0.0645,anom_swh_max_rel_change_3:19.2989 | anom_swh_max_trend_5:0.0322,anom_swh_max_rel_change_3:266.3923 | anom_swh_max_trend_5:0.0653,anom_swh_max_rel_change_3:33.6217 | anom_swh_max_trend_5:0.1345,anom_swh_max_rel_change_3:247.0662 | anom_swh_max_trend_5:0.065,anom_swh_max_rel_change_3:263.0235 | anom_swh_max_trend_5:0.0847,anom_swh_max_rel_change_3:129.6994 | anom_swh_max_trend_5:0.0744
465,(anom_swh_max_trend_3_swan > t1) AND (swh_max_ma_5_swan > t2),and,2,6,0.787214611872146,0.5790313046325998,0.4851120793914361,0.5234956404617294,0.0320936682937088,0.09710128138011544,0.08686366686044941,0.0804580115831225,anom_swh_max_trend_3_swan + swh_max_ma_5_swan,anom_swh_max_trend_3_swan,swh_max_ma_5_swan,anom_swh_max_trend_3:-0.013 | swh_max_ma_5:1.921,anom_swh_max_trend_3:-0.0132 | swh_max_ma_5:1.8725,anom_swh_max_trend_3:-0.0111 | swh_max_ma_5:1.8885,anom_swh_max_trend_3:-0.0074 | swh_max_ma_5:1.8972,anom_swh_max_trend_3:-0.0079 | swh_max_ma_5:1.9045,anom_swh_max_trend_3:-0.0078 | swh_max_ma_5:1.879,anom_swh_max_trend_3:-0.0101 | swh_max_ma_5:1.8938
484,(anom_swh_max_trend_5_swan > t1) AND (swh_max_ma_5_swan > t2),and,2,6,0.7853881278538811,0.5738342466233832,0.4884747656200244,0.5232841860310139,0.03988055810209688,0.08049865518808787,0.09714467708305818,0.07909985702768442,anom_swh_max_trend_5_swan + swh_max_ma_5_swan,anom_swh_max_trend_5_swan,swh_max_ma_5_swan,anom_swh_max_trend_5:0.0012 | swh_max_ma_5:2.0326,anom_swh_max_trend_5:0.0044 | swh_max_ma_5:1.8725,anom_swh_max_trend_5:0.0012 | swh_max_ma_5:1.8885,anom_swh_max_trend_5:0.0022 | swh_max_ma_5:1.8972,anom_swh_max_trend_5:0.0014 | swh_max_ma_5:1.9045,anom_swh_max_trend_5:0.0297 | swh_max_ma_5:1.879,anom_swh_max_trend_5:0.0067 | swh_max_ma_5:1.9124
963,(anom_swh_max_rel_change_14_swan > t1) OR (swh_max_rel_change_3_swan > t2),or,2,6,0.6890410958904111,0.4222518007734726,0.6957821970032717,0.5232841471923906,0.047631064796475886,0.054810697694114494,0.05147233406067193,0.045969766330212936,anom_swh_max_rel_change_14_swan + swh_max_rel_change_3_swan,anom_swh_max_rel_change_14_swan,swh_max_rel_change_3_swan,anom_swh_max_rel_change_14:21.6523 | swh_max_rel_change_3:14.0402,anom_swh_max_rel_change_14:-21.9247 | swh_max_rel_change_3:18.5185,anom_swh_max_rel_change_14:114.0052 | swh_max_rel_change_3:13.8604,anom_swh_max_rel_change_14:228.4114 | swh_max_rel_change_3:6.2008,anom_swh_max_rel_change_14:216.7004 | swh_max_rel_change_3:6.298,anom_swh_max_rel_change_14:52.5747 | swh_max_rel_change_3:32.1138,anom_swh_max_rel_change_14:101.9032 | swh_max_rel_change_3:15.172
1242,(swh_max_ma_5_swan > t1) OR (swh_max_rel_change_14_swan > t2),or,2,6,0.6785388127853881,0.4159070820644874,0.7160652971220456,0.523149201939366,0.06665415532815606,0.009471617459489509,0.10680176945907541,0.028341913742907652,swh_max_ma_5_swan + swh_max_rel_change_14_swan,swh_max_ma_5_swan,swh_max_rel_change_14_swan,swh_max_ma_5:2.125 | swh_max_rel_change_14:27.183,swh_max_ma_5:2.3872 | swh_max_rel_change_14:1.3362,swh_max_ma_5:1.8885 | swh_max_rel_change_14:41.3495,swh_max_ma_5:1.8972 | swh_max_rel_change_14:45.8288,swh_max_ma_5:2.403 | swh_max_rel_change_14:8.1542,swh_max_ma_5:2.2987 | swh_max_rel_change_14:27.6925,swh_max_ma_5:2.1666 | swh_max_rel_change_14:25.2574
1028,(anom_swh_max_rel_change_7_swan > t1) OR (swh_max_abs_change_7_swan > t2),or,2,6,0.6817351598173516,0.42415450103219793,0.7039220720640867,0.5231238631964601,0.06985704454160468,0.03370612428630271,0.10206461198306875,0.015309669477267692,anom_swh_max_rel_change_7_swan + swh_max_abs_change_7_swan,anom_swh_max_rel_change_7_swan,swh_max_abs_change_7_swan,anom_swh_max_rel_change_7:167.3502 | swh_max_abs_change_7:0.1645,anom_swh_max_rel_change_7:304.4607 | swh_max_abs_change_7:0.151,anom_swh_max_rel_change_7:-56.974 | swh_max_abs_change_7:0.4325,anom_swh_max_rel_change_7:280.5128 | swh_max_abs_change_7:0.0125,anom_swh_max_rel_change_7:250.5403 | swh_max_abs_change_7:0.1425,anom_swh_max_rel_change_7:257.7187 | swh_max_abs_change_7:0.5825,anom_swh_max_rel_change_7:200.6015 | swh_max_abs_change_7:0.2476
850,(anom_swh_max_ma_2_swan > t1) OR (swh_max_ma_5_swan > t2),or,2,6,0.6926940639269406,0.42786009319827717,0.6884190341030333,0.523022498940092,0.06367366657038026,0.0387875430520343,0.12080568366775132,0.052613802780128095,anom_swh_max_ma_2_swan + swh_max_ma_5_swan,anom_swh_max_ma_2_swan,swh_max_ma_5_swan,anom_swh_max_ma_2:0.1528 | swh_max_ma_5:2.3533,anom_swh_max_ma_2:0.2868 | swh_max_ma_5:2.0809,anom_swh_max_ma_2:0.218 | swh_max_ma_5:2.3955,anom_swh_max_ma_2:0.6252 | swh_max_ma_5:1.8972,anom_swh_max_ma_2:0.3674 | swh_max_ma_5:1.9045,anom_swh_max_ma_2:0.3635 | swh_max_ma_5:2.2987,anom_swh_max_ma_2:0.3356 | swh_max_ma_5:2.155
164,(anom_swh_max_abs_change_7_swan > t1) AND (swh_max_rel_change_7_swan > t2),and,2,6,0.7378995433789953,0.48368664418824414,0.5861828474040107,0.5228834657106196,0.04467424587629227,0.05979041726525927,0.0673615694954449,0.019367214676098032,anom_swh_max_abs_change_7_swan + swh_max_rel_change_7_swan,anom_swh_max_abs_change_7_swan,swh_max_rel_change_7_swan,anom_swh_max_abs_change_7:0.4408 | swh_max_rel_change_7:8.0844,anom_swh_max_abs_change_7:0.0402 | swh_max_rel_change_7:8.3733,anom_swh_max_abs_change_7:0.3323 | swh_max_rel_change_7:0.546,anom_swh_max_abs_change_7:0.0177 | swh_max_rel_change_7:7.8709,anom_swh_max_abs_change_7:0.1396 | swh_max_rel_change_7:7.7805,anom_swh_max_abs_change_7:0.2642 | swh_max_rel_change_7:7.8964,anom_swh_max_abs_change_7:0.2058 | swh_max_rel_change_7:6.7586
550,(swh_max_abs_change_5_swan > t1) AND (swh_max_ma_5_swan > t2),and,2,6,0.7767123287671233,0.5673555955677575,0.4911920599371922,0.522838908016375,0.06346374920822236,0.08025930428539182,0.07985967407803563,0.06810320894609542,swh_max_abs_change_5_swan + swh_max_ma_5_swan,swh_max_abs_change_5_swan,swh_max_ma_5_swan,swh_max_abs_change_5:0.0413 | swh_max_ma_5:2.0326,swh_max_abs_change_5:0.0225 | swh_max_ma_5:1.8725,swh_max_abs_change_5:0.14 | swh_max_ma_5:1.8885,swh_max_abs_change_5:0.0175 | swh_max_ma_5:1.8972,swh_max_abs_change_5:0.0175 | swh_max_ma_5:1.9045,swh_max_abs_change_5:0.4345 | swh_max_ma_5:1.879,swh_max_abs_change_5:0.1122 | swh_max_ma_5:1.9124
889,(anom_swh_max_ma_3_swan > t1) OR (swh_max_trend_7_swan > t2),or,2,6,0.6977168949771689,0.4425731422844954,0.6570897226046757,0.5227902031510696,0.0861260328975513,0.05774663453268241,0.07703567456359384,0.035448886424036735,anom_swh_max_ma_3_swan + swh_max_trend_7_swan,anom_swh_max_ma_3_swan,swh_max_trend_7_swan,anom_swh_max_ma_3:0.358 | swh_max_trend_7:0.0999,anom_swh_max_ma_3:0.4158 | swh_max_trend_7:0.0285,anom_swh_max_ma_3:0.3573 | swh_max_trend_7:0.0754,anom_swh_max_ma_3:0.3074 | swh_max_trend_7:0.004,anom_swh_max_ma_3:0.4948 | swh_max_trend_7:0.0041,anom_swh_max_ma_3:0.5762 | swh_max_trend_7:0.081,anom_swh_max_ma_3:0.4183 | swh_max_trend_7:0.0488
1206,(swh_max_ma_14_swan > t1) OR (swh_max_ma_3_swan > t2),or,2,6,0.6826484018264841,0.42169446286560547,0.7025164471416443,0.5223390542363545,0.07681689980723422,0.042325075281636884,0.11145291071234516,0.04216384031789703,swh_max_ma_14_swan + swh_max_ma_3_swan,swh_max_ma_14_swan,swh_max_ma_3_swan,swh_max_ma_14:2.2239 | swh_max_ma_3:2.1708,swh_max_ma_14:1.9869 | swh_max_ma_3:1.8483,swh_max_ma_14:2.1717 | swh_max_ma_3:2.0982,swh_max_ma_14:2.1482 | swh_max_ma_3:1.8675,swh_max_ma_14:2.2249 | swh_max_ma_3:1.8783,swh_max_ma_14:2.0844 | swh_max_ma_3:2.095,swh_max_ma_14:2.14 | swh_max_ma_3:1.993
768,(anom_swh_max_abs_change_7_swan > t1) OR (anom_swh_max_ma_14_swan > t2),or,2,6,0.6648401826484017,0.4051643989778837,0.7417694842819822,0.5222458196127414,0.06428471313380113,0.032217797772664446,0.06386022944713843,0.029428405581001654,anom_swh_max_abs_change_7_swan + anom_swh_max_ma_14_swan,anom_swh_max_abs_change_7_swan,anom_swh_max_ma_14_swan,anom_swh_max_abs_change_7:0.4408 | anom_swh_max_ma_14:0.2704,anom_swh_max_abs_change_7:0.1578 | anom_swh_max_ma_14:0.3552,anom_swh_max_abs_change_7:0.4143 | anom_swh_max_ma_14:0.2139,anom_swh_max_abs_change_7:0.0177 | anom_swh_max_ma_14:0.3896,anom_swh_max_abs_change_7:0.0164 | anom_swh_max_ma_14:0.3866,anom_swh_max_abs_change_7:0.2642 | anom_swh_max_ma_14:0.3916,anom_swh_max_abs_change_7:0.2185 | anom_swh_max_ma_14:0.3346
456,(anom_swh_max_trend_3_swan > t1) AND (anom_swh_max_trend_5_swan > t2),and,2,6,0.7744292237442921,0.5462400877391006,0.5079008900497092,0.5220428166211298,0.027106524346403347,0.09485508785034913,0.06260302762000988,0.0640420771916366,anom_swh_max_trend_3_swan + anom_swh_max_trend_5_swan,anom_swh_max_trend_3_swan,anom_swh_max_trend_5_swan,anom_swh_max_trend_3:-0.013 | anom_swh_max_trend_5:0.0645,anom_swh_max_trend_3:0.0927 | anom_swh_max_trend_5:0.0044,anom_swh_max_trend_3:-0.0111 | anom_swh_max_trend_5:0.0835,anom_swh_max_trend_3:0.0395 | anom_swh_max_trend_5:0.0022,anom_swh_max_trend_3:0.1251 | anom_swh_max_trend_5:0.0014,anom_swh_max_trend_3:-0.0078 | anom_swh_max_trend_5:0.0847,anom_swh_max_trend_3:0.0376 | anom_swh_max_trend_5:0.0401
59,(anom_swh_max_abs_change_14_swan > t1) AND (swh_max_ma_3_swan > t2),and,2,6,0.7511415525114155,0.5107420357420357,0.5508234313990051,0.5220271707119434,0.05306439039655782,0.09671334429850259,0.07239775829373724,0.051739045772025,anom_swh_max_abs_change_14_swan + swh_max_ma_3_swan,anom_swh_max_abs_change_14_swan,swh_max_ma_3_swan,anom_swh_max_abs_change_14:0.0265 | swh_max_ma_3:2.1708,anom_swh_max_abs_change_14:-0.0211 | swh_max_ma_3:1.8483,anom_swh_max_abs_change_14:0.2783 | swh_max_ma_3:1.8608,anom_swh_max_abs_change_14:-0.0246 | swh_max_ma_3:1.8675,anom_swh_max_abs_change_14:-0.0116 | swh_max_ma_3:1.8783,anom_swh_max_abs_change_14:-0.0168 | swh_max_ma_3:1.9677,anom_swh_max_abs_change_14:0.0385 | swh_max_ma_3:1.9322
824,(anom_swh_max_ma_14_swan > t1) OR (swh_max_rel_change_5_swan > t2),or,2,6,0.6689497716894977,0.41100076076040354,0.732443026740229,0.5219926727848455,0.06593234156329263,0.031043619092180154,0.10143381192742085,0.02543861129759299,anom_swh_max_ma_14_swan + swh_max_rel_change_5_swan,anom_swh_max_ma_14_swan,swh_max_rel_change_5_swan,anom_swh_max_ma_14:0.3487 | swh_max_rel_change_5:9.6904,anom_swh_max_ma_14:0.3552 | swh_max_rel_change_5:16.8704,anom_swh_max_ma_14:0.2139 | swh_max_rel_change_5:19.6051,anom_swh_max_ma_14:0.3896 | swh_max_rel_change_5:0.9124,anom_swh_max_ma_14:0.3866 | swh_max_rel_change_5:7.8299,anom_swh_max_ma_14:0.3916 | swh_max_rel_change_5:25.9436,anom_swh_max_ma_14:0.3476 | swh_max_rel_change_5:13.4753
