rule_idx,rule_name,rule_type,complexity,n_folds_successful,accuracy_mean,precision_mean,recall_mean,f1_mean,accuracy_std,precision_std,recall_std,f1_std,feature,feature1,feature2,thresholds_fold_0,thresholds_fold_1,thresholds_fold_2,thresholds_fold_3,thresholds_fold_4,thresholds_fold_5,thresholds_mean
1287,(swh_max_swan > t1) OR (swh_max_trend_3_swan > t2),or,2,6,0.8187214611872147,0.6241415246808257,0.7114900182921104,0.6589599928397291,0.044834974448530455,0.0962465564795399,0.05334068774392928,0.05380611353333064,swh_max_swan + swh_max_trend_3_swan,swh_max_swan,swh_max_trend_3_swan,swh_max:2.195 | swh_max_trend_3:0.3032,swh_max:1.955 | swh_max_trend_3:0.2875,swh_max:2.2925 | swh_max_trend_3:0.2235,swh_max:2.12 | swh_max_trend_3:0.2875,swh_max:2.541 | swh_max_trend_3:0.179,swh_max:2.105 | swh_max_trend_3:0.2912,swh_max:2.2014 | swh_max_trend_3:0.262
1171,(swh_max_abs_change_3_swan > t1) OR (swh_max_swan > t2),or,2,6,0.8082191780821919,0.60189198506317,0.7342429226406559,0.6545193421520052,0.04716256194949901,0.09788956111798947,0.05428388910488359,0.04722296853166957,swh_max_abs_change_3_swan + swh_max_swan,swh_max_abs_change_3_swan,swh_max_swan,swh_max_abs_change_3:0.7268 | swh_max:2.195,swh_max_abs_change_3:0.5145 | swh_max:1.955,swh_max_abs_change_3:0.3975 | swh_max:2.535,swh_max_abs_change_3:0.658 | swh_max:2.12,swh_max_abs_change_3:0.1125 | swh_max:2.541,swh_max_abs_change_3:0.6625 | swh_max:2.105,swh_max_abs_change_3:0.512 | swh_max:2.2418
1200,(swh_max_abs_change_7_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7995433789954337,0.5786303638792473,0.7618508697287897,0.6535423830618957,0.051654715050574694,0.07204836162799445,0.05657284614216762,0.04675907900465944,swh_max_abs_change_7_swan + swh_max_swan,swh_max_abs_change_7_swan,swh_max_swan,swh_max_abs_change_7:0.7297 | swh_max:2.195,swh_max_abs_change_7:0.581 | swh_max:1.955,swh_max_abs_change_7:0.723 | swh_max:2.1125,swh_max_abs_change_7:0.7215 | swh_max:2.12,swh_max_abs_change_7:0.7225 | swh_max:1.8675,swh_max_abs_change_7:0.72 | swh_max:2.105,swh_max_abs_change_7:0.6996 | swh_max:2.0592
1225,(swh_max_ma_2_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7968036529680366,0.5715850877546284,0.7743239010125005,0.652356509696869,0.049553373147635395,0.06926758128565871,0.09022265122775425,0.0510532568266845,swh_max_ma_2_swan + swh_max_swan,swh_max_ma_2_swan,swh_max_swan,swh_max_ma_2:2.527 | swh_max:2.195,swh_max_ma_2:2.365 | swh_max:1.955,swh_max_ma_2:2.1888 | swh_max:1.9675,swh_max_ma_2:2.2735 | swh_max:2.12,swh_max_ma_2:2.1963 | swh_max:1.8675,swh_max_ma_2:2.261 | swh_max:2.105,swh_max_ma_2:2.3019 | swh_max:2.035
1186,(swh_max_abs_change_5_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7972602739726026,0.5774644881877746,0.7677908821445759,0.6522395268098322,0.053172334714190445,0.05705959405094495,0.10843571397938807,0.0446481381667847,swh_max_abs_change_5_swan + swh_max_swan,swh_max_abs_change_5_swan,swh_max_swan,swh_max_abs_change_5:0.6637 | swh_max:2.195,swh_max_abs_change_5:0.5227 | swh_max:1.955,swh_max_abs_change_5:0.655 | swh_max:1.9675,swh_max_abs_change_5:0.67 | swh_max:2.12,swh_max_abs_change_5:0.6745 | swh_max:1.8675,swh_max_abs_change_5:0.6775 | swh_max:2.287,swh_max_abs_change_5:0.6439 | swh_max:2.0653
31,swh_max_swan > threshold,single,1,6,0.7968036529680366,0.5716359007627584,0.7715461232347227,0.651384008020142,0.049553373147635395,0.06922409379214645,0.09269097907919155,0.0522439859233626,swh_max_swan,swh_max_swan,,swh_max:2.195,swh_max:1.955,swh_max:1.9675,swh_max:2.12,swh_max:1.8675,swh_max:2.105,swh_max:2.035
1236,(swh_max_ma_3_swan > t1) OR (swh_max_swan > t2),or,2,6,0.8004566210045662,0.5882692581252124,0.7514072343458338,0.6506898321984934,0.05568717337911682,0.0653644710095805,0.12078565165832741,0.05035527935634568,swh_max_ma_3_swan + swh_max_swan,swh_max_ma_3_swan,swh_max_swan,swh_max_ma_3:2.4548 | swh_max:2.195,swh_max_ma_3:2.4902 | swh_max:1.955,swh_max_ma_3:2.4625 | swh_max:1.9675,swh_max_ma_3:2.4902 | swh_max:2.12,swh_max_ma_3:2.4653 | swh_max:1.8675,swh_max_ma_3:2.3561 | swh_max:2.287,swh_max_ma_3:2.4532 | swh_max:2.0653
1060,(anom_swh_max_swan > t1) OR (swh_max_swan > t2),or,2,6,0.795433789954338,0.5682477395663317,0.7715461232347227,0.6493445211436134,0.04833285341515704,0.06985406641130001,0.09269097907919155,0.05410224780188115,anom_swh_max_swan + swh_max_swan,anom_swh_max_swan,swh_max_swan,anom_swh_max:0.6848 | swh_max:2.195,anom_swh_max:0.5471 | swh_max:1.955,anom_swh_max:0.687 | swh_max:1.9675,anom_swh_max:0.6825 | swh_max:2.12,anom_swh_max:0.456 | swh_max:1.8675,anom_swh_max:0.6606 | swh_max:2.105,anom_swh_max:0.6197 | swh_max:2.035
856,(anom_swh_max_ma_2_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7949771689497718,0.5680421606827326,0.7715461232347227,0.6490696172300908,0.0491477798469175,0.07025585484489884,0.09269097907919155,0.053678794683403766,anom_swh_max_ma_2_swan + swh_max_swan,anom_swh_max_ma_2_swan,swh_max_swan,anom_swh_max_ma_2:0.6428 | swh_max:2.195,anom_swh_max_ma_2:0.622 | swh_max:1.955,anom_swh_max_ma_2:0.6332 | swh_max:1.9675,anom_swh_max_ma_2:0.6252 | swh_max:2.12,anom_swh_max_ma_2:0.623 | swh_max:1.8675,anom_swh_max_ma_2:0.6207 | swh_max:2.105,anom_swh_max_ma_2:0.6278 | swh_max:2.035
1155,(swh_max_abs_change_14_swan > t1) OR (swh_max_swan > t2),or,2,6,0.8077625570776256,0.5974119055231605,0.7220311399215134,0.6489860319053231,0.04324420297916647,0.09087527822959429,0.044485288272683055,0.052993199083654255,swh_max_abs_change_14_swan + swh_max_swan,swh_max_abs_change_14_swan,swh_max_swan,swh_max_abs_change_14:0.7145 | swh_max:2.195,swh_max_abs_change_14:0.5572 | swh_max:1.955,swh_max_abs_change_14:0.677 | swh_max:2.2925,swh_max_abs_change_14:0.7165 | swh_max:2.12,swh_max_abs_change_14:0.7225 | swh_max:1.9825,swh_max_abs_change_14:0.7183 | swh_max:2.105,swh_max_abs_change_14:0.6843 | swh_max:2.1083
1288,(swh_max_swan > t1) OR (swh_max_trend_5_swan > t2),or,2,6,0.7890410958904109,0.5562439516891707,0.7923836832536583,0.648301839437989,0.04578977584190566,0.06317736177044835,0.08869770758571432,0.045228292602475635,swh_max_swan + swh_max_trend_5_swan,swh_max_swan,swh_max_trend_5_swan,swh_max:2.195 | swh_max_trend_5:0.1951,swh_max:1.955 | swh_max_trend_5:0.1825,swh_max:1.9675 | swh_max_trend_5:0.1791,swh_max:2.12 | swh_max_trend_5:0.1825,swh_max:1.8675 | swh_max_trend_5:0.0894,swh_max:2.105 | swh_max_trend_5:0.143,swh_max:2.035 | swh_max_trend_5:0.1619
1101,(anom_swh_max_trend_3_swan > t1) OR (swh_max_swan > t2),or,2,6,0.8068493150684932,0.5900788572454897,0.7226040872624275,0.6473499748128124,0.04087459443385318,0.07066893822527215,0.042652530436352115,0.050771098439975355,anom_swh_max_trend_3_swan + swh_max_swan,anom_swh_max_trend_3_swan,swh_max_swan,anom_swh_max_trend_3:0.2932 | swh_max:2.195,anom_swh_max_trend_3:0.2893 | swh_max:1.955,anom_swh_max_trend_3:0.1652 | swh_max:2.2925,anom_swh_max_trend_3:0.2841 | swh_max:2.12,anom_swh_max_trend_3:0.1251 | swh_max:2.541,anom_swh_max_trend_3:0.2824 | swh_max:2.105,anom_swh_max_trend_3:0.2399 | swh_max:2.2014
730,(anom_swh_max_abs_change_3_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7990867579908677,0.5709909709028309,0.747991356715194,0.6461243824770021,0.04093321430322368,0.06879706030758274,0.037968153239569244,0.05325753024564739,anom_swh_max_abs_change_3_swan + swh_max_swan,anom_swh_max_abs_change_3_swan,swh_max_swan,anom_swh_max_abs_change_3:0.6501 | swh_max:2.108,anom_swh_max_abs_change_3:0.5042 | swh_max:1.955,anom_swh_max_abs_change_3:0.2155 | swh_max:2.535,anom_swh_max_abs_change_3:0.6153 | swh_max:2.12,anom_swh_max_abs_change_3:0.4931 | swh_max:1.9825,anom_swh_max_abs_change_3:0.6235 | swh_max:2.105,anom_swh_max_abs_change_3:0.5169 | swh_max:2.1343
795,(anom_swh_max_abs_change_7_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7881278538812785,0.5512091670862233,0.7861294565680561,0.6453618570870262,0.044562092780843277,0.05714289207272558,0.0781657878947173,0.049762531367663385,anom_swh_max_abs_change_7_swan + swh_max_swan,anom_swh_max_abs_change_7_swan,swh_max_swan,anom_swh_max_abs_change_7:0.4408 | swh_max:2.195,anom_swh_max_abs_change_7:0.6844 | swh_max:1.955,anom_swh_max_abs_change_7:0.67 | swh_max:1.9675,anom_swh_max_abs_change_7:0.6625 | swh_max:2.12,anom_swh_max_abs_change_7:0.6564 | swh_max:1.8675,anom_swh_max_abs_change_7:0.6789 | swh_max:2.105,anom_swh_max_abs_change_7:0.6322 | swh_max:2.035
763,(anom_swh_max_abs_change_5_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7894977168949772,0.5613668912158591,0.7743134188322071,0.6452382903988698,0.055911372796356426,0.059363061004902726,0.10413205686811944,0.050496111509120346,anom_swh_max_abs_change_5_swan + swh_max_swan,anom_swh_max_abs_change_5_swan,swh_max_swan,anom_swh_max_abs_change_5:0.6402 | swh_max:2.195,anom_swh_max_abs_change_5:0.3339 | swh_max:1.955,anom_swh_max_abs_change_5:0.6296 | swh_max:1.9675,anom_swh_max_abs_change_5:0.6532 | swh_max:2.12,anom_swh_max_abs_change_5:0.6313 | swh_max:1.8675,anom_swh_max_abs_change_5:0.5038 | swh_max:2.287,anom_swh_max_abs_change_5:0.5653 | swh_max:2.0653
1270,(swh_max_rel_change_3_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7867579908675798,0.5454091566223657,0.7946056518747443,0.6450095561429628,0.033570184978470856,0.047121805029063435,0.064101571271205,0.04189939255705465,swh_max_rel_change_3_swan + swh_max_swan,swh_max_rel_change_3_swan,swh_max_swan,swh_max_rel_change_3:44.2386 | swh_max:2.108,swh_max_rel_change_3:40.8827 | swh_max:1.955,swh_max_rel_change_3:40.089 | swh_max:1.9675,swh_max_rel_change_3:40.0542 | swh_max:2.12,swh_max_rel_change_3:6.298 | swh_max:2.541,swh_max_rel_change_3:32.1138 | swh_max:2.105,swh_max_rel_change_3:33.9461 | swh_max:2.1328
1120,(anom_swh_max_trend_5_swan > t1) OR (swh_max_swan > t2),or,2,6,0.791324200913242,0.5613755791114736,0.7695964377001315,0.6444246187886329,0.049805191690486667,0.05492948941078188,0.1025505210535368,0.05015566109519117,anom_swh_max_trend_5_swan + swh_max_swan,anom_swh_max_trend_5_swan,swh_max_swan,anom_swh_max_trend_5:0.1802 | swh_max:2.195,anom_swh_max_trend_5:0.1057 | swh_max:1.955,anom_swh_max_trend_5:0.1763 | swh_max:1.9675,anom_swh_max_trend_5:0.1699 | swh_max:2.12,anom_swh_max_trend_5:0.1697 | swh_max:1.8675,anom_swh_max_trend_5:0.1355 | swh_max:2.287,anom_swh_max_trend_5:0.1562 | swh_max:2.0653
885,(anom_swh_max_ma_3_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7890410958904109,0.556469016400375,0.7764072343458338,0.6440226956403553,0.04969412917045769,0.0654315418310405,0.0874288964200917,0.05289971234941234,anom_swh_max_ma_3_swan + swh_max_swan,anom_swh_max_ma_3_swan,swh_max_swan,anom_swh_max_ma_3:0.5724 | swh_max:2.195,anom_swh_max_ma_3:0.5756 | swh_max:1.955,anom_swh_max_ma_3:0.5839 | swh_max:1.9675,anom_swh_max_ma_3:0.5836 | swh_max:2.12,anom_swh_max_ma_3:0.4948 | swh_max:1.8675,anom_swh_max_ma_3:0.5762 | swh_max:2.105,anom_swh_max_ma_3:0.5644 | swh_max:2.035
696,(anom_swh_max_abs_change_14_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7890410958904109,0.5537945793798528,0.7796462280565257,0.6439695212276032,0.045157023982013204,0.06071154240715875,0.08701487351626923,0.05291615361507528,anom_swh_max_abs_change_14_swan + swh_max_swan,anom_swh_max_abs_change_14_swan,swh_max_swan,anom_swh_max_abs_change_14:0.6595 | swh_max:2.195,anom_swh_max_abs_change_14:0.5506 | swh_max:1.955,anom_swh_max_abs_change_14:0.6555 | swh_max:1.9675,anom_swh_max_abs_change_14:0.6764 | swh_max:2.12,anom_swh_max_abs_change_14:0.6872 | swh_max:1.8675,anom_swh_max_abs_change_14:0.6788 | swh_max:2.105,anom_swh_max_abs_change_14:0.6513 | swh_max:2.035
1276,(swh_max_rel_change_5_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7890410958904109,0.5589784781049464,0.773901993255687,0.6439621415801574,0.04944174496306543,0.04471698029932695,0.10480049571321963,0.04226522587765148,swh_max_rel_change_5_swan + swh_max_swan,swh_max_rel_change_5_swan,swh_max_swan,swh_max_rel_change_5:40.4223 | swh_max:2.195,swh_max_rel_change_5:42.4225 | swh_max:1.955,swh_max_rel_change_5:40.9847 | swh_max:1.9675,swh_max_rel_change_5:32.6353 | swh_max:2.12,swh_max_rel_change_5:42.1764 | swh_max:1.8675,swh_max_rel_change_5:42.514 | swh_max:2.287,swh_max_rel_change_5:40.1925 | swh_max:2.0653
430,(anom_swh_max_swan > t1) AND (swh_max_swan > t2),and,2,6,0.8059360730593608,0.5895953805044714,0.7076453799289718,0.6409498970086716,0.03882352792511415,0.06105756306536087,0.07275004593091454,0.05200411047168125,anom_swh_max_swan + swh_max_swan,anom_swh_max_swan,swh_max_swan,anom_swh_max:0.1343 | swh_max:2.195,anom_swh_max:0.2055 | swh_max:1.955,anom_swh_max:0.1178 | swh_max:1.9675,anom_swh_max:0.1256 | swh_max:2.12,anom_swh_max:0.1242 | swh_max:1.8675,anom_swh_max:0.1106 | swh_max:2.105,anom_swh_max:0.1363 | swh_max:2.035
1281,(swh_max_rel_change_7_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7831050228310502,0.5461968900292445,0.7845531351009579,0.6403806618321938,0.04743806585819782,0.051393203115575395,0.08485649163716003,0.04225481389818796,swh_max_rel_change_7_swan + swh_max_swan,swh_max_rel_change_7_swan,swh_max_swan,swh_max_rel_change_7:44.1013 | swh_max:2.195,swh_max_rel_change_7:41.7411 | swh_max:1.955,swh_max_rel_change_7:41.6098 | swh_max:1.9675,swh_max_rel_change_7:43.1253 | swh_max:2.12,swh_max_rel_change_7:34.1132 | swh_max:1.8675,swh_max_rel_change_7:44.6565 | swh_max:2.105,swh_max_rel_change_7:41.5579 | swh_max:2.035
1289,(swh_max_swan > t1) OR (swh_max_trend_7_swan > t2),or,2,6,0.7840182648401827,0.5466506406902106,0.7819627899013893,0.6398402144080516,0.04571914245319814,0.05660037222619974,0.08336164373607433,0.0466174417475541,swh_max_swan + swh_max_trend_7_swan,swh_max_swan,swh_max_trend_7_swan,swh_max:2.195 | swh_max_trend_7:0.1179,swh_max:1.955 | swh_max_trend_7:0.1229,swh_max:1.9675 | swh_max_trend_7:0.1181,swh_max:2.12 | swh_max_trend_7:0.1229,swh_max:1.8675 | swh_max_trend_7:0.1217,swh_max:2.105 | swh_max_trend_7:0.1236,swh_max:2.035 | swh_max_trend_7:0.1212
1246,(swh_max_ma_5_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7858447488584476,0.5489507483148225,0.7752961232347227,0.639378899641053,0.04618197208852478,0.05874951840444816,0.0898628631771696,0.05271820160027705,swh_max_ma_5_swan + swh_max_swan,swh_max_ma_5_swan,swh_max_swan,swh_max_ma_5:2.3533 | swh_max:2.195,swh_max_ma_5:2.3872 | swh_max:1.955,swh_max_ma_5:2.3955 | swh_max:1.9675,swh_max_ma_5:2.4059 | swh_max:2.12,swh_max_ma_5:2.403 | swh_max:1.8675,swh_max_ma_5:2.3975 | swh_max:2.105,swh_max_ma_5:2.3904 | swh_max:2.035
1138,(anom_swh_max_trend_7_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7840182648401827,0.5451069415843758,0.7807573391676369,0.6388245290654903,0.04330202255214893,0.05667373631903445,0.08498818539583802,0.04970657166514483,anom_swh_max_trend_7_swan + swh_max_swan,anom_swh_max_trend_7_swan,swh_max_swan,anom_swh_max_trend_7:0.1104 | swh_max:2.195,anom_swh_max_trend_7:0.122 | swh_max:1.955,anom_swh_max_trend_7:0.1141 | swh_max:1.9675,anom_swh_max_trend_7:0.1174 | swh_max:2.12,anom_swh_max_trend_7:0.1151 | swh_max:1.8675,anom_swh_max_trend_7:0.1171 | swh_max:2.105,anom_swh_max_trend_7:0.116 | swh_max:2.035
1263,(swh_max_rel_change_14_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7885844748858447,0.5592967157988434,0.7574672066647364,0.6378463563674481,0.04477913429262465,0.0889651951900293,0.05329634610039903,0.05428259196624029,swh_max_rel_change_14_swan + swh_max_swan,swh_max_rel_change_14_swan,swh_max_swan,swh_max_rel_change_14:36.388 | swh_max:2.195,swh_max_rel_change_14:42.7966 | swh_max:1.955,swh_max_rel_change_14:41.3495 | swh_max:2.2925,swh_max_rel_change_14:45.8288 | swh_max:2.12,swh_max_rel_change_14:46.9419 | swh_max:1.8675,swh_max_rel_change_14:46.5273 | swh_max:2.105,swh_max_rel_change_14:43.3054 | swh_max:2.0892
640,(swh_max_rel_change_3_swan > t1) AND (swh_max_swan > t2),and,2,6,0.8187214611872147,0.6218384444301875,0.6564597117252691,0.6361706667630753,0.037579104170885655,0.07634663085692181,0.0925934155789131,0.07502860934858507,swh_max_rel_change_3_swan + swh_max_swan,swh_max_rel_change_3_swan,swh_max_swan,swh_max_rel_change_3:-0.4961 | swh_max:2.195,swh_max_rel_change_3:7.3078 | swh_max:1.845,swh_max_rel_change_3:0.1283 | swh_max:1.9675,swh_max_rel_change_3:0.432 | swh_max:1.9815,swh_max_rel_change_3:-0.0 | swh_max:1.8675,swh_max_rel_change_3:-0.4959 | swh_max:2.105,swh_max_rel_change_3:1.146 | swh_max:1.9936
541,(swh_max_abs_change_3_swan > t1) AND (swh_max_swan > t2),and,2,6,0.8187214611872147,0.62242250638934,0.6547432547022082,0.6356779168416967,0.038726737815712266,0.07298774190727723,0.0947808712798388,0.07457608702123433,swh_max_abs_change_3_swan + swh_max_swan,swh_max_abs_change_3_swan,swh_max_swan,swh_max_abs_change_3:-0.01 | swh_max:2.195,swh_max_abs_change_3:0.13 | swh_max:1.845,swh_max_abs_change_3:0.0025 | swh_max:1.9675,swh_max_abs_change_3:0.01 | swh_max:1.9815,swh_max_abs_change_3:-0.0 | swh_max:1.8675,swh_max_abs_change_3:0.1075 | swh_max:2.105,swh_max_abs_change_3:0.04 | swh_max:1.9936
595,(swh_max_ma_2_swan > t1) AND (swh_max_swan > t2),and,2,6,0.7936073059360731,0.5680955163522362,0.7261070764729713,0.6337551195419048,0.05107627928441847,0.07294917846610201,0.08938998934639404,0.06188859460305313,swh_max_ma_2_swan + swh_max_swan,swh_max_ma_2_swan,swh_max_swan,swh_max_ma_2:1.855 | swh_max:2.195,swh_max_ma_2:1.8406 | swh_max:1.955,swh_max_ma_2:1.855 | swh_max:1.9675,swh_max_ma_2:1.865 | swh_max:2.12,swh_max_ma_2:1.87 | swh_max:1.8675,swh_max_ma_2:1.855 | swh_max:2.105,swh_max_ma_2:1.8568 | swh_max:2.035
657,(swh_max_swan > t1) AND (swh_max_trend_3_swan > t2),and,2,6,0.820091324200913,0.6245813257612668,0.6454431946586512,0.6337040672388581,0.02659400872796537,0.055329522779929204,0.08156118616963724,0.06304858717856776,swh_max_swan + swh_max_trend_3_swan,swh_max_swan,swh_max_trend_3_swan,swh_max:2.108 | swh_max_trend_3:-0.015,swh_max:1.955 | swh_max_trend_3:-0.0112,swh_max:1.9675 | swh_max_trend_3:-0.0113,swh_max:1.9815 | swh_max_trend_3:-0.0112,swh_max:1.8675 | swh_max_trend_3:-0.0137,swh_max:2.105 | swh_max_trend_3:0.0362,swh_max:1.9974 | swh_max_trend_3:-0.0044
658,(swh_max_swan > t1) AND (swh_max_trend_5_swan > t2),and,2,6,0.8127853881278537,0.6078975044543214,0.6658528647243939,0.6326658487112428,0.04333812061261981,0.07222696064104697,0.10078139885792231,0.07535710684901391,swh_max_swan + swh_max_trend_5_swan,swh_max_swan,swh_max_trend_5_swan,swh_max:2.195 | swh_max_trend_5:-0.008,swh_max:1.955 | swh_max_trend_5:0.001,swh_max:1.9675 | swh_max_trend_5:-0.001,swh_max:1.9815 | swh_max_trend_5:0.0019,swh_max:1.8675 | swh_max_trend_5:0.0012,swh_max:2.105 | swh_max_trend_5:0.0009,swh_max:2.0119 | swh_max_trend_5:-0.0007
1227,(swh_max_ma_2_swan > t1) OR (swh_max_trend_3_swan > t2),or,2,6,0.8050228310502283,0.5949325307104782,0.6776718406222731,0.631725393498651,0.04620905299708072,0.06248381618760126,0.057215558915442645,0.04975725466492063,swh_max_ma_2_swan + swh_max_trend_3_swan,swh_max_ma_2_swan,swh_max_trend_3_swan,swh_max_ma_2:2.2765 | swh_max_trend_3:0.2228,swh_max_ma_2:2.365 | swh_max_trend_3:0.0987,swh_max_ma_2:2.1888 | swh_max_trend_3:0.2235,swh_max_ma_2:2.125 | swh_max_trend_3:0.2875,swh_max_ma_2:2.5145 | swh_max_trend_3:0.179,swh_max_ma_2:2.261 | swh_max_trend_3:0.2912,swh_max_ma_2:2.2885 | swh_max_trend_3:0.2171
913,(anom_swh_max_ma_5_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7771689497716897,0.5339994302482093,0.7780739010125005,0.6306543136258546,0.0462428818307659,0.056598686576067904,0.08719524090781122,0.05457836463097438,anom_swh_max_ma_5_swan + swh_max_swan,anom_swh_max_ma_5_swan,swh_max_swan,anom_swh_max_ma_5:0.462 | swh_max:2.195,anom_swh_max_ma_5:0.5061 | swh_max:1.955,anom_swh_max_ma_5:0.5176 | swh_max:1.9675,anom_swh_max_ma_5:0.5206 | swh_max:2.12,anom_swh_max_ma_5:0.5188 | swh_max:1.8675,anom_swh_max_ma_5:0.5235 | swh_max:2.105,anom_swh_max_ma_5:0.5081 | swh_max:2.035
1255,(swh_max_ma_7_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7735159817351599,0.5291229534626798,0.783629456568056,0.6292017750581448,0.04591709621909237,0.056548478763681916,0.08088646990304094,0.05150035896112934,swh_max_ma_7_swan + swh_max_swan,swh_max_ma_7_swan,swh_max_swan,swh_max_ma_7:2.2936 | swh_max:2.108,swh_max_ma_7:2.3409 | swh_max:1.955,swh_max_ma_7:2.3564 | swh_max:1.9675,swh_max_ma_7:2.366 | swh_max:2.12,swh_max_ma_7:2.3566 | swh_max:1.8675,swh_max_ma_7:2.3564 | swh_max:2.105,swh_max_ma_7:2.345 | swh_max:2.0205
570,(swh_max_abs_change_7_swan > t1) AND (swh_max_swan > t2),and,2,6,0.8091324200913244,0.6145656533973826,0.6516512043838035,0.6289163497542819,0.04651262676985149,0.08331407803156972,0.04318482360670561,0.04629951348745091,swh_max_abs_change_7_swan + swh_max_swan,swh_max_abs_change_7_swan,swh_max_swan,swh_max_abs_change_7:0.1645 | swh_max:1.989,swh_max_abs_change_7:0.0225 | swh_max:1.955,swh_max_abs_change_7:0.0112 | swh_max:2.1975,swh_max_abs_change_7:0.0125 | swh_max:2.12,swh_max_abs_change_7:0.0125 | swh_max:1.8675,swh_max_abs_change_7:0.1435 | swh_max:2.105,swh_max_abs_change_7:0.0611 | swh_max:2.039
1286,(swh_max_swan > t1) OR (swh_max_trend_14_swan > t2),or,2,6,0.7721461187214612,0.5245000405441018,0.787979561389859,0.6282878192025042,0.03930390329316042,0.03840865773236914,0.07724230253558684,0.042401630449552995,swh_max_swan + swh_max_trend_14_swan,swh_max_swan,swh_max_trend_14_swan,swh_max:2.108 | swh_max_trend_14:0.0498,swh_max:1.955 | swh_max_trend_14:0.0479,swh_max:1.9675 | swh_max_trend_14:0.0508,swh_max:2.12 | swh_max_trend_14:0.0531,swh_max:1.8675 | swh_max_trend_14:0.0549,swh_max:2.105 | swh_max_trend_14:0.055,swh_max:2.0205 | swh_max_trend_14:0.0519
651,(swh_max_rel_change_7_swan > t1) AND (swh_max_swan > t2),and,2,6,0.804109589041096,0.6024249926929622,0.6561090896884629,0.6238375474279599,0.04531604025173735,0.08939708406131681,0.042343851704391276,0.048329085260126636,swh_max_rel_change_7_swan + swh_max_swan,swh_max_rel_change_7_swan,swh_max_swan,swh_max_rel_change_7:0.7512 | swh_max:1.989,swh_max_rel_change_7:1.1382 | swh_max:1.955,swh_max_rel_change_7:0.546 | swh_max:2.1975,swh_max_rel_change_7:0.7692 | swh_max:2.12,swh_max_rel_change_7:0.6672 | swh_max:1.8675,swh_max_rel_change_7:0.7692 | swh_max:2.105,swh_max_rel_change_7:0.7735 | swh_max:2.039
1213,(swh_max_ma_14_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7643835616438355,0.5160034869138291,0.795286887721503,0.6237414678113263,0.04649469246158121,0.046076058040677985,0.08102177698825573,0.04542019961929519,swh_max_ma_14_swan + swh_max_swan,swh_max_ma_14_swan,swh_max_swan,swh_max_ma_14:2.2239 | swh_max:2.108,swh_max_ma_14:2.2057 | swh_max:1.955,swh_max_ma_14:2.2669 | swh_max:1.9675,swh_max_ma_14:2.2807 | swh_max:2.12,swh_max_ma_14:2.29 | swh_max:1.8675,swh_max_ma_14:2.2836 | swh_max:2.105,swh_max_ma_14:2.2585 | swh_max:2.0205
100,(anom_swh_max_abs_change_3_swan > t1) AND (swh_max_swan > t2),and,2,6,0.8191780821917808,0.6329276777984455,0.6207906700716518,0.623724243513875,0.03191124239206602,0.0718522199925799,0.08644821483888823,0.06680728060511273,anom_swh_max_abs_change_3_swan + swh_max_swan,anom_swh_max_abs_change_3_swan,swh_max_swan,anom_swh_max_abs_change_3:-0.0034 | swh_max:2.195,anom_swh_max_abs_change_3:0.102 | swh_max:1.955,anom_swh_max_abs_change_3:0.0071 | swh_max:1.9675,anom_swh_max_abs_change_3:0.0079 | swh_max:2.12,anom_swh_max_abs_change_3:-0.0018 | swh_max:1.8675,anom_swh_max_abs_change_3:-0.0051 | swh_max:2.105,anom_swh_max_abs_change_3:0.0178 | swh_max:2.035
940,(anom_swh_max_ma_7_swan > t1) OR (swh_max_swan > t2),or,2,6,0.7675799086757992,0.5202893109067478,0.783629456568056,0.6231244868418474,0.048533034875633804,0.057268860633423645,0.08088646990304094,0.05439250328616148,anom_swh_max_ma_7_swan + swh_max_swan,anom_swh_max_ma_7_swan,swh_max_swan,anom_swh_max_ma_7:0.4185 | swh_max:2.108,anom_swh_max_ma_7:0.4483 | swh_max:1.955,anom_swh_max_ma_7:0.4708 | swh_max:1.9675,anom_swh_max_ma_7:0.4845 | swh_max:2.12,anom_swh_max_ma_7:0.4846 | swh_max:1.8675,anom_swh_max_ma_7:0.4863 | swh_max:2.105,anom_swh_max_ma_7:0.4655 | swh_max:2.0205
