rule_idx,rule_name,rule_type,fold,anom_swh_max_abs_change_14_swan,anom_swh_max_abs_change_3_swan,anom_swh_max_abs_change_5_swan,anom_swh_max_abs_change_7_swan,anom_swh_max_ma_14_swan,anom_swh_max_ma_2_swan,anom_swh_max_ma_3_swan,anom_swh_max_ma_5_swan,anom_swh_max_ma_7_swan,anom_swh_max_rel_change_14_swan,anom_swh_max_rel_change_3_swan,anom_swh_max_rel_change_5_swan,anom_swh_max_rel_change_7_swan,anom_swh_max_swan,anom_swh_max_trend_14_swan,anom_swh_max_trend_3_swan,anom_swh_max_trend_5_swan,anom_swh_max_trend_7_swan,swh_max_abs_change_14_swan,swh_max_abs_change_3_swan,swh_max_abs_change_5_swan,swh_max_abs_change_7_swan,swh_max_ma_14_swan,swh_max_ma_2_swan,swh_max_ma_3_swan,swh_max_ma_5_swan,swh_max_ma_7_swan,swh_max_rel_change_14_swan,swh_max_rel_change_3_swan,swh_max_rel_change_5_swan,swh_max_rel_change_7_swan,swh_max_swan,swh_max_trend_14_swan,swh_max_trend_3_swan,swh_max_trend_5_swan,swh_max_trend_7_swan
0,anom_swh_max_abs_change_14_swan > threshold,single,0,0.14767186393749976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,anom_swh_max_abs_change_14_swan > threshold,single,1,0.12919279570833317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,anom_swh_max_abs_change_14_swan > threshold,single,2,0.34492192291666623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,anom_swh_max_abs_change_14_swan > threshold,single,3,0.3574869953125001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,anom_swh_max_abs_change_14_swan > threshold,single,4,-0.0115625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,anom_swh_max_abs_change_14_swan > threshold,single,5,0.2794115427916666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,anom_swh_max_abs_change_3_swan > threshold,single,0,,0.09217708293750008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,anom_swh_max_abs_change_3_swan > threshold,single,1,,0.21459376624999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,anom_swh_max_abs_change_3_swan > threshold,single,2,,0.21548186114583304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,anom_swh_max_abs_change_3_swan > threshold,single,3,,0.28466155520833325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,anom_swh_max_abs_change_3_swan > threshold,single,4,,0.39143755541666675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,anom_swh_max_abs_change_3_swan > threshold,single,5,,0.49321354041666626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,anom_swh_max_abs_change_5_swan > threshold,single,0,,,0.12664062729166684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,anom_swh_max_abs_change_5_swan > threshold,single,1,,,0.33391926348958334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,anom_swh_max_abs_change_5_swan > threshold,single,2,,,0.12872911379166657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,anom_swh_max_abs_change_5_swan > threshold,single,3,,,0.0066144781249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,anom_swh_max_abs_change_5_swan > threshold,single,4,,,0.12899990454166638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,anom_swh_max_abs_change_5_swan > threshold,single,5,,,0.503815082916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,anom_swh_max_abs_change_7_swan > threshold,single,0,,,,0.35765612682291664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,anom_swh_max_abs_change_7_swan > threshold,single,1,,,,0.0401563588541665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,anom_swh_max_abs_change_7_swan > threshold,single,2,,,,0.3323243039062498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,anom_swh_max_abs_change_7_swan > threshold,single,3,,,,0.0176822812499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,anom_swh_max_abs_change_7_swan > threshold,single,4,,,,0.13964583354166668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,anom_swh_max_abs_change_7_swan > threshold,single,5,,,,0.26423414437500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,anom_swh_max_ma_14_swan > threshold,single,0,,,,,0.2215364805505952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,anom_swh_max_ma_14_swan > threshold,single,1,,,,,0.19355951723214274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,anom_swh_max_ma_14_swan > threshold,single,2,,,,,0.1712648883258928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,anom_swh_max_ma_14_swan > threshold,single,3,,,,,0.17019252100446425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,anom_swh_max_ma_14_swan > threshold,single,4,,,,,0.1644438317485118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,anom_swh_max_ma_14_swan > threshold,single,5,,,,,0.16314176055059515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,anom_swh_max_ma_2_swan > threshold,single,0,,,,,,0.32498960499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,anom_swh_max_ma_2_swan > threshold,single,1,,,,,,0.2868254285416664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,anom_swh_max_ma_2_swan > threshold,single,2,,,,,,0.2179609711354166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,anom_swh_max_ma_2_swan > threshold,single,3,,,,,,0.13600255239583314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,anom_swh_max_ma_2_swan > threshold,single,4,,,,,,0.1370051645833331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,anom_swh_max_ma_2_swan > threshold,single,5,,,,,,0.30692704872395776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,anom_swh_max_ma_3_swan > threshold,single,0,,,,,,,0.30918393513888853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,anom_swh_max_ma_3_swan > threshold,single,1,,,,,,,0.19250522395833322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,anom_swh_max_ma_3_swan > threshold,single,2,,,,,,,0.3573003479166665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,anom_swh_max_ma_3_swan > threshold,single,3,,,,,,,0.22037326979166635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,anom_swh_max_ma_3_swan > threshold,single,4,,,,,,,0.1467621486111106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,anom_swh_max_ma_3_swan > threshold,single,5,,,,,,,0.3006719316666661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,anom_swh_max_ma_5_swan > threshold,single,0,,,,,,,,0.2361760582916665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,anom_swh_max_ma_5_swan > threshold,single,1,,,,,,,,0.1922573277083332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,anom_swh_max_ma_5_swan > threshold,single,2,,,,,,,,0.1470729145833335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,anom_swh_max_ma_5_swan > threshold,single,3,,,,,,,,0.15122655428125015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,anom_swh_max_ma_5_swan > threshold,single,4,,,,,,,,0.1517551504375002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,anom_swh_max_ma_5_swan > threshold,single,5,,,,,,,,0.14127863773958332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,anom_swh_max_ma_7_swan > threshold,single,0,,,,,,,,,0.1789955349702381,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,anom_swh_max_ma_7_swan > threshold,single,1,,,,,,,,,0.1988734843749999,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,anom_swh_max_ma_7_swan > threshold,single,2,,,,,,,,,0.21409225818452388,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,anom_swh_max_ma_7_swan > threshold,single,3,,,,,,,,,0.1578143420982142,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,anom_swh_max_ma_7_swan > threshold,single,4,,,,,,,,,0.1559412394940475,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,anom_swh_max_ma_7_swan > threshold,single,5,,,,,,,,,0.14763950848214275,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,anom_swh_max_rel_change_14_swan > threshold,single,0,,,,,,,,,,-64.70156147998885,,,,,,,,,,,,,,,,,,,,,,,,,,
9,anom_swh_max_rel_change_14_swan > threshold,single,1,,,,,,,,,,-21.924739646107167,,,,,,,,,,,,,,,,,,,,,,,,,,
9,anom_swh_max_rel_change_14_swan > threshold,single,2,,,,,,,,,,-91.2041279645781,,,,,,,,,,,,,,,,,,,,,,,,,,
9,anom_swh_max_rel_change_14_swan > threshold,single,3,,,,,,,,,,-93.45105258996743,,,,,,,,,,,,,,,,,,,,,,,,,,
9,anom_swh_max_rel_change_14_swan > threshold,single,4,,,,,,,,,,-96.04105874556686,,,,,,,,,,,,,,,,,,,,,,,,,,
9,anom_swh_max_rel_change_14_swan > threshold,single,5,,,,,,,,,,-63.96545547838243,,,,,,,,,,,,,,,,,,,,,,,,,,
10,anom_swh_max_rel_change_3_swan > threshold,single,0,,,,,,,,,,,-51.206019752482845,,,,,,,,,,,,,,,,,,,,,,,,,
10,anom_swh_max_rel_change_3_swan > threshold,single,1,,,,,,,,,,,-53.46008851783361,,,,,,,,,,,,,,,,,,,,,,,,,
10,anom_swh_max_rel_change_3_swan > threshold,single,2,,,,,,,,,,,-78.09459455074864,,,,,,,,,,,,,,,,,,,,,,,,,
10,anom_swh_max_rel_change_3_swan > threshold,single,3,,,,,,,,,,,-40.292253623114625,,,,,,,,,,,,,,,,,,,,,,,,,
10,anom_swh_max_rel_change_3_swan > threshold,single,4,,,,,,,,,,,-40.05025881826662,,,,,,,,,,,,,,,,,,,,,,,,,
10,anom_swh_max_rel_change_3_swan > threshold,single,5,,,,,,,,,,,-37.407226333655686,,,,,,,,,,,,,,,,,,,,,,,,,
11,anom_swh_max_rel_change_5_swan > threshold,single,0,,,,,,,,,,,,-48.13858890938191,,,,,,,,,,,,,,,,,,,,,,,,
11,anom_swh_max_rel_change_5_swan > threshold,single,1,,,,,,,,,,,,-57.947491965778205,,,,,,,,,,,,,,,,,,,,,,,,
11,anom_swh_max_rel_change_5_swan > threshold,single,2,,,,,,,,,,,,-86.49218074079235,,,,,,,,,,,,,,,,,,,,,,,,
11,anom_swh_max_rel_change_5_swan > threshold,single,3,,,,,,,,,,,,-85.09495510234515,,,,,,,,,,,,,,,,,,,,,,,,
11,anom_swh_max_rel_change_5_swan > threshold,single,4,,,,,,,,,,,,-4.43653458089584,,,,,,,,,,,,,,,,,,,,,,,,
11,anom_swh_max_rel_change_5_swan > threshold,single,5,,,,,,,,,,,,133.64613291395892,,,,,,,,,,,,,,,,,,,,,,,,
12,anom_swh_max_rel_change_7_swan > threshold,single,0,,,,,,,,,,,,,-58.772099068645716,,,,,,,,,,,,,,,,,,,,,,,
12,anom_swh_max_rel_change_7_swan > threshold,single,1,,,,,,,,,,,,,-65.26895762605217,,,,,,,,,,,,,,,,,,,,,,,
12,anom_swh_max_rel_change_7_swan > threshold,single,2,,,,,,,,,,,,,-87.33675392492975,,,,,,,,,,,,,,,,,,,,,,,
12,anom_swh_max_rel_change_7_swan > threshold,single,3,,,,,,,,,,,,,-87.50372255647125,,,,,,,,,,,,,,,,,,,,,,,
12,anom_swh_max_rel_change_7_swan > threshold,single,4,,,,,,,,,,,,,17.84878298396529,,,,,,,,,,,,,,,,,,,,,,,
12,anom_swh_max_rel_change_7_swan > threshold,single,5,,,,,,,,,,,,,56.16558825040625,,,,,,,,,,,,,,,,,,,,,,,
13,anom_swh_max_swan > threshold,single,0,,,,,,,,,,,,,,0.33564062187499993,,,,,,,,,,,,,,,,,,,,,,
13,anom_swh_max_swan > threshold,single,1,,,,,,,,,,,,,,0.37309895651041675,,,,,,,,,,,,,,,,,,,,,,
13,anom_swh_max_swan > threshold,single,2,,,,,,,,,,,,,,0.3277604368749996,,,,,,,,,,,,,,,,,,,,,,
13,anom_swh_max_swan > threshold,single,3,,,,,,,,,,,,,,0.33109372145833327,,,,,,,,,,,,,,,,,,,,,,
13,anom_swh_max_swan > threshold,single,4,,,,,,,,,,,,,,0.1241666781250001,,,,,,,,,,,,,,,,,,,,,,
13,anom_swh_max_swan > threshold,single,5,,,,,,,,,,,,,,0.3823242111979166,,,,,,,,,,,,,,,,,,,,,,
14,anom_swh_max_trend_14_swan > threshold,single,0,,,,,,,,,,,,,,,0.008689996561172095,,,,,,,,,,,,,,,,,,,,,
14,anom_swh_max_trend_14_swan > threshold,single,1,,,,,,,,,,,,,,,0.0017494846657509,,,,,,,,,,,,,,,,,,,,,
14,anom_swh_max_trend_14_swan > threshold,single,2,,,,,,,,,,,,,,,0.010685688412545758,,,,,,,,,,,,,,,,,,,,,
14,anom_swh_max_trend_14_swan > threshold,single,3,,,,,,,,,,,,,,,0.0007633379853479,,,,,,,,,,,,,,,,,,,,,
14,anom_swh_max_trend_14_swan > threshold,single,4,,,,,,,,,,,,,,,0.0006727354278846,,,,,,,,,,,,,,,,,,,,,
14,anom_swh_max_trend_14_swan > threshold,single,5,,,,,,,,,,,,,,,0.021235747263644623,,,,,,,,,,,,,,,,,,,,,
15,anom_swh_max_trend_3_swan > threshold,single,0,,,,,,,,,,,,,,,,-0.0130468682291668,,,,,,,,,,,,,,,,,,,,
15,anom_swh_max_trend_3_swan > threshold,single,1,,,,,,,,,,,,,,,,0.09270309437499985,,,,,,,,,,,,,,,,,,,,
15,anom_swh_max_trend_3_swan > threshold,single,2,,,,,,,,,,,,,,,,0.0884374015624999,,,,,,,,,,,,,,,,,,,,
15,anom_swh_max_trend_3_swan > threshold,single,3,,,,,,,,,,,,,,,,0.03946352302083307,,,,,,,,,,,,,,,,,,,,
15,anom_swh_max_trend_3_swan > threshold,single,4,,,,,,,,,,,,,,,,0.1251172859374998,,,,,,,,,,,,,,,,,,,,
15,anom_swh_max_trend_3_swan > threshold,single,5,,,,,,,,,,,,,,,,0.09481380065104157,,,,,,,,,,,,,,,,,,,,
16,anom_swh_max_trend_5_swan > threshold,single,0,,,,,,,,,,,,,,,,,0.06454111993124989,,,,,,,,,,,,,,,,,,,
16,anom_swh_max_trend_5_swan > threshold,single,1,,,,,,,,,,,,,,,,,0.032219792108333235,,,,,,,,,,,,,,,,,,,
16,anom_swh_max_trend_5_swan > threshold,single,2,,,,,,,,,,,,,,,,,0.06525464877083327,,,,,,,,,,,,,,,,,,,
16,anom_swh_max_trend_5_swan > threshold,single,3,,,,,,,,,,,,,,,,,0.0021679558385416502,,,,,,,,,,,,,,,,,,,
16,anom_swh_max_trend_5_swan > threshold,single,4,,,,,,,,,,,,,,,,,0.06497551322916661,,,,,,,,,,,,,,,,,,,
16,anom_swh_max_trend_5_swan > threshold,single,5,,,,,,,,,,,,,,,,,0.1089729310416667,,,,,,,,,,,,,,,,,,,
17,anom_swh_max_trend_7_swan > threshold,single,0,,,,,,,,,,,,,,,,,,0.04807104192708328,,,,,,,,,,,,,,,,,,
17,anom_swh_max_trend_7_swan > threshold,single,1,,,,,,,,,,,,,,,,,,0.0047423683035714,,,,,,,,,,,,,,,,,,
17,anom_swh_max_trend_7_swan > threshold,single,2,,,,,,,,,,,,,,,,,,0.0738857894196428,,,,,,,,,,,,,,,,,,
17,anom_swh_max_trend_7_swan > threshold,single,3,,,,,,,,,,,,,,,,,,0.00402807845052075,,,,,,,,,,,,,,,,,,
17,anom_swh_max_trend_7_swan > threshold,single,4,,,,,,,,,,,,,,,,,,0.0459765623511905,,,,,,,,,,,,,,,,,,
17,anom_swh_max_trend_7_swan > threshold,single,5,,,,,,,,,,,,,,,,,,0.0582277533389136,,,,,,,,,,,,,,,,,,
18,swh_max_abs_change_14_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,0.4099998999999998,,,,,,,,,,,,,,,,,
18,swh_max_abs_change_14_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,0.0237499500000002,,,,,,,,,,,,,,,,,
18,swh_max_abs_change_14_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,0.27350021999999985,,,,,,,,,,,,,,,,,
18,swh_max_abs_change_14_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,0.2675000800000001,,,,,,,,,,,,,,,,,
18,swh_max_abs_change_14_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,0.4814999400000004,,,,,,,,,,,,,,,,,
18,swh_max_abs_change_14_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,0.37187502499999997,,,,,,,,,,,,,,,,,
19,swh_max_abs_change_3_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,0.24999973,,,,,,,,,,,,,,,,
19,swh_max_abs_change_3_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,0.1299999799999999,,,,,,,,,,,,,,,,
19,swh_max_abs_change_3_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,0.3168749749999999,,,,,,,,,,,,,,,,
19,swh_max_abs_change_3_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,0.1120000399999997,,,,,,,,,,,,,,,,
19,swh_max_abs_change_3_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,0.1125,,,,,,,,,,,,,,,,
19,swh_max_abs_change_3_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,0.3275000000000001,,,,,,,,,,,,,,,,
20,swh_max_abs_change_5_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,0.36874997500000006,,,,,,,,,,,,,,,
20,swh_max_abs_change_5_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,0.0224999999999999,,,,,,,,,,,,,,,
20,swh_max_abs_change_5_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,0.13999995999999995,,,,,,,,,,,,,,,
20,swh_max_abs_change_5_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,0.1399999,,,,,,,,,,,,,,,
20,swh_max_abs_change_5_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,0.0174999499999999,,,,,,,,,,,,,,,
20,swh_max_abs_change_5_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,0.4345000000000007,,,,,,,,,,,,,,,
21,swh_max_abs_change_7_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,0.16449987999999993,,,,,,,,,,,,,,
21,swh_max_abs_change_7_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,0.1510000599999998,,,,,,,,,,,,,,
21,swh_max_abs_change_7_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,0.26499986,,,,,,,,,,,,,,
21,swh_max_abs_change_7_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,0.0125001,,,,,,,,,,,,,,
21,swh_max_abs_change_7_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,0.14250008000000006,,,,,,,,,,,,,,
21,swh_max_abs_change_7_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,0.5825000400000001,,,,,,,,,,,,,,
22,swh_max_ma_14_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,2.054892874285714,,,,,,,,,,,,,
22,swh_max_ma_14_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,1.8683035642857142,,,,,,,,,,,,,
22,swh_max_ma_14_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,1.8930356857142856,,,,,,,,,,,,,
22,swh_max_ma_14_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,1.9039285571428572,,,,,,,,,,,,,
22,swh_max_ma_14_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,1.911249964285714,,,,,,,,,,,,,
22,swh_max_ma_14_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,1.8891071285714287,,,,,,,,,,,,,
23,swh_max_ma_2_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,2.2765000000000004,,,,,,,,,,,,
23,swh_max_ma_2_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,1.8406249750000008,,,,,,,,,,,,
23,swh_max_ma_2_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,2.1125000100000006,,,,,,,,,,,,
23,swh_max_ma_2_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,2.1249999350000013,,,,,,,,,,,,
23,swh_max_ma_2_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,1.8699999500000015,,,,,,,,,,,,
23,swh_max_ma_2_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,2.103374980000001,,,,,,,,,,,,
24,swh_max_ma_3_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,2.1708332999999995,,,,,,,,,,,
24,swh_max_ma_3_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1.848333333333333,,,,,,,,,,,
24,swh_max_ma_3_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,1.8608333666666657,,,,,,,,,,,
24,swh_max_ma_3_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,1.8675000166666662,,,,,,,,,,,
24,swh_max_ma_3_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,1.8783333333333327,,,,,,,,,,,
24,swh_max_ma_3_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,2.0949999899999994,,,,,,,,,,,
25,swh_max_ma_5_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.124999984,,,,,,,,,,
25,swh_max_ma_5_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.87250001,,,,,,,,,,
25,swh_max_ma_5_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.8885,,,,,,,,,,
25,swh_max_ma_5_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.8972499700000003,,,,,,,,,,
25,swh_max_ma_5_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.90450006,,,,,,,,,,
25,swh_max_ma_5_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,1.982299992,,,,,,,,,,
26,swh_max_ma_7_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1138571514285713,,,,,,,,,
26,swh_max_ma_7_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9668570971428572,,,,,,,,,
26,swh_max_ma_7_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8985714,,,,,,,,,
26,swh_max_ma_7_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9062499785714284,,,,,,,,,
26,swh_max_ma_7_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9135714,,,,,,,,,
26,swh_max_ma_7_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8901785928571426,,,,,,,,,
27,swh_max_rel_change_14_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.280670534071577,,,,,,,,
27,swh_max_rel_change_14_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33621281621666,,,,,,,,
27,swh_max_rel_change_14_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8413461538461573,,,,,,,,
27,swh_max_rel_change_14_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1905997845931064,,,,,,,,
27,swh_max_rel_change_14_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.154155357262413,,,,,,,,
27,swh_max_rel_change_14_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4904219267876,,,,,,,,
28,swh_max_rel_change_3_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4960740438051689,,,,,,,
28,swh_max_rel_change_3_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.307828350920334,,,,,,,
28,swh_max_rel_change_3_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.860385411802666,,,,,,,
28,swh_max_rel_change_3_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2007659514596565,,,,,,,
28,swh_max_rel_change_3_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.298044347991736,,,,,,,
28,swh_max_rel_change_3_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.113814142779255,,,,,,,
29,swh_max_rel_change_5_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.098743456426862,,,,,,
29,swh_max_rel_change_5_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1006289308176005,,,,,,
29,swh_max_rel_change_5_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.879392363456104,,,,,,
29,swh_max_rel_change_5_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9124087591240844,,,,,,
29,swh_max_rel_change_5_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9078147021426877,,,,,,
29,swh_max_rel_change_5_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.943628138645597,,,,,,
30,swh_max_rel_change_7_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08444262879768,,,,,
30,swh_max_rel_change_7_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.373312211518352,,,,,
30,swh_max_rel_change_7_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5460288811238606,,,,,
30,swh_max_rel_change_7_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692307692307724,,,,,
30,swh_max_rel_change_7_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.780507800335713,,,,,
30,swh_max_rel_change_7_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.504878832920426,,,,,
31,swh_max_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.195,,,,
31,swh_max_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95499996,,,,
31,swh_max_swan > threshold,single,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96750006,,,,
31,swh_max_swan > threshold,single,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1200001,,,,
31,swh_max_swan > threshold,single,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8675001,,,,
31,swh_max_swan > threshold,single,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105,,,,
32,swh_max_trend_14_swan > threshold,single,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012546158681318637,,,
32,swh_max_trend_14_swan > threshold,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027527448351648,,,
