mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,thresholds,min_days,n_fishermen,daily_wage,n_simulations
283425.2629285714,36490.93006249079,453918.4285714286,154425.85714285713,0.0,369686.1428571429,121.133,15.595842747347769,158.0,194.0,66.362,54.771,22.11075,96.0,77.0,38.0,155272.85957142853,128152.40335714284,51734.416982142866,224619.4285714285,180163.49999999994,88911.85714285716,463,381,1556,157,0.5485781990521327,0.7467741935483871,0.7895971842002346,0.6325136612021858,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'swh_p80_swan']","(np.float64(2.0149999), np.float64(1.94670002))",1,183.0,12.785714285714286,4000
