obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
31,35,271,29,0.4696969696969697,0.5166666666666667,0.825136612021858,0.49206349206349204,4488.0,2917.2,4628.25,11781.0,6732.0,8415.0,15.0,15.0,4.0,15.0,15.0,4.0,12033.45,0.31359999999999977
