run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g8,CALETA_NAZCA,20250721_122833,7,1450667.1428571427,207238.1632653061,217600.0714285714,38961.87356783779,140387.1428571429,248017.28571428556,184843.0714285714,237488.24999999994,243805.67142857134,245911.47857142845,247596.12428571415,0,2,1,207238.1632653061,0.1880053024691154
