mean_loss,std_loss,max_loss,min_loss,median_loss,p99_loss,zero_prob,mean_events,std_events,max_events,median_events,p99_events,mean_event_days,std_event_days,p99_event_days,method,n_simulations,min_days,n_fishermen,daily_wage,mean_daily_probability,std_daily_probability,max_daily_probability,min_daily_probability,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,optimal_threshold,obs_mean_yearly_loss,obs_std_yearly_loss,obs_max_yearly_loss
109985.31225,10208.504836887229,148104.0,72369.0,109395.0,134640.0,0.0,44.85825,4.330664722360759,61.0,45.0,55.0,65.35075,6.065659439624022,80.0,independent_daily_probability_draws,4000,1,34.0,49.5,0.17852567824859264,0.20777123611654272,0.9702815155467648,0.0026370395221083,31,35,271,29,0.4696969696969697,0.5166666666666667,0.825136612021858,0.49206349206349204,15.0,15.0,4.0,15.0,15.0,4.0,4488.0,2917.2,4628.25,11781.0,6732.0,8415.0,0.31359999999999977,100980.0,0.0,100980.0
