date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.09032412519006484,0.09212810540256215,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-02,0.1006605545888618,0.09988641423702664,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-03,0.1354672479354095,0.13415436608259035,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-04,0.1955035126246465,0.19331689426790657,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-05,0.5539063531114222,0.5467588106617506,0.3079999999999997,1,1,GLOBAL,L2,0.6122328987916745
2024-01-06,0.588161731694564,0.5833241147362602,0.3079999999999997,1,1,GLOBAL,L2,0.6122328987916745
2024-01-07,0.25457284553922854,0.25647714618783796,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-08,0.06429420802464095,0.06459346069950103,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-09,0.0797088202554092,0.0824522385833862,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-10,0.0857667325691963,0.08778197092506561,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-11,0.08607639558504006,0.08628716429042542,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-12,0.4222869658918162,0.40779279294259735,0.3079999999999997,1,0,GLOBAL,L2,0.6122328987916745
2024-01-13,0.4362206348235053,0.43252017926617664,0.3079999999999997,1,0,GLOBAL,L2,0.6122328987916745
2024-01-14,0.29082312846072284,0.2958908023520575,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-15,0.12562630144797365,0.12981342336891763,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-16,0.0927487901350862,0.09669139139610995,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-17,0.4551885913609403,0.4629697884132045,0.3079999999999997,1,0,GLOBAL,L2,0.6122328987916745
2024-01-18,0.2892410863214058,0.2976386214220974,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-19,0.17702188736260624,0.18117761464149185,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
2024-01-20,0.27023993350219466,0.26807012484899917,0.3079999999999997,0,0,GLOBAL,L2,0.6122328987916745
