rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful,run,source_file,combination_id,type,description,features,thresholds,f1_score,mean_loss,max_loss,zero_prob,std_loss,min_loss,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations,block_length,window_days,trigger_features,trigger_thresholds,n_jobs,obs_mean_yearly_loss,obs_yearly_losses_by_year,rule_description
single,anom_swh_p80_deseasonalized_detrended_trend_5_lag_1 > threshold,6.0,0.1630540039595767,0.1126626167597293,0.1169052581458772,0.611111111111111,0.8401826484018265,24.0,323.0,1816.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecewise,anom_swh_p80_deseasonalized_detrended_trend_5_lag_1 > t1 if anom_swh_p80_deseasonalized_trend_5_lag_1 > t2 else anom_swh_p80_deseasonalized_detrended_trend_5_lag_1 > t3,6.0,0.1630540039595767,0.1126626167597293,0.1169052581458772,0.611111111111111,0.8401826484018265,24.0,323.0,1816.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecewise,anom_swh_p80_deseasonalized_trend_5_lag_1 > t1 if anom_swh_p80_deseasonalized_detrended > t2 else anom_swh_p80_deseasonalized_trend_5_lag_1 > t3,6.0,0.1630540039595767,0.1126626167597293,0.1169052581458772,0.611111111111111,0.8401826484018265,24.0,323.0,1816.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_trend_5_lag_1 > threshold,6.0,0.1630540039595767,0.1126626167597293,0.1169052581458772,0.611111111111111,0.8401826484018265,24.0,323.0,1816.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_trend_7_lag_1 > threshold,6.0,0.1627705627705627,0.1009272800022546,0.1126206736733052,0.4244047619047619,0.7926940639269406,21.0,424.0,1715.0,30.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_detrended_trend_7_lag_1 > threshold,6.0,0.1627705627705627,0.1009272800022546,0.1126206736733052,0.4244047619047619,0.7926940639269406,21.0,424.0,1715.0,30.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_deseasonalized_detrended_trend_5 > threshold,6.0,0.1624819624819624,0.1691382858037849,0.1210621221596831,0.3104166666666666,0.9205479452054792,24.0,147.0,1992.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_deseasonalized_trend_5 > threshold,6.0,0.1624819624819624,0.1691382858037849,0.1210621221596831,0.3104166666666666,0.9205479452054792,24.0,147.0,1992.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_detrended_trend_5_lag_1 > threshold,6.0,0.1622375661193183,0.1096653681883623,0.1174544737044737,0.6006944444444444,0.852054794520548,23.0,296.0,1843.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_trend_5_lag_1 > threshold,6.0,0.1622375661193183,0.1096653681883623,0.1174544737044737,0.6006944444444444,0.852054794520548,23.0,296.0,1843.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_max_trend_3 > t2,6.0,0.1621376811594203,0.2139514995773401,0.1597222222222222,0.2319444444444444,0.9657534246575342,8.0,32.0,2107.0,43.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_deseasonalized_detrended_trend_7_lag_1 > threshold,6.0,0.1617028124381065,0.0941405122288243,0.1080916272632914,0.3991071428571429,0.8031963470319634,19.0,399.0,1740.0,32.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_deseasonalized_trend_7_lag_1 > threshold,6.0,0.1617028124381065,0.0941405122288243,0.1080916272632914,0.3991071428571429,0.8031963470319634,19.0,399.0,1740.0,32.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
or_2,anom_swh_p80_trend_5 > t1 OR anom_swh_p75_deseasonalized_detrended_persistence_5 > t2,6.0,0.1613971957915456,0.0987244137531364,0.0962144750487009,0.7329365079365079,0.8534246575342466,35.0,305.0,1834.0,16.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_deseasonalized_detrended_persistence_5 > threshold,6.0,0.1610156183685595,0.0833998799807663,0.103944734207892,0.6654761904761904,0.8557077625570777,29.0,294.0,1845.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_deseasonalized_persistence_5 > threshold,6.0,0.1606782851016755,0.0818236954834313,0.1135926154634592,0.5799603174603175,0.8995433789954338,21.0,190.0,1949.0,30.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_deseasonalized_detrended_trend_5_lag_1 > threshold,6.0,0.1602912510033253,0.1350049702222122,0.1175423767170977,0.5873015873015873,0.8575342465753425,22.0,283.0,1856.0,29.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_deseasonalized_trend_5_lag_1 > threshold,6.0,0.1602912510033253,0.1350049702222122,0.1175423767170977,0.5873015873015873,0.8575342465753425,22.0,283.0,1856.0,29.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_mean_deseasonalized_detrended_trend_3 > t2,6.0,0.1601244101244101,0.2027255473906261,0.1507936507936507,0.2409722222222222,0.9643835616438357,9.0,36.0,2103.0,42.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_mean_deseasonalized_trend_3 > t2,6.0,0.1601244101244101,0.2027255473906261,0.1507936507936507,0.2409722222222222,0.9643835616438357,9.0,36.0,2103.0,42.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_median_deseasonalized_detrended_trend_3 > t2,6.0,0.1601244101244101,0.2027255473906261,0.1507936507936507,0.2409722222222222,0.9643835616438357,9.0,36.0,2103.0,42.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_median_deseasonalized_trend_3 > t2,6.0,0.1601244101244101,0.2027255473906261,0.1507936507936507,0.2409722222222222,0.9643835616438357,9.0,36.0,2103.0,42.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_min_deseasonalized_persistence_5 > threshold,6.0,0.1601078713719093,0.0939683039547121,0.1018526908695299,0.6117063492063491,0.8812785388127854,24.0,233.0,1906.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_persistence_7 > threshold,6.0,0.1588877618069272,0.1037008467820534,0.1157030907047061,0.7679563492063491,0.8155251141552512,30.0,383.0,1756.0,21.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_persistence_7 > threshold,6.0,0.1580574670619965,0.1226360045455842,0.1322499887641711,0.7679563492063491,0.7931506849315068,30.0,432.0,1707.0,21.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_median_deseasonalized_trend_5_lag_1 > threshold,6.0,0.1580447681856995,0.1243468118039988,0.1118787868332262,0.6468253968253969,0.8397260273972603,27.0,327.0,1812.0,24.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_median_deseasonalized_detrended_trend_5_lag_1 > threshold,6.0,0.1580447681856995,0.1243468118039988,0.1118787868332262,0.6468253968253969,0.8397260273972603,27.0,327.0,1812.0,24.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_deseasonalized_persistence_5 > threshold,6.0,0.1579216761711041,0.0949742458280857,0.1017193679522766,0.6005952380952381,0.8821917808219178,23.0,230.0,1909.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_persistence_3_lag_1 > t2,6.0,0.1572871572871572,0.1964751255658367,0.2361111111111111,0.1319444444444444,0.9748858447488584,8.0,12.0,2127.0,43.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_rolling_mean_3_lag_1 > t2,6.0,0.1572871572871572,0.1964751255658367,0.2361111111111111,0.1319444444444444,0.9748858447488584,8.0,12.0,2127.0,43.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecewise,anom_swh_p80_trend_14 > t1 if anom_swh_p80_deseasonalized_detrended_trend_3_lag_1 > t2 else anom_swh_p80_trend_14 > t3,6.0,0.1567952636275617,0.1214492540502439,0.1035249880796956,0.3946428571428571,0.8552511415525115,25.0,291.0,1848.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_trend_14 > threshold,6.0,0.1567952636275617,0.1214492540502439,0.1035249880796956,0.3946428571428571,0.8552511415525115,25.0,291.0,1848.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_trend_14 > threshold,6.0,0.1567911877394636,0.1234734258968998,0.1029800809212573,0.3946428571428571,0.8552511415525115,25.0,291.0,1848.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_trend_14 > threshold,6.0,0.1555238352083012,0.1187911602229803,0.10257945279497,0.383531746031746,0.8634703196347031,24.0,272.0,1867.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_deseasonalized_detrended_persistence_5 > threshold,6.0,0.1554209815076036,0.0808822112501357,0.0976829414690195,0.6132936507936507,0.8867579908675799,24.0,221.0,1918.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_trend_3 > threshold,6.0,0.1552557865251363,0.0898999108618772,0.1395573380867498,0.4656746031746031,0.9388127853881276,15.0,98.0,2041.0,36.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_detrended_trend_3 > threshold,6.0,0.1552557865251363,0.0898999108618772,0.1395573380867498,0.4656746031746031,0.9388127853881276,15.0,98.0,2041.0,36.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_detrended_rel_change_3 > threshold,6.0,0.155030155030155,0.1307849577443569,0.1075373619233268,0.3113095238095238,0.8063926940639269,11.0,384.0,1755.0,40.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_min_deseasonalized_detrended_trend_5_lag_1 > threshold,6.0,0.1549551023744666,0.1349227408144103,0.1094260875990831,0.6221230158730159,0.8424657534246576,25.0,319.0,1820.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_min_deseasonalized_trend_5_lag_1 > threshold,6.0,0.1549551023744666,0.1349227408144103,0.1094260875990831,0.6221230158730159,0.8424657534246576,25.0,319.0,1820.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_persistence_7 > threshold,6.0,0.1546491549945374,0.1049631166977942,0.1086524639331392,0.641765873015873,0.8497716894977169,25.0,303.0,1836.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_rolling_mean_3_lag_1 > threshold,6.0,0.1533772207110275,0.1013699483046206,0.1089547988186886,0.5895833333333332,0.8726027397260273,22.0,250.0,1889.0,29.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_persistence_3_lag_1 > threshold,6.0,0.1533772207110275,0.1013699483046206,0.1089547988186886,0.5895833333333332,0.8726027397260273,22.0,250.0,1889.0,29.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_median_deseasonalized_detrended_persistence_5 > threshold,6.0,0.1531498348383371,0.0834950077515132,0.0978945019199256,0.6005952380952381,0.8876712328767123,23.0,218.0,1921.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_deseasonalized_trend_5_lag_1 > threshold,6.0,0.1530059553048058,0.1115145141874212,0.1061781973034533,0.6468253968253969,0.8360730593607307,27.0,335.0,1804.0,24.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_mean_deseasonalized_detrended_trend_5_lag_1 > threshold,6.0,0.1530059553048058,0.1115145141874212,0.1061781973034533,0.6468253968253969,0.8360730593607307,27.0,335.0,1804.0,24.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_deseasonalized_detrended_persistence_5 > threshold,6.0,0.1526955454055219,0.0899621740484983,0.0954762226501357,0.635515873015873,0.8707762557077626,26.0,258.0,1881.0,25.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_rolling_mean_14 > threshold,6.0,0.1525477187939466,0.0768278567549823,0.1006374005650327,0.6458333333333334,0.8799086757990867,23.0,235.0,1904.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_persistence_14 > threshold,6.0,0.1525477187939466,0.0768278567549823,0.1006374005650327,0.6458333333333334,0.8799086757990867,23.0,235.0,1904.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_min_persistence_7 > threshold,6.0,0.1523702513373107,0.1204848211605816,0.1265139911311891,0.7584325396825397,0.7881278538812785,29.0,442.0,1697.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_rolling_mean_7 > threshold,6.0,0.1520049861106487,0.0962959965812921,0.103173440993261,0.7139880952380953,0.8447488584474886,25.0,314.0,1825.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecewise,anom_swh_p80_persistence_7 > t1 if anom_swh_p80_deseasonalized_detrended_trend_14 > t2 else anom_swh_p80_persistence_7 > t3,6.0,0.1519227999590152,0.0964121704867807,0.1031307205558038,0.7139880952380953,0.8438356164383561,25.0,316.0,1823.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_persistence_7 > threshold,6.0,0.1519227999590152,0.0964121704867807,0.1031307205558038,0.7139880952380953,0.8438356164383561,25.0,316.0,1823.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_persistence_14 > threshold,6.0,0.1513708513708513,0.0812461488984359,0.1007337379396203,0.6458333333333334,0.8767123287671232,23.0,242.0,1897.0,28.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p75_deseasonalized_detrended_trend_3 > t2,6.0,0.1511154011154011,0.1979976992631824,0.1428571428571428,0.2305555555555555,0.9634703196347032,8.0,37.0,2102.0,43.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p75_deseasonalized_trend_3 > t2,6.0,0.1511154011154011,0.1979976992631824,0.1428571428571428,0.2305555555555555,0.9634703196347032,8.0,37.0,2102.0,43.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_deseasonalized_persistence_14 > threshold,6.0,0.1501683225444387,0.0923426021333311,0.1032799003066171,0.7098214285714285,0.8150684931506849,29.0,383.0,1756.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_deseasonalized_persistence_7 > threshold,6.0,0.1500162551833931,0.1047050840660655,0.1090473340616998,0.814781746031746,0.7835616438356164,34.0,457.0,1682.0,17.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_median_persistence_7 > threshold,6.0,0.1489851225042862,0.1248507342716687,0.116387270257353,0.6012896825396826,0.8246575342465753,29.0,362.0,1777.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p25_trend_14 > threshold,6.0,0.1488908694791047,0.1185030194859453,0.1098746612466124,0.3964285714285714,0.8269406392694064,25.0,353.0,1786.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_deseasonalized_detrended_persistence_14 > threshold,6.0,0.1483890259087208,0.0928741001745251,0.1022330695372364,0.7653769841269842,0.7831050228310502,30.0,454.0,1685.0,21.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_detrended_persistence_3_lag_1 > threshold,6.0,0.1480102840088172,0.0983412158693462,0.1057613750628456,0.5776785714285714,0.869406392694064,21.0,256.0,1883.0,30.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_detrended_rolling_mean_3_lag_1 > threshold,6.0,0.1480102840088172,0.0983412158693462,0.1057613750628456,0.5776785714285714,0.869406392694064,21.0,256.0,1883.0,30.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_detrended_persistence_14 > threshold,6.0,0.1476789054597647,0.0875592657670291,0.0990851926594898,0.65625,0.8698630136986302,24.0,258.0,1881.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_detrended_rolling_mean_14 > threshold,6.0,0.1476789054597647,0.0875592657670291,0.0990851926594898,0.65625,0.8698630136986302,24.0,258.0,1881.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecewise,anom_swh_p80_deseasonalized_detrended_persistence_14 > t1 if anom_swh_p80_deseasonalized > t2 else anom_swh_p80_deseasonalized_detrended_persistence_14 > t3,6.0,0.1476789054597647,0.0875592657670291,0.0990851926594898,0.65625,0.8698630136986302,24.0,258.0,1881.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_rolling_mean_7 > threshold,6.0,0.1469914387871044,0.0832256478119019,0.0889173662359146,0.7571428571428571,0.8383561643835616,29.0,332.0,1807.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_trend_14 > threshold,6.0,0.1469777317826446,0.1054827045148951,0.1023579588622211,0.5360119047619047,0.8415525114155251,24.0,320.0,1819.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_trend_14 > threshold,6.0,0.1467012519644098,0.090990841117047,0.1029320987654321,0.3261904761904762,0.8671232876712329,19.0,259.0,1880.0,32.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_detrended_trend_14 > threshold,6.0,0.1467012519644098,0.090990841117047,0.1029320987654321,0.3261904761904762,0.8671232876712329,19.0,259.0,1880.0,32.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_max_persistence_7 > threshold,6.0,0.1466433526991902,0.0878672179510637,0.085846282025537,0.8379960317460317,0.782648401826484,36.0,461.0,1678.0,15.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_min_deseasonalized_detrended_persistence_5 > threshold,6.0,0.1465423539710652,0.0846419077370413,0.0918836482021497,0.6117063492063491,0.873972602739726,24.0,249.0,1890.0,27.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecewise,anom_swh_p80_deseasonalized_persistence_7 > t1 if anom_swh_p80_trend_5_lag_1 > t2 else anom_swh_p80_deseasonalized_persistence_7 > t3,6.0,0.1461977879934536,0.0829683121672801,0.0882794077032192,0.7571428571428571,0.8374429223744292,29.0,334.0,1805.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p80_deseasonalized_persistence_7 > threshold,6.0,0.1461977879934536,0.0829683121672801,0.0882794077032192,0.7571428571428571,0.8374429223744292,29.0,334.0,1805.0,22.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_median_deseasonalized_persistence_7 > threshold,6.0,0.1455085690126258,0.0850250619573541,0.0980742904918093,0.7131944444444445,0.8410958904109589,25.0,322.0,1817.0,26.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_mean_trend_3 > t2,6.0,0.1453823953823954,0.1962257806993018,0.1405228758169934,0.2201388888888888,0.9643835616438357,7.0,34.0,2105.0,44.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,anom_swh_p75_deseasonalized_persistence_7 > threshold,6.0,0.1451756892387154,0.0815579771922659,0.0863788664678542,0.7928571428571428,0.8278538812785389,32.0,358.0,1781.0,19.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_persistence_5_lag_1 > t2,6.0,0.1450757575757575,0.2130088301174131,0.25,0.1341269841269841,0.9757990867579908,8.0,10.0,2129.0,43.0,6.0,run_g3,rule_cv_results.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
