run_name,exceedance_probability,tp_loss,return_period
run_g3,1.0,0,1.0
run_g3,0.999,0,1.001001001001001
run_g3,0.998,0,1.002004008016032
run_g3,0.997,0,1.0030090270812437
run_g3,0.996,0,1.0040160642570282
run_g3,0.995,0,1.0050251256281406
run_g3,0.994,0,1.0060362173038229
run_g3,0.993,0,1.0070493454179255
run_g3,0.992,0,1.0080645161290323
run_g3,0.991,0,1.0090817356205852
run_g3,0.99,0,1.0101010101010102
run_g3,0.989,0,1.0111223458038423
run_g3,0.988,0,1.0121457489878543
run_g3,0.987,0,1.0131712259371835
run_g3,0.986,0,1.0141987829614605
run_g3,0.985,0,1.015228426395939
run_g3,0.984,0,1.016260162601626
run_g3,0.983,0,1.017293997965412
run_g3,0.982,0,1.0183299389002036
run_g3,0.981,0,1.019367991845056
run_g3,0.98,0,1.0204081632653061
run_g3,0.979,0,1.0214504596527068
run_g3,0.978,0,1.0224948875255624
run_g3,0.977,0,1.0235414534288638
run_g3,0.976,0,1.0245901639344261
run_g3,0.975,0,1.0256410256410258
run_g3,0.974,0,1.026694045174538
run_g3,0.973,0,1.027749229188078
run_g3,0.972,0,1.02880658436214
run_g3,0.971,0,1.0298661174047374
run_g3,0.97,0,1.0309278350515465
run_g3,0.969,0,1.0319917440660475
run_g3,0.968,0,1.0330578512396695
run_g3,0.967,0,1.0341261633919339
run_g3,0.966,0,1.0351966873706004
run_g3,0.965,0,1.0362694300518136
run_g3,0.964,0,1.037344398340249
run_g3,0.963,0,1.0384215991692627
run_g3,0.962,173088,1.0395010395010396
run_g3,0.961,173088,1.040582726326743
run_g3,0.96,173088,1.0416666666666667
run_g3,0.959,173088,1.0427528675703859
run_g3,0.958,173088,1.0438413361169103
run_g3,0.957,173088,1.044932079414838
run_g3,0.956,173088,1.0460251046025104
run_g3,0.955,173088,1.0471204188481675
run_g3,0.954,173088,1.0482180293501049
run_g3,0.953,173088,1.0493179433368311
run_g3,0.952,173088,1.050420168067227
run_g3,0.951,173088,1.0515247108307046
run_g3,0.95,173088,1.0526315789473684
run_g3,0.949,173088,1.053740779768177
run_g3,0.948,173088,1.0548523206751055
run_g3,0.947,173088,1.0559662090813096
run_g3,0.946,173088,1.0570824524312896
run_g3,0.945,173088,1.0582010582010584
run_g3,0.944,173088,1.0593220338983051
run_g3,0.943,173088,1.0604453870625663
run_g3,0.942,173088,1.0615711252653928
run_g3,0.941,173088,1.0626992561105209
run_g3,0.94,173088,1.0638297872340425
run_g3,0.939,173088,1.0649627263045793
run_g3,0.938,173088,1.0660980810234542
run_g3,0.937,173088,1.0672358591248665
run_g3,0.936,173088,1.0683760683760684
run_g3,0.935,173088,1.06951871657754
run_g3,0.934,173088,1.070663811563169
run_g3,0.933,173088,1.0718113612004287
run_g3,0.932,173088,1.0729613733905579
run_g3,0.931,173088,1.0741138560687433
run_g3,0.93,173088,1.075268817204301
run_g3,0.929,173088,1.0764262648008611
run_g3,0.928,173088,1.0775862068965516
run_g3,0.927,173088,1.0787486515641855
run_g3,0.926,173088,1.079913606911447
run_g3,0.925,173088,1.081081081081081
run_g3,0.924,173088,1.0822510822510822
run_g3,0.923,173088,1.0834236186348862
run_g3,0.922,173088,1.0845986984815619
run_g3,0.921,173088,1.0857763300760044
run_g3,0.92,173088,1.0869565217391304
run_g3,0.919,173088,1.088139281828074
run_g3,0.918,173088,1.0893246187363834
run_g3,0.917,173088,1.0905125408942202
run_g3,0.916,173088,1.0917030567685588
run_g3,0.915,173088,1.0928961748633879
run_g3,0.914,173088,1.0940919037199124
run_g3,0.913,173088,1.095290251916758
run_g3,0.912,173088,1.0964912280701753
run_g3,0.911,173088,1.097694840834248
run_g3,0.91,173088,1.0989010989010988
run_g3,0.909,173088,1.1001100110011002
run_g3,0.908,346176,1.1013215859030836
run_g3,0.907,346176,1.1025358324145533
run_g3,0.906,346176,1.1037527593818983
run_g3,0.905,346176,1.1049723756906078
run_g3,0.904,346176,1.1061946902654867
run_g3,0.903,346176,1.1074197120708749
run_g3,0.902,346176,1.1086474501108647
run_g3,0.901,346176,1.1098779134295227
run_g3,0.9,346176,1.1111111111111112
run_g3,0.899,346176,1.1123470522803114
run_g3,0.898,346176,1.1135857461024499
run_g3,0.897,346176,1.1148272017837235
run_g3,0.896,346176,1.1160714285714286
run_g3,0.895,346176,1.1173184357541899
run_g3,0.894,346176,1.1185682326621924
run_g3,0.893,346176,1.1198208286674132
