date,estimated_probability,calibrated_probability,optimal_threshold,predicted_event,observed_event,feature_set,lr_variant,cv_f1_score
2024-01-01,0.07096720201800809,0.0709552437204351,0.1117999999999999,0,1,GLOBAL,L1,0.31811069383818313
2024-01-02,0.0828911669105701,0.08151039653488816,0.1117999999999999,0,1,GLOBAL,L1,0.31811069383818313
2024-01-03,0.09625422768573427,0.0940386064393615,0.1117999999999999,0,1,GLOBAL,L1,0.31811069383818313
2024-01-04,0.09836482527556664,0.09690173535057824,0.1117999999999999,0,1,GLOBAL,L1,0.31811069383818313
2024-01-05,0.16053949205272547,0.15707485563365645,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-06,0.1818795982053973,0.18050285140821667,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-07,0.14807643560110173,0.14776166789805747,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-08,0.11691795092119227,0.1168095286232148,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-09,0.06966232105286198,0.07208676211388494,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-10,0.07072344827079131,0.07258003078938705,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-11,0.0685637900471228,0.06934943577802462,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-12,0.10187857900505355,0.09936851135870989,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-13,0.10982947860443491,0.1073566525155099,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-14,0.12251522510862135,0.1197600210113623,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-15,0.09130726689800225,0.09079280239735114,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-16,0.07069147448904424,0.07192420695303395,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-17,0.09014933650058367,0.09007760704283613,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-18,0.10104546045809554,0.10094070969780344,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-19,0.09751930153150204,0.09735966385460254,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-20,0.10706535602150921,0.10562294200556481,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-21,0.1752498232935231,0.172836004882747,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-22,0.19011475723308405,0.18984364588064526,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-23,0.18578311812310175,0.18635291187614153,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-24,0.16599138899859756,0.16659829388486214,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-25,0.09366378672733626,0.09474967553799518,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-26,0.07035681263369933,0.07235071817818438,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-27,0.0726750196362431,0.07418877641546592,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-28,0.07735468608575606,0.0778898472068435,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-01-29,0.12523755914747212,0.1217098584506116,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-30,0.23118343548964926,0.22844594863423703,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-01-31,0.18225119629302713,0.1803665244910463,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-02-01,0.09073548618161278,0.09057644728871717,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-02,0.13202297688556552,0.13256883444539427,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-02-03,0.141710883002491,0.14317984753433652,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
2024-02-04,0.08495939334974215,0.08513305251906311,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-05,0.06905780545675774,0.06995629188990517,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-06,0.05665084683277263,0.058813645087163746,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-07,0.05765545666156066,0.059378389053830784,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-08,0.07744780853670971,0.07699500152816857,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-09,0.08955607154842733,0.08833943707482324,0.1117999999999999,0,0,GLOBAL,L1,0.31811069383818313
2024-02-10,0.11457750409259373,0.1121686466834183,0.1117999999999999,1,0,GLOBAL,L1,0.31811069383818313
