rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_swan > t2,6,0.3769604272033236,0.1496715127674749,0.3507060446489317,0.4985527255617442,0.8114754098360656,106,292,1676,122,6
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_persistence_7 > t2,6,0.36416832265729376,0.1334160272059191,0.4668768054438786,0.400356677977951,0.8469945355191258,90,198,1770,138,6
single,anom_swh_mean_waverys > threshold,6,0.3587558135056978,0.17238091487530344,0.32486988600898253,0.567154958456572,0.7591074681238617,115,416,1552,113,6
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_max_swan > t2,6,0.35704473313683854,0.1311579898770487,0.35618240269176643,0.44916614837175306,0.8123861566484517,98,282,1686,130,6
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_deseasonalized_detrended_persistence_14_lag_5 > t2,6,0.35381979886131026,0.12192499530649765,0.35181712949206084,0.4627455565843135,0.8046448087431695,99,300,1668,129,6
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_deseasonalized_persistence_14_lag_5 > t2,6,0.35381979886131026,0.12192499530649765,0.35181712949206084,0.4627455565843135,0.8046448087431695,99,300,1668,129,6
single,anom_swh_min_waverys > threshold,6,0.35374335572693694,0.16892504704750874,0.3110097098258556,0.5303960469168186,0.7618397085610201,130,425,1543,98,6
and_2,anom_swh_p80_trend_5 > t1 AND anom_swh_p80_deseasonalized_persistence_3 > t2,6,0.3496463150920118,0.1460574048332491,0.33618243970714906,0.4466350375395587,0.8055555555555557,99,298,1670,129,6
single,anom_swh_p80_swan > threshold,6,0.3495825469571658,0.1516408467860018,0.25279978940303266,0.6599725000525495,0.7153916211293261,146,543,1425,82,6
piecewise,anom_swh_p80_swan > t1 if anom_swh_p80_deseasonalized_persistence_14_lag_7 > t2 else anom_swh_p80_swan > t3,6,0.3495825469571658,0.1516408467860018,0.25279978940303266,0.6599725000525495,0.7153916211293261,146,543,1425,82,6
