combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
10,double_AND,anom_swh_min_waverys > t1 AND anom_swh_p80_swan > t2,"['anom_swh_min_waverys', 'anom_swh_p80_swan']","(np.float64(-0.04634960937499997), np.float64(0.14617807558333323))",0.26814516129032256,3237740.6657357137,416120.2978006301,4674081.028571428,1958060.9714285722,0.0,4263519.8571428545,102.51975,13.176024056501262,135.0,148.0,18.57575,83.944,19.37175,35.0,114.0,38.0,586652.4369357142,2651088.2288,611791.4132785716,1105357.0000000002,3600305.657142856,1200101.8857142858,133,589,1705,137,0.18421052631578946,0.4925925925925926,0.7168486739469578,0.26814516129032256,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_waverys', 'anom_swh_p80_swan']",1,2827.0,11.171428571428573,4000
12,double_AND,anom_swh_min_waverys > t1 AND anom_swh_mean_swan > t2,"['anom_swh_min_waverys', 'anom_swh_mean_swan']","(np.float64(-0.04634960937499997), np.float64(0.07957642184895836))",0.2782608695652174,3426606.6999999993,422543.42500005214,4926734.057142856,2084387.4857142866,0.0,4453009.6285714265,108.5,13.37940581640306,141.0,156.0,20.0275,88.4725,17.92,38.0,120.0,35.0,632501.0662142857,2794105.6337857135,565942.7840000001,1200101.8857142858,3789795.4285714263,1105357.0000000002,144,621,1673,126,0.18823529411764706,0.5333333333333333,0.7086583463338534,0.2782608695652174,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_waverys', 'anom_swh_mean_swan']",1,2827.0,11.171428571428573,4000
0,double_AND,anom_swh_mean_waverys > t1 AND anom_swh_min_waverys > t2,"['anom_swh_mean_waverys', 'anom_swh_min_waverys']","(np.float64(0.0578437499999999), np.float64(-0.04634960937499997))",0.27153558052434457,3576595.749492856,427956.26695265766,5116223.828571427,2242295.6285714293,0.0,4610917.771428569,113.24925,13.55079792622929,146.0,162.0,20.30125,92.948,17.64625,39.0,124.0,35.0,641146.5370357144,2935449.212457142,557297.3131785714,1231683.5142857144,3916121.9428571407,1105357.0000000002,145,653,1641,125,0.18170426065162906,0.5370370370370371,0.6965678627145085,0.27153558052434457,enhanced_multi_rule_block_bootstrap,"['anom_swh_mean_waverys', 'anom_swh_min_waverys']",1,2827.0,11.171428571428573,4000
8,double_AND,anom_swh_mean_waverys > t1 AND anom_swh_median > t2,"['anom_swh_mean_waverys', 'anom_swh_median']","(np.float64(0.0578437499999999), np.float64(0.07597226458333345))",0.2759259259259259,3634248.012449999,427660.2213350776,5210968.714285714,2305458.885714286,0.0,4642499.399999999,115.07475,13.541423944234962,147.0,165.0,20.857,94.21775,17.0905,39.0,125.0,34.0,658698.0271142857,2975549.9853357133,539745.8231000002,1231683.5142857146,3947703.5714285704,1073775.3714285716,149,661,1633,121,0.18395061728395062,0.5518518518518518,0.6950078003120125,0.2759259259259259,enhanced_multi_rule_block_bootstrap,"['anom_swh_mean_waverys', 'anom_swh_median']",1,2827.0,11.171428571428573,4000
4,double_AND,anom_swh_mean_waverys > t1 AND anom_swh_mean_swan > t2,"['anom_swh_mean_waverys', 'anom_swh_mean_swan']","(np.float64(0.0578437499999999), np.float64(0.07957642184895836))",0.27490774907749077,3654144.438449999,429821.877833285,5242550.342857143,2305458.885714286,0.0,4674081.028571427,115.70475,13.609870588565492,148.0,166.0,20.86025,94.8445,17.08725,39.0,126.0,34.0,658800.6674071429,2995343.771042857,539643.182807143,1231683.5142857144,3979285.1999999993,1073775.3714285716,149,665,1629,121,0.18304668304668303,0.5518518518518518,0.6934477379095164,0.27490774907749077,enhanced_multi_rule_block_bootstrap,"['anom_swh_mean_waverys', 'anom_swh_mean_swan']",1,2827.0,11.171428571428573,4000
14,double_AND,anom_swh_min_waverys > t1 AND swh_max_swan > t2,"['anom_swh_min_waverys', 'swh_max_swan']","(np.float64(-0.04634960937499997), np.float64(1.14))",0.261986301369863,4023341.5718571413,436494.1831491655,5684693.14285714,2621275.171428571,0.0,5053376.387714278,127.395,13.82114231892574,160.00999999999976,180.0,21.29975,106.09525,16.64775,40.0,138.00999999999976,33.0,672680.7931642857,3350660.7786928564,525763.0570500001,1263265.1428571432,4358580.559142849,1042193.7428571432,153,745,1549,117,0.17037861915367483,0.5666666666666667,0.6638065522620905,0.261986301369863,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_waverys', 'swh_max_swan']",1,2827.0,11.171428571428573,4000
13,double_OR,anom_swh_min_waverys > t1 OR anom_swh_mean_swan > t2,"['anom_swh_min_waverys', 'anom_swh_mean_swan']","(np.float64(0.33135937499999996), np.float64(0.07957642184895836))",0.2688356164383562,4028268.305914284,439075.9633034011,5558366.628571426,2463367.028571429,0.0,5084642.199999999,127.551,13.902891749560592,161.0,176.0,21.8925,105.6585,16.055,40.0,137.0,33.0,691400.8035,3336867.5024142847,507043.04671428574,1263265.1428571432,4326683.114285712,1042193.742857143,157,741,1553,113,0.17483296213808464,0.5814814814814815,0.6669266770670826,0.2688356164383562,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_waverys', 'anom_swh_mean_swan']",1,2827.0,11.171428571428573,4000
1,double_OR,anom_swh_mean_waverys > t1 OR anom_swh_min_waverys > t2,"['anom_swh_mean_waverys', 'anom_swh_min_waverys']","(np.float64(0.0578437499999999), np.float64(0.33135937499999996))",0.2705479452054795,4029950.027635713,439978.82334993687,5653111.5142857125,2494948.6571428576,0.0,5084642.199999997,127.60425,13.931479890431598,161.0,179.0,22.1395,105.46475,15.808,41.0,137.0,32.0,699201.4657571429,3330748.5618785704,499242.38445714297,1294846.7714285718,4326683.114285711,1010612.1142857145,158,740,1554,112,0.1759465478841871,0.5851851851851851,0.6677067082683308,0.2705479452054795,enhanced_multi_rule_block_bootstrap,"['anom_swh_mean_waverys', 'anom_swh_min_waverys']",1,2827.0,11.171428571428573,4000
2,double_AND,anom_swh_mean_waverys > t1 AND anom_swh_p80_swan > t2,"['anom_swh_mean_waverys', 'anom_swh_p80_swan']","(np.float64(0.0578437499999999), np.float64(-0.3808538021302083))",0.2705479452054795,4029950.027635713,439978.82334993687,5653111.5142857125,2494948.6571428576,0.0,5084642.199999997,127.60425,13.931479890431598,161.0,179.0,22.1395,105.46475,15.808,41.0,137.0,32.0,699201.4657571429,3330748.5618785704,499242.38445714297,1294846.7714285718,4326683.114285711,1010612.1142857145,158,740,1554,112,0.1759465478841871,0.5851851851851851,0.6677067082683308,0.2705479452054795,enhanced_multi_rule_block_bootstrap,"['anom_swh_mean_waverys', 'anom_swh_p80_swan']",1,2827.0,11.171428571428573,4000
3,double_OR,anom_swh_mean_waverys > t1 OR anom_swh_p80_swan > t2,"['anom_swh_mean_waverys', 'anom_swh_p80_swan']","(np.float64(0.0578437499999999), np.float64(0.584493017906249))",0.2705479452054795,4029950.027635713,439978.82334993687,5653111.5142857125,2494948.6571428576,0.0,5084642.199999997,127.60425,13.931479890431598,161.0,179.0,22.1395,105.46475,15.808,41.0,137.0,32.0,699201.4657571429,3330748.5618785704,499242.38445714297,1294846.7714285718,4326683.114285711,1010612.1142857145,158,740,1554,112,0.1759465478841871,0.5851851851851851,0.6677067082683308,0.2705479452054795,enhanced_multi_rule_block_bootstrap,"['anom_swh_mean_waverys', 'anom_swh_p80_swan']",1,2827.0,11.171428571428573,4000
