run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g6,ANCON,20250721_125756,7,8527039.714285716,1218148.5306122452,1168520.2571428574,544224.2974862668,536887.6857142857,2021224.2285714296,836913.1571428573,1563290.6142857145,1888581.3885714293,1954902.8085714292,2007959.9445714294,0,2,1,1218148.5306122452,0.44676349706939106
