rank,features,thresholds,f1_score,mean_loss,prediction_rate,total_predictions
1,"['anom_swh_min_waverys', 'anom_swh_p80_swan']","(np.float64(-0.04634960937499997), np.float64(0.14617807558333323))",0.26814516129032256,3237740.6657357137,0.28159126365054604,722
2,"['anom_swh_mean_waverys', 'anom_swh_mean_persistence_2']","(np.float64(0.0578437499999999), np.float64(0.07683245225000006))",0.27345309381237526,3287631.743471428,0.28549141965678626,732
3,"['anom_swh_min_waverys', 'anom_swh_mean_swan']","(np.float64(-0.04634960937499997), np.float64(0.07957642184895836))",0.2782608695652174,3426606.6999999993,0.2983619344773791,765
