variable,run_path,threshold_label,threshold_value,mean_loss,median_loss,p99_loss,mean_events,median_events,p99_events,mean_tp,median_tp,p99_tp,mean_fp,median_fp,p99_fp,mean_tn,median_tn,p99_tn,mean_fn,median_fn,p99_fn,mean_tp_loss,median_tp_loss,p99_tp_loss,mean_fp_loss,median_fp_loss,p99_fp_loss,mean_fn_loss,median_fn_loss,p99_fn_loss,obs_tp,obs_fp,obs_tn,obs_fn,mean_obs_yearly_loss,mean_obs_yearly_events,mean_loss_minus_obs
anom_swh_mean_waverys,run_g6,fold0,0.32435546875,1205510.2396071432,1200101.885714286,1800152.8285714292,38.17125,38.0,57.0,5.916,6.0,11.009999999999764,19.0785,19.0,28.0,0.0,0.0,0.0,14.23625,14.0,23.0,313131.8472857143,315816.28571428574,663214.2,892378.3923214287,884285.6000000002,1421489.1019999932,890499.2854214287,884285.6000000001,1579081.4285714289,69,199,2095,201,1218148.5306122452,38.57142857142857,-12638.291005101986
anom_swh_mean_waverys,run_g6,fold3,0.3420703124999998,1098740.6488142856,1105357.0,1705407.9428571432,34.7905,35.0,54.0,5.72025,6.0,11.0,17.18825,17.0,27.0,0.0,0.0,0.0,14.2925,14.0,23.0,299488.5837428571,284234.65714285715,631632.5714285715,799252.0650714288,789540.7142857144,1326428.4000000004,904142.5489642859,884285.6000000002,1610663.0571428575,66,178,2116,204,1218148.5306122452,38.57142857142857,-119407.88179795956
anom_swh_mean_waverys,run_g6,p75,0.275498046875,1597927.7654214292,1579081.428571429,2305458.885714286,50.59675,50.0,73.0,6.8545,7.0,13.0,24.1235,24.0,34.0,0.0,0.0,0.0,14.0525,14.0,23.0,362438.6648928572,347397.91428571433,726377.4571428571,1235489.1005285715,1231683.5142857146,1863316.0857142867,841192.467814286,821122.342857143,1515918.1714285717,80,275,2019,190,1218148.5306122452,38.57142857142857,379779.234809184
anom_swh_mean_waverys,run_g6,mean,0.14402929687499996,2880141.8854214284,2873928.1999999993,3790111.244857135,91.19675,91.0,120.00999999999976,9.838,10.0,17.0,35.24275,35.0,46.0,0.0,0.0,0.0,11.9445,12.0,20.0,574003.9946928573,568469.3142857143,1073775.3714285716,2306137.890728572,2305458.8857142855,3158162.857142857,629627.1380142858,600050.942857143,1168520.2571428572,128,514,1780,142,1218148.5306122452,38.57142857142857,1661993.3548091832
anom_swh_mean_waverys,run_g6,fold2,0.12892578125,3055648.8908,3031836.342857143,4042448.4571428546,96.754,96.0,128.0,10.00075,10.0,18.0,36.7105,37.0,48.0,0.0,0.0,0.0,11.7895,12.0,20.0,582941.5955785715,568469.3142857143,1073775.3714285716,2472707.2952214284,2463367.0285714283,3347652.628571427,620689.5371285715,600050.9428571429,1136938.628571429,130,551,1743,140,1218148.5306122452,38.57142857142857,1837500.360187755
anom_swh_mean_waverys,run_g6,median,0.08378417968749996,3560970.738757142,3537142.4,4579336.142857142,112.7545,112.0,145.0,10.572,10.0,19.0,41.45875,41.0,53.0,0.0,0.0,0.0,10.8325,11.0,19.0,638533.1572714286,631632.5714285715,1168836.0734285642,2922437.5814857134,2905509.8285714285,3853274.5019999924,565097.9754357144,536887.6857142858,1042509.5591428501,143,651,1643,127,1218148.5306122452,38.57142857142857,2342822.2081448967
anom_swh_mean_waverys,run_g6,fold1,0.0386425781249999,4335225.944814285,4326683.114285713,5368876.857142855,137.2705,137.0,170.0,12.395,12.0,21.0,45.9905,46.0,56.00999999999976,0.0,0.0,0.0,9.34775,9.0,17.0,767117.7580000001,757959.0857142857,1389591.6571428576,3568108.186814285,3568724.0285714264,4547754.5142857125,436513.3747071429,426351.98571428575,821122.3428571431,172,794,1500,98,1218148.5306122452,38.57142857142857,3117077.41420204
anom_swh_mean_waverys,run_g6,fold5,0.031546875,4482956.907864285,4484591.257142855,5526784.999999998,141.94825,142.0,175.0,12.525,12.0,21.0,47.56775,48.0,58.0,0.0,0.0,0.0,9.218,9.0,17.0,771310.2191928573,757959.0857142858,1389591.6571428576,3711646.6886714273,3695050.542857142,4674081.028571428,432320.9135142858,410561.1714285715,821122.3428571431,173,826,1468,97,1218148.5306122452,38.57142857142857,3264808.3772520395
anom_swh_mean_waverys,run_g6,fold4,-0.0013652343749999,4963976.692635712,4958315.685714284,6000509.428571428,157.17925,157.0,190.0,12.64325,13.0,21.0,49.28125,49.0,59.0,0.0,0.0,0.0,8.58575,8.0,16.0,803476.1078928573,789540.7142857143,1421173.2857142861,4160500.584742856,4152984.1571428557,5179387.085714284,400155.02481428575,378979.5428571429,789540.7142857143,180,925,1369,90,1218148.5306122452,38.57142857142857,3745828.162023467
