fold,rule_type,rule_name,f1_score,anom_swh_p75_deseasonalized_detrended,anom_swh_p75,anom_swh_p25_deseasonalized_detrended,anom_swh_p80_swan,anom_swh_max_swan,anom_swh_p80_deseasonalized_detrended,anom_swh_median,swh_p75_deseasonalized_detrended,swh_p80_deseasonalized_detrended,anom_swh_p75_deseasonalized_detrended_max_2d,anom_swh_mean_swan,anom_swh_max_waverys,anom_swh_p80_waverys,anom_swh_mean_waverys,swh_p80_swan,swh_max_deseasonalized_detrended,anom_swh_median_deseasonalized,anom_swh_max_deseasonalized_detrended,anom_swh_median_deseasonalized_detrended,anom_swh_max_deseasonalized_detrended_min_2d,anom_swh_min_deseasonalized_detrended,anom_swh_p80_deseasonalized_detrended_max_2d,anom_swh_mean_deseasonalized_detrended,anom_swh_min_waverys,anom_swh_p75_deseasonalized_detrended_min_2d,anom_swh_p80_deseasonalized_detrended_max_3d,swh_p75_waverys,anom_swh_max_deseasonalized,anom_swh_p75_deseasonalized_detrended_mean_2d,anom_swh_p80_deseasonalized,swh_p60_deseasonalized_detrended,swh_mean_deseasonalized,swh_p75_deseasonalized_detrended_max_2d,anom_swh_mean_deseasonalized_detrended_max_2d,swh_p80_waverys,anom_swh_p25,swh_max_deseasonalized,anom_swh_p75_deseasonalized_detrended_max_3d,anom_swh_max_deseasonalized_detrended_max_2d,swh_max_waverys,swh_mean_deseasonalized_detrended,swh_p80_deseasonalized,anom_swh_p25_deseasonalized_detrended_max_2d,anom_swe_p80,swh_p80_deseasonalized_detrended_max_2d,anom_swh_p25_deseasonalized_detrended_mean_2d,swh_median_deseasonalized_detrended,anom_swh_min_swan,swh_max_deseasonalized_detrended_min_2d,swh_cv_deseasonalized_detrended_min_5d,anom_swh_mean_deseasonalized,anom_swh_p80_deseasonalized_detrended_std_7d,swh_p60,swh_p25_waverys,clima_swh_mean_deseasonalized_detrended_min_5d,swh_p25_deseasonalized_detrended,anom_swh_median_deseasonalized_detrended_mean_2d,anom_swh_p25_deseasonalized_detrended_max_5d,swh_p75_swan,swh_p80_deseasonalized_detrended_max_7d,swh_max_swan,anom_swh_p75_deseasonalized,anom_swh_p80_deseasonalized_detrended_std_2d,anom_swh_max_deseasonalized_detrended_mean_2d,swh_mean_waverys,anom_swe_max,anom_swh_mean_deseasonalized_detrended_std_2d,swh_median_swan,anom_swh_mean_deseasonalized_detrended_max_3d,anom_swh_median_deseasonalized_detrended_max_2d,swh_min_deseasonalized_detrended,anom_swh_sd_deseasonalized_detrended_min_7d,swh_p75_deseasonalized,swh_p25_deseasonalized_detrended_max_2d,anom_swe_mean,anom_swh_p80_deseasonalized_detrended_mean_2d,swh_cv_deseasonalized_detrended_min_3d,anom_swh_median_deseasonalized_detrended_min_2d,swh_p75_deseasonalized_detrended_lag_1d,anom_swh_p75_deseasonalized_detrended_lag_3d,swh_sd_deseasonalized_detrended_max_14d,swh_p75_deseasonalized_detrended_std_2d,swh_p75_deseasonalized_detrended_max_5d,swh_median_deseasonalized,anom_swh_p80_deseasonalized_detrended_max_7d,swh_p75_deseasonalized_detrended_max_3d,anom_swh_p75_deseasonalized_detrended_max_7d,anom_swh_median_deseasonalized_detrended_max_14d,swh_mean_swan,swh_iqr_deseasonalized_detrended_min_7d,swh_p75_deseasonalized_detrended_std_14d,anom_swh_p25_deseasonalized_detrended_min_2d,swh_p80_deseasonalized_detrended_mean_2d,swh_p75_deseasonalized_detrended_mean_2d,swh_p80_deseasonalized_detrended_std_2d,swh_sd_deseasonalized_detrended_max_2d,swh_p60_deseasonalized_detrended_max_2d,anom_swh_max_deseasonalized_detrended_std_5d,anom_swh_p80_deseasonalized_detrended_max_5d,anom_swh_p25_deseasonalized_detrended_min_14d,anom_swh_p25_deseasonalized,anom_swh_min_deseasonalized_detrended_min_2d,anom_swh_p25_deseasonalized_detrended_max_3d,anom_cv,anom_swh_p75_deseasonalized_detrended_max_14d,anom_swh_sd_deseasonalized_detrended_max_14d,swh_p25_swan,swh_min_waverys,anom_swh_max_deseasonalized_detrended_max_14d,swh_iqr_deseasonalized_detrended_min_5d,swh_p80_deseasonalized_detrended_lag_7d,swh_p25_deseasonalized_detrended_mean_2d,anom_swh_sd_deseasonalized_detrended_max_2d,swh_iqr_deseasonalized_detrended_max_7d,swh_cv_deseasonalized_detrended_max_14d,swh_p60_deseasonalized,swh_p75_deseasonalized_detrended_min_2d,swh_p80_deseasonalized_detrended_max_3d,clima_swh_mean_deseasonalized_detrended_min_7d,anom_swh_p80_deseasonalized_detrended_lag_7d,swh_p80_deseasonalized_detrended_max_14d,duration_intensity_p60_swan,swh_p80_deseasonalized_detrended_std_14d,anom_swh_p75_deseasonalized_detrended_max_5d,anom_swh_p75_deseasonalized_detrended_std_5d,anom_swh_mean_deseasonalized_detrended_max_7d,clima_swh_mean_deseasonalized,swh_p60_deseasonalized_detrended_std_14d,anom_swh_min_deseasonalized_detrended_max_7d,swh_p80_deseasonalized_detrended_std_5d,anom_swh_min_deseasonalized,swh_median_deseasonalized_detrended_max_2d,swh_p25_deseasonalized_detrended_max_14d,anom_swh_median_deseasonalized_detrended_max_3d,anom_swh_p75_deseasonalized_detrended_std_7d,swh_p75_deseasonalized_detrended_lag_7d,anom_swh_max_deseasonalized_detrended_std_7d,anom_swh_p80_deseasonalized_detrended_max_14d,anom_swh_min_deseasonalized_detrended_max_3d,anom_swh_mean_deseasonalized_detrended_mean_2d,anom_swh_max_deseasonalized_detrended_lag_7d,anom_swh_p75_deseasonalized_detrended_std_2d,anom_swh_p80_deseasonalized_detrended_min_2d,anom_swh_min_deseasonalized_detrended_lag_1d,anom_swh_median_deseasonalized_detrended_mean_3d,anom_swh_p75_deseasonalized_detrended_std_14d,swh_range_deseasonalized_detrended_min_14d,anom_swh_max_deseasonalized_detrended_max_3d,anom_swh_min_deseasonalized_detrended_std_2d
4,single,swh_p75_deseasonalized_detrended_max_2d > threshold,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2496492317292316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_p75_deseasonalized_detrended_max_2d > threshold,0.5142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2945822395287123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_mean_deseasonalized_detrended_max_2d > threshold,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2583858984066857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_mean_deseasonalized_detrended_max_2d > threshold,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2632478762272935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_mean_deseasonalized_detrended_max_2d > threshold,0.24719101123595505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2632478762272935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_mean_deseasonalized_detrended_max_2d > threshold,0.0851063829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2880757436914851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_mean_deseasonalized_detrended_max_2d > threshold,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24632037379953914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_mean_deseasonalized_detrended_max_2d > threshold,0.5142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2844990639751388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_p80_waverys > threshold,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4252000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_p80_waverys > threshold,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_p80_waverys > threshold,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_p80_waverys > threshold,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_p80_waverys > threshold,0.3508771929824561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_p80_waverys > threshold,0.1360544217687075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_p25 > threshold,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20926505687336128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_p25 > threshold,0.07272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13649954421615057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_p25 > threshold,0.273972602739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19631827731024123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_p25 > threshold,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21671140249818574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_p25 > threshold,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20873409397900106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_p25 > threshold,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19643364780102707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_max_deseasonalized > threshold,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1908519250160159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_max_deseasonalized > threshold,0.08163265306122448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1369383040501944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_max_deseasonalized > threshold,0.34285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.192120938557101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_max_deseasonalized > threshold,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2118822020297946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_max_deseasonalized > threshold,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.149281184077829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_max_deseasonalized > threshold,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0922449962587573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_p75_deseasonalized_detrended_max_3d > threshold,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3149610766029214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_p75_deseasonalized_detrended_max_3d > threshold,0.046511627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3133328513367874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_p75_deseasonalized_detrended_max_3d > threshold,0.2564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3149610766029214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_p75_deseasonalized_detrended_max_3d > threshold,0.10256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3475141943365882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_p75_deseasonalized_detrended_max_3d > threshold,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3475141943365882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_p75_deseasonalized_detrended_max_3d > threshold,0.45714285714285713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3217142139173731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_max_deseasonalized_detrended_max_2d > threshold,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2560771283570816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_max_deseasonalized_detrended_max_2d > threshold,0.04838709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1077042623644289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_max_deseasonalized_detrended_max_2d > threshold,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27270184945675274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_max_deseasonalized_detrended_max_2d > threshold,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2999133970349086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_max_deseasonalized_detrended_max_2d > threshold,0.3783783783783784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2464164535717318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_max_deseasonalized_detrended_max_2d > threshold,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2861467308106559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_max_waverys > threshold,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4940000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_max_waverys > threshold,0.07017543859649122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_max_waverys > threshold,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_max_waverys > threshold,0.12121212121212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.539000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_max_waverys > threshold,0.3384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_max_waverys > threshold,0.12658227848101267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_mean_deseasonalized_detrended > threshold,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17553736610548132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_mean_deseasonalized_detrended > threshold,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13419871704682187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_mean_deseasonalized_detrended > threshold,0.26804123711340205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19141370302739463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_mean_deseasonalized_detrended > threshold,0.07017543859649122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22791745329851085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_mean_deseasonalized_detrended > threshold,0.3448275862068966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24135086631923836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_mean_deseasonalized_detrended > threshold,0.4864864864864865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22265052812437605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_p80_deseasonalized > threshold,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1490180085471136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_p80_deseasonalized > threshold,0.057971014492753624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0520063936794941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_p80_deseasonalized > threshold,0.3380281690140845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1432736156752565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_p80_deseasonalized > threshold,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1667881023968407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_p80_deseasonalized > threshold,0.38095238095238093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1638813316906638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_p80_deseasonalized > threshold,0.5161290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0880206200990792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_p25_deseasonalized_detrended_max_2d > threshold,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2542950720755881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_p25_deseasonalized_detrended_max_2d > threshold,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2615748976202968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
