run_path,port_name,analysis_date,n_years,total_loss,mean_loss,median_loss,std_loss,min_loss,max_loss,p25_loss,p75_loss,p90_loss,p95_loss,p99_loss,zero_years,high_loss_years,extreme_loss_years,mean_loss_per_year,cv_loss
run_g3,CALETA_TIERRA_COLORADA,20250721_122129,7,9427879.640816327,1346839.9486880468,1137847.542857143,1068856.2790847488,162549.64897959185,2600794.3836734695,406374.12244897964,2356969.910204082,2503264.5942857144,2552029.488979592,2591041.404734694,0,2,1,1346839.9486880468,0.7936030410487296
