mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
1447835.1417828575,894420.2833404872,5613381.211428572,0.064,speed_optimized_block_bootstrap,7,20,anom_swh_median,0.25006199913344,3,14424.0,10.51809523809524,4000,12
