combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
10,double_AND,swh_max_swan > t1 AND anom_swh_median_persistence_2 > t2,"['swh_max_swan', 'anom_swh_median_persistence_2']","(np.float64(1.58), np.float64(0.2918489530208332))",0.3508771929824561,1693035.8689469388,734471.9100751785,5364138.416326531,0.0,0.001,3576092.277551021,10.4155,4.518446608072292,22.0,33.0,3.2775,7.138,4.52225,11.0,16.0,13.0,532756.4745306122,1160279.3944163267,735090.1500979593,1788046.1387755102,2600794.3836734695,2113145.436734694,20,44,2247,30,0.3125,0.4,0.9683895771038018,0.3508771929824561,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_median_persistence_2']",1,14424.0,11.269387755102041,4000
0,double_AND,anom_swh_min_swan > t1 AND swh_max_swan > t2,"['anom_swh_min_swan', 'swh_max_swan']","(np.float64(0.2384090909090908), np.float64(1.58))",0.34782608695652173,1695636.6633306122,707526.3179610439,4388840.52244898,0.0,0.001,3576092.2775510205,10.4315,4.352678227252734,22.0,27.0,3.2775,7.154,4.52225,11.0,15.009999999999764,13.0,532756.4745306122,1162880.1888000001,735090.1500979593,1788046.1387755102,2439870.231183636,2113145.436734694,20,45,2246,30,0.3076923076923077,0.4,0.9679624092268262,0.34782608695652173,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'swh_max_swan']",1,14424.0,11.269387755102041,4000
12,double_AND,swh_max_swan > t1 AND anom_swh_median_deseasonalized > t2,"['swh_max_swan', 'anom_swh_median_deseasonalized']","(np.float64(1.58), np.float64(0.2961038576470243))",0.3697478991596638,1816329.7776979594,754022.3210585748,5364138.416326531,0.0,0.001,3901191.575510204,11.174,4.63872008209161,24.0,33.0,3.75675,7.41725,4.043,12.0,16.0,12.0,610658.3938040817,1205671.383893878,657188.2308244898,1950595.787755102,2600794.38367347,1950595.787755102,22,47,2244,28,0.3188405797101449,0.44,0.9679624092268262,0.3697478991596639,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_median_deseasonalized']",1,14424.0,11.269387755102041,4000
2,double_AND,anom_swh_min_swan > t1 AND anom_swh_median_persistence_2 > t2,"['anom_swh_min_swan', 'anom_swh_median_persistence_2']","(np.float64(0.2384090909090908), np.float64(0.2918489530208332))",0.4098360655737705,1820881.167869388,734873.5699166282,4876489.469387756,0.0,0.00075,3901191.575510204,11.202,4.520917605973372,24.0,30.0,3.896,7.306,3.90375,12.0,16.0,11.0,633293.4324244899,1187587.735444898,634553.1922040818,1950595.7877551022,2600794.3836734695,1788046.1387755105,25,47,2244,25,0.3472222222222222,0.5,0.9692439128577531,0.4098360655737705,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_median_persistence_2']",1,14424.0,11.269387755102041,4000
8,double_AND,anom_swh_min_swan > t1 AND swh_p80_swan > t2,"['anom_swh_min_swan', 'swh_p80_swan']","(np.float64(0.2384090909090908), np.float64(1.506))",0.3278688524590164,1843963.21802449,724407.4666649859,5039039.118367347,0.0,0.0005,3738641.9265306126,11.344,4.456530489068823,23.0,31.0,3.12475,8.21925,4.675,10.0,17.0,12.0,507927.01564897964,1336036.2023755105,759919.6089795919,1625496.4897959183,2763344.0326530617,1950595.7877551026,20,52,2239,30,0.2777777777777778,0.4,0.9649722340879966,0.32786885245901637,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'swh_p80_swan']",1,14424.0,11.269387755102041,4000
14,double_AND,swh_max_swan > t1 AND anom_swh_mean_deseasonalized > t2,"['swh_max_swan', 'anom_swh_mean_deseasonalized']","(np.float64(1.58), np.float64(0.3046044703264803))",0.3870967741935484,1915322.5139265305,771621.5058166219,5364138.416326531,0.0,0.00075,4063741.2244897955,11.783,4.7469896776799505,25.0,33.0,3.906,7.877,3.89375,12.0,17.0,11.0,634918.9289142857,1280403.5850122452,632927.6957142858,1950595.7877551022,2763344.032653061,1788046.1387755105,24,50,2241,26,0.32432432432432434,0.48,0.9675352413498505,0.3870967741935484,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_mean_deseasonalized']",1,14424.0,11.269387755102041,4000
4,double_AND,anom_swh_min_swan > t1 AND anom_swh_median_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.2961038576470243))",0.3555555555555555,2176702.3494857145,787420.415069874,5526688.065306123,0.0,0.00025,4226290.873469388,13.391,4.844184038617856,26.0,34.0,3.897,9.494,3.90275,12.0,19.0,12.0,633455.9820734694,1543246.3674122451,634390.6425551021,1950595.7877551022,3088443.330612245,1950595.7877551022,24,61,2230,26,0.2823529411764706,0.48,0.9628363947031183,0.35555555555555557,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']",1,14424.0,11.269387755102041,4000
6,double_AND,anom_swh_min_swan > t1 AND anom_swh_mean_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.3046044703264803))",0.34782608695652173,2228393.1378612244,801417.8899744569,5526688.065306123,0.0,0.00025,4388840.522448979,13.709,4.930296035736596,27.0,34.0,3.74225,9.96675,4.0575,11.0,20.0,12.0,608301.4238938777,1620091.713967347,659545.2007346939,1788046.1387755102,3250992.9795918367,1950595.7877551022,24,64,2227,26,0.2727272727272727,0.48,0.9615548910721914,0.34782608695652173,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']",1,14424.0,11.269387755102041,4000
7,double_OR,anom_swh_min_swan > t1 OR anom_swh_mean_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.3046044703264803))",0.3061224489795918,3721371.0263265306,1010477.9782672751,7802383.151020407,975297.8938775511,0.0,6339436.310204081,22.89375,6.216426701691254,39.0,48.0,4.67825,18.2155,3.1215,13.0,31.0,9.009999999999764,760447.8953387755,2960923.1309877555,507398.72928979597,2113145.436734694,5039039.118367347,1464572.3373060843,30,116,2175,20,0.2054794520547945,0.6,0.9419051687313114,0.30612244897959184,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']",1,14424.0,11.269387755102041,4000
5,double_OR,anom_swh_min_swan > t1 OR anom_swh_median_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.2961038576470243))",0.3015075376884422,3773955.8377714283,1005905.9343029319,7802383.151020407,975297.8938775512,0.0,6339436.310204082,23.21725,6.188299640248523,39.0,48.0,4.68025,18.537,3.1195,13.0,32.0,9.009999999999764,760772.9946367347,3013182.8431346943,507073.6299918368,2113145.436734694,5201588.767346938,1464572.3373060843,30,119,2172,20,0.20134228187919462,0.6,0.9406236651003844,0.3015075376884422,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']",1,14424.0,11.269387755102041,4000
