combination_id,type,description,features,thresholds,f1_score,mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,min_days,n_fishermen,daily_wage,n_simulations
8,double_AND,anom_swh_min_swan > t1 AND swh_p80_swan > t2,"['anom_swh_min_swan', 'swh_p80_swan']","(np.float64(0.2384090909090908), np.float64(1.506))",0.3278688524590164,380853.8275591837,452908.68315651413,3250992.979591837,0.0,0.4835,1788046.1387755102,11.344,4.456530489068823,23.0,31.0,3.12475,8.21925,4.675,10.0,17.0,12.0,53600.746751020415,110452.48648163266,163850.04617142858,487648.94693877554,975297.8938775511,975297.8938775511,20,52,2239,30,0.2777777777777778,0.4,0.9649722340879966,0.32786885245901637,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'swh_p80_swan']",3,14424.0,11.269387755102041,4000
0,double_AND,anom_swh_min_swan > t1 AND swh_max_swan > t2,"['anom_swh_min_swan', 'swh_max_swan']","(np.float64(0.2384090909090908), np.float64(1.58))",0.34782608695652173,381504.02615510207,450282.80191150395,2763344.032653061,0.0,0.47675,1788046.1387755102,10.4315,4.352678227252734,22.0,27.0,3.2775,7.154,4.52225,11.0,15.009999999999764,13.0,78145.7437469388,55957.7166612245,215622.1093714286,650198.5959183674,487648.94693877554,976923.3903673085,20,45,2246,30,0.3076923076923077,0.4,0.9679624092268262,0.34782608695652173,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'swh_max_swan']",3,14424.0,11.269387755102041,4000
2,double_AND,anom_swh_min_swan > t1 AND anom_swh_median_persistence_2 > t2,"['anom_swh_min_swan', 'anom_swh_median_persistence_2']","(np.float64(0.2384090909090908), np.float64(0.2918489530208332))",0.4098360655737705,430878.4820326531,511328.4505558452,3413542.628571429,0.0,0.4635,2113145.436734694,11.202,4.520917605973372,24.0,30.0,3.896,7.306,3.90375,12.0,16.0,11.0,102812.65297959185,57095.56420408164,108786.35257959185,812748.2448979593,487648.94693877554,975297.8938775511,25,47,2244,25,0.3472222222222222,0.5,0.9692439128577531,0.4098360655737705,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_median_persistence_2']",3,14424.0,11.269387755102041,4000
4,double_AND,anom_swh_min_swan > t1 AND anom_swh_median_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.2961038576470243))",0.3555555555555555,461519.09086530615,531984.7827681977,3413542.628571429,0.0,0.444,2275695.0857142857,13.391,4.844184038617856,26.0,34.0,3.897,9.494,3.90275,12.0,19.0,12.0,102934.56521632653,60427.83200816327,163484.3094612245,812748.2448979593,487648.94693877554,975297.8938775511,24,61,2230,26,0.2823529411764706,0.48,0.9628363947031183,0.35555555555555557,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']",3,14424.0,11.269387755102041,4000
6,double_AND,anom_swh_min_swan > t1 AND anom_swh_mean_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.3046044703264803))",0.34782608695652173,492240.974522449,533449.0162733949,3250992.979591837,0.0,0.40525,2114770.9332244517,13.709,4.930296035736596,27.0,34.0,3.74225,9.96675,4.0575,11.0,20.0,12.0,78145.7437469388,115572.8004244898,163484.3094612245,650198.5959183674,975297.8938775511,975297.8938775511,24,64,2227,26,0.2727272727272727,0.48,0.9615548910721914,0.34782608695652173,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']",3,14424.0,11.269387755102041,4000
10,double_AND,swh_max_swan > t1 AND anom_swh_median_persistence_2 > t2,"['swh_max_swan', 'anom_swh_median_persistence_2']","(np.float64(1.58), np.float64(0.2918489530208332))",0.3508771929824561,515363.6620897959,505655.6102855646,3738641.9265306126,0.0,0.3495,1950595.7877551022,10.4155,4.518446608072292,22.0,33.0,3.2775,7.138,4.52225,11.0,16.0,13.0,78145.7437469388,103381.57675102043,215622.1093714286,650198.5959183674,975297.8938775511,976923.3903673085,20,44,2247,30,0.3125,0.4,0.9683895771038018,0.3508771929824561,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_median_persistence_2']",3,14424.0,11.269387755102041,4000
12,double_AND,swh_max_swan > t1 AND anom_swh_median_deseasonalized > t2,"['swh_max_swan', 'anom_swh_median_deseasonalized']","(np.float64(1.58), np.float64(0.2961038576470243))",0.3697478991596638,533528.5853632652,542160.5885921799,4226290.873469388,0.0,0.36875,2113145.436734694,11.174,4.63872008209161,24.0,33.0,3.75675,7.41725,4.043,12.0,16.0,12.0,136704.25479183675,74407.10182040816,164662.79441632656,1137847.5428571429,650198.5959183674,975297.8938775511,22,47,2244,28,0.3188405797101449,0.44,0.9679624092268262,0.3697478991596639,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_median_deseasonalized']",3,14424.0,11.269387755102041,4000
14,double_AND,swh_max_swan > t1 AND anom_swh_mean_deseasonalized > t2,"['swh_max_swan', 'anom_swh_mean_deseasonalized']","(np.float64(1.58), np.float64(0.3046044703264803))",0.3870967741935484,534707.0703183673,542065.6636106623,4226290.873469388,0.0,0.3675,2113145.436734694,11.783,4.7469896776799505,25.0,33.0,3.906,7.877,3.89375,12.0,17.0,11.0,136826.16702857142,75382.39971428571,112606.26933061227,1137847.5428571429,650198.5959183674,975297.8938775511,24,50,2241,26,0.32432432432432434,0.48,0.9675352413498505,0.3870967741935484,enhanced_multi_rule_block_bootstrap,"['swh_max_swan', 'anom_swh_mean_deseasonalized']",3,14424.0,11.269387755102041,4000
5,double_OR,anom_swh_min_swan > t1 OR anom_swh_median_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.2961038576470243))",0.3015075376884422,991512.2213632653,734191.9771288933,5039039.118367348,0.0,0.16,3088443.330612245,23.21725,6.188299640248523,39.0,48.0,4.68025,18.537,3.1195,13.0,32.0,9.009999999999764,161696.263322449,443923.09136326535,57583.21315102041,1300397.1918367348,1950595.7877551022,487648.94693877554,30,119,2172,20,0.20134228187919462,0.6,0.9406236651003844,0.3015075376884422,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_median_deseasonalized']",3,14424.0,11.269387755102041,4000
7,double_OR,anom_swh_min_swan > t1 OR anom_swh_mean_deseasonalized > t2,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']","(np.float64(0.2384090909090908), np.float64(0.3046044703264803))",0.3061224489795918,1007360.8121387756,752261.4838097548,5039039.118367348,0.0,0.1625,3250992.9795918367,22.89375,6.216426701691254,39.0,48.0,4.67825,18.2155,3.1215,13.0,31.0,9.009999999999764,161777.53814693878,434820.3110204082,57461.30091428572,1300397.1918367348,1789671.6352652677,487648.94693877554,30,116,2175,20,0.2054794520547945,0.6,0.9419051687313114,0.30612244897959184,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'anom_swh_mean_deseasonalized']",3,14424.0,11.269387755102041,4000
