mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
652067.9168816326,292334.9463632538,1625496.4897959186,0.01525,speed_optimized_block_bootstrap,7,20,calibrated_probability,0.06539999999999996,1,14424.0,11.269387755102041,4000,12
