mean_loss,std_loss,max_loss,min_loss,zero_prob,p99_loss,mean_events,std_events,p99_events,max_events,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,method,rule_features,thresholds,min_days,n_fishermen,daily_wage,n_simulations
380853.8275591837,452908.68315651413,3250992.979591837,0.0,0.4835,1788046.1387755102,11.344,4.456530489068823,23.0,31.0,3.12475,8.21925,4.675,10.0,17.0,12.0,53600.746751020415,110452.48648163266,163850.04617142858,487648.94693877554,975297.8938775511,975297.8938775511,20,52,2239,30,0.2777777777777778,0.4,0.9649722340879966,0.32786885245901637,enhanced_multi_rule_block_bootstrap,"['anom_swh_min_swan', 'swh_p80_swan']","(np.float64(0.2384090909090908), np.float64(1.506))",3,14424.0,11.269387755102041,4000
