obs_tp,obs_fp,obs_tn,obs_fn,obs_precision,obs_recall,obs_accuracy,obs_f1,mean_tp_cost,mean_fp_cost,mean_fn_cost,p99_tp_cost,p99_fp_cost,p99_fn_cost,mean_tp,mean_fp,mean_fn,p99_tp,p99_fp,p99_fn,total_mean_cost,optimal_threshold
1,26,116,7,0.037037037037037035,0.125,0.78,0.05714285714285714,148792.80000000002,169082.72727272726,185991.00000000006,148792.80000000002,297585.60000000003,223189.2,1.0,11.0,2.0,1.0,11.0,2.0,503866.52727272734,0.31359999999999977
